session_code,participant_code,prolific_pid,attn_civil_rating,attn_toxic_rating,failed_attention,film_familiarity,task_difficulty,open_feedback,doc_id,display_position,human_rating,realism_rating,perspective_toxicity,gpt_toxicity
c5oil4y6,ovf4z5tk,62f254d1302f54a03e9e7671,0,81,0,2,4,,63,35,20,,0.11171334,0.3
c5oil4y6,ovf4z5tk,62f254d1302f54a03e9e7671,0,81,0,2,4,,157,36,8,,0.3057765,0.4
c5oil4y6,ovf4z5tk,62f254d1302f54a03e9e7671,0,81,0,2,4,,166,37,59,,0.32919475,0.9
c5oil4y6,ovf4z5tk,62f254d1302f54a03e9e7671,0,81,0,2,4,,381,38,79,,0.76523775,0.9
c5oil4y6,g32gi9uy,69c6fc687e8e0c3293b30fcb,0,95,0,2,4,,298,1,60,,0.5972042,0.9
c5oil4y6,g32gi9uy,69c6fc687e8e0c3293b30fcb,0,95,0,2,4,,157,2,11,,0.3057765,0.4
c5oil4y6,g32gi9uy,69c6fc687e8e0c3293b30fcb,0,95,0,2,4,,38,3,20,,0.07687678,0.4
c5oil4y6,g32gi9uy,69c6fc687e8e0c3293b30fcb,0,95,0,2,4,,446,4,90,,0.911035,0.9
c5oil4y6,g32gi9uy,69c6fc687e8e0c3293b30fcb,0,95,0,2,4,,306,5,60,,0.6027529,0.6
c5oil4y6,g32gi9uy,69c6fc687e8e0c3293b30fcb,0,95,0,2,4,,399,6,75,,0.8115627,0.85
c5oil4y6,g32gi9uy,69c6fc687e8e0c3293b30fcb,0,95,0,2,4,,231,7,55,,0.47173777,0.9
c5oil4y6,g32gi9uy,69c6fc687e8e0c3293b30fcb,0,95,0,2,4,,110,8,35,,0.22712809,0.3
c5oil4y6,g32gi9uy,69c6fc687e8e0c3293b30fcb,0,95,0,2,4,,75,9,3,,0.13041082,0.4
c5oil4y6,g32gi9uy,69c6fc687e8e0c3293b30fcb,0,95,0,2,4,,attn_civil,10,0,,,
c5oil4y6,g32gi9uy,69c6fc687e8e0c3293b30fcb,0,95,0,2,4,,140,11,50,,0.28312725,0.5
c5oil4y6,g32gi9uy,69c6fc687e8e0c3293b30fcb,0,95,0,2,4,,165,12,21,,0.32919475,0.5
c5oil4y6,g32gi9uy,69c6fc687e8e0c3293b30fcb,0,95,0,2,4,,447,13,75,,0.9209984,0.8
c5oil4y6,g32gi9uy,69c6fc687e8e0c3293b30fcb,0,95,0,2,4,,448,14,75,,0.9209984,0.6
c5oil4y6,g32gi9uy,69c6fc687e8e0c3293b30fcb,0,95,0,2,4,,71,15,20,,0.115658075,0.0
c5oil4y6,g32gi9uy,69c6fc687e8e0c3293b30fcb,0,95,0,2,4,,219,16,14,,0.45090583,0.4
c5oil4y6,g32gi9uy,69c6fc687e8e0c3293b30fcb,0,95,0,2,4,,405,17,90,,0.83334327,1.0
c5oil4y6,g32gi9uy,69c6fc687e8e0c3293b30fcb,0,95,0,2,4,,283,18,70,,0.5716857,0.9
c5oil4y6,g32gi9uy,69c6fc687e8e0c3293b30fcb,0,95,0,2,4,,189,19,40,,0.37795907,0.6
c5oil4y6,g32gi9uy,69c6fc687e8e0c3293b30fcb,0,95,0,2,4,,267,20,59,,0.52811706,0.8
c5oil4y6,g32gi9uy,69c6fc687e8e0c3293b30fcb,0,95,0,2,4,,317,21,100,,0.6342749,0.9
c5oil4y6,g32gi9uy,69c6fc687e8e0c3293b30fcb,0,95,0,2,4,,345,22,75,,0.6989911,0.7
c5oil4y6,g32gi9uy,69c6fc687e8e0c3293b30fcb,0,95,0,2,4,,26,23,0,,0.054779384,0.2
c5oil4y6,g32gi9uy,69c6fc687e8e0c3293b30fcb,0,95,0,2,4,,427,24,26,,0.8696708,0.8
c5oil4y6,g32gi9uy,69c6fc687e8e0c3293b30fcb,0,95,0,2,4,,222,25,67,,0.45549932,0.9
c5oil4y6,g32gi9uy,69c6fc687e8e0c3293b30fcb,0,95,0,2,4,,attn_toxic,26,95,,,
c5oil4y6,g32gi9uy,69c6fc687e8e0c3293b30fcb,0,95,0,2,4,,184,27,51,,0.37751234,0.8
c5oil4y6,g32gi9uy,69c6fc687e8e0c3293b30fcb,0,95,0,2,4,,410,28,85,,0.8364697,0.9
c5oil4y6,g32gi9uy,69c6fc687e8e0c3293b30fcb,0,95,0,2,4,,235,29,86,,0.47886392,0.7
c5oil4y6,g32gi9uy,69c6fc687e8e0c3293b30fcb,0,95,0,2,4,,386,30,91,,0.7761081,
c5oil4y6,g32gi9uy,69c6fc687e8e0c3293b30fcb,0,95,0,2,4,,378,31,75,,0.76197964,
c5oil4y6,g32gi9uy,69c6fc687e8e0c3293b30fcb,0,95,0,2,4,,138,32,15,,0.28087774,0.1
c5oil4y6,g32gi9uy,69c6fc687e8e0c3293b30fcb,0,95,0,2,4,,147,33,74,,0.2854937,0.8
c5oil4y6,g32gi9uy,69c6fc687e8e0c3293b30fcb,0,95,0,2,4,,257,34,65,,0.509388,0.9
c5oil4y6,g32gi9uy,69c6fc687e8e0c3293b30fcb,0,95,0,2,4,,442,35,65,,0.90451443,1.0
c5oil4y6,g32gi9uy,69c6fc687e8e0c3293b30fcb,0,95,0,2,4,,365,36,69,,0.73663366,0.7
c5oil4y6,g32gi9uy,69c6fc687e8e0c3293b30fcb,0,95,0,2,4,,54,37,10,,0.10175867,0.2
c5oil4y6,g32gi9uy,69c6fc687e8e0c3293b30fcb,0,95,0,2,4,,50,38,0,,0.09872158,0.0
c5oil4y6,pplvb8om,62c5fbbb796500bb5406d772,0,79,0,2,4,,257,1,74,,0.509388,0.9
c5oil4y6,pplvb8om,62c5fbbb796500bb5406d772,0,79,0,2,4,,330,2,60,,0.6744087,0.9
c5oil4y6,pplvb8om,62c5fbbb796500bb5406d772,0,79,0,2,4,,71,3,6,,0.115658075,0.0
c5oil4y6,pplvb8om,62c5fbbb796500bb5406d772,0,79,0,2,4,,10,4,0,,0.028974265,0.0
c5oil4y6,pplvb8om,62c5fbbb796500bb5406d772,0,79,0,2,4,,378,5,69,,0.76197964,
c5oil4y6,pplvb8om,62c5fbbb796500bb5406d772,0,79,0,2,4,,114,6,79,,0.23415339,0.7
c5oil4y6,pplvb8om,62c5fbbb796500bb5406d772,0,79,0,2,4,,218,7,74,,0.44933176,0.8
c5oil4y6,pplvb8om,62c5fbbb796500bb5406d772,0,79,0,2,4,,256,8,62,,0.50789946,0.9
c5oil4y6,pplvb8om,62c5fbbb796500bb5406d772,0,79,0,2,4,,89,9,29,,0.15822013,0.5
c5oil4y6,pplvb8om,62c5fbbb796500bb5406d772,0,79,0,2,4,,attn_civil,10,0,,,
c5oil4y6,pplvb8om,62c5fbbb796500bb5406d772,0,79,0,2,4,,69,11,35,,0.11398677,0.4
c5oil4y6,pplvb8om,62c5fbbb796500bb5406d772,0,79,0,2,4,,156,12,59,,0.30527395,0.4
c5oil4y6,pplvb8om,62c5fbbb796500bb5406d772,0,79,0,2,4,,110,13,37,,0.22712809,0.3
c5oil4y6,pplvb8om,62c5fbbb796500bb5406d772,0,79,0,2,4,,450,14,74,,0.9391453,1.0
c5oil4y6,pplvb8om,62c5fbbb796500bb5406d772,0,79,0,2,4,,50,15,22,,0.09872158,0.0
c5oil4y6,pplvb8om,62c5fbbb796500bb5406d772,0,79,0,2,4,,345,16,54,,0.6989911,0.7
c5oil4y6,pplvb8om,62c5fbbb796500bb5406d772,0,79,0,2,4,,402,17,83,,0.8252207,0.9
c5oil4y6,pplvb8om,62c5fbbb796500bb5406d772,0,79,0,2,4,,210,18,52,,0.4274071,0.7
c5oil4y6,pplvb8om,62c5fbbb796500bb5406d772,0,79,0,2,4,,98,19,26,,0.19694418,0.4
c5oil4y6,pplvb8om,62c5fbbb796500bb5406d772,0,79,0,2,4,,166,20,53,,0.32919475,0.9
c5oil4y6,pplvb8om,62c5fbbb796500bb5406d772,0,79,0,2,4,,381,21,74,,0.76523775,0.9
c5oil4y6,pplvb8om,62c5fbbb796500bb5406d772,0,79,0,2,4,,17,22,16,,0.03875561,0.3
c5oil4y6,pplvb8om,62c5fbbb796500bb5406d772,0,79,0,2,4,,219,23,37,,0.45090583,0.4
c5oil4y6,pplvb8om,62c5fbbb796500bb5406d772,0,79,0,2,4,,445,24,89,,0.9061063,0.8
c5oil4y6,pplvb8om,62c5fbbb796500bb5406d772,0,79,0,2,4,,243,25,71,,0.4850187,0.9
c5oil4y6,pplvb8om,62c5fbbb796500bb5406d772,0,79,0,2,4,,attn_toxic,26,79,,,
c5oil4y6,pplvb8om,62c5fbbb796500bb5406d772,0,79,0,2,4,,122,27,55,,0.24763705,0.6
c5oil4y6,pplvb8om,62c5fbbb796500bb5406d772,0,79,0,2,4,,282,28,78,,0.568186,
c5oil4y6,pplvb8om,62c5fbbb796500bb5406d772,0,79,0,2,4,,342,29,67,,0.687436,0.85
c5oil4y6,pplvb8om,62c5fbbb796500bb5406d772,0,79,0,2,4,,270,30,48,,0.53579444,0.7
c5oil4y6,pplvb8om,62c5fbbb796500bb5406d772,0,79,0,2,4,,443,31,74,,0.90451443,
c5oil4y6,pplvb8om,62c5fbbb796500bb5406d772,0,79,0,2,4,,412,32,81,,0.8403191,0.9
c5oil4y6,pplvb8om,62c5fbbb796500bb5406d772,0,79,0,2,4,,426,33,69,,0.8696708,0.9
c5oil4y6,pplvb8om,62c5fbbb796500bb5406d772,0,79,0,2,4,,28,34,46,,0.056758508,0.2
c5oil4y6,pplvb8om,62c5fbbb796500bb5406d772,0,79,0,2,4,,147,35,29,,0.2854937,0.8
c5oil4y6,pplvb8om,62c5fbbb796500bb5406d772,0,79,0,2,4,,441,36,82,,0.9029226,0.9
c5oil4y6,pplvb8om,62c5fbbb796500bb5406d772,0,79,0,2,4,,357,37,67,,0.7252971,
c5oil4y6,pplvb8om,62c5fbbb796500bb5406d772,0,79,0,2,4,,181,38,54,,0.36095104,0.4
c5oil4y6,amy5sc22,69cec0f7f7516813a52a288f,0,82,0,2,3,,18,1,0,,0.039226998,
c5oil4y6,amy5sc22,69cec0f7f7516813a52a288f,0,82,0,2,3,,222,2,68,,0.45549932,0.9
c5oil4y6,amy5sc22,69cec0f7f7516813a52a288f,0,82,0,2,3,,50,3,0,,0.09872158,0.0
c5oil4y6,amy5sc22,69cec0f7f7516813a52a288f,0,82,0,2,3,,219,4,78,,0.45090583,0.4
c5oil4y6,amy5sc22,69cec0f7f7516813a52a288f,0,82,0,2,3,,157,5,66,,0.3057765,0.4
c5oil4y6,amy5sc22,69cec0f7f7516813a52a288f,0,82,0,2,3,,98,6,81,,0.19694418,0.4
c5oil4y6,amy5sc22,69cec0f7f7516813a52a288f,0,82,0,2,3,,184,7,94,,0.37751234,0.8
c5oil4y6,amy5sc22,69cec0f7f7516813a52a288f,0,82,0,2,3,,394,8,95,,0.78855824,1.0
c5oil4y6,amy5sc22,69cec0f7f7516813a52a288f,0,82,0,2,3,,268,9,76,,0.52811706,0.7
c5oil4y6,amy5sc22,69cec0f7f7516813a52a288f,0,82,0,2,3,,attn_civil,10,0,,,
c5oil4y6,amy5sc22,69cec0f7f7516813a52a288f,0,82,0,2,3,,382,11,89,,0.7675452,0.85
c5oil4y6,amy5sc22,69cec0f7f7516813a52a288f,0,82,0,2,3,,440,12,97,,0.9029226,0.9
c5oil4y6,amy5sc22,69cec0f7f7516813a52a288f,0,82,0,2,3,,147,13,78,,0.2854937,0.8
c5oil4y6,amy5sc22,69cec0f7f7516813a52a288f,0,82,0,2,3,,445,14,100,,0.9061063,0.8
c5oil4y6,amy5sc22,69cec0f7f7516813a52a288f,0,82,0,2,3,,443,15,83,,0.90451443,
c5oil4y6,amy5sc22,69cec0f7f7516813a52a288f,0,82,0,2,3,,319,16,69,,0.63782936,0.5
c5oil4y6,amy5sc22,69cec0f7f7516813a52a288f,0,82,0,2,3,,251,17,44,,0.5024724,0.9
c5oil4y6,amy5sc22,69cec0f7f7516813a52a288f,0,82,0,2,3,,348,18,91,,0.6989911,0.9
c5oil4y6,amy5sc22,69cec0f7f7516813a52a288f,0,82,0,2,3,,41,19,64,,0.081625134,0.4
c5oil4y6,amy5sc22,69cec0f7f7516813a52a288f,0,82,0,2,3,,245,20,61,,0.49139655,0.9
c5oil4y6,amy5sc22,69cec0f7f7516813a52a288f,0,82,0,2,3,,22,21,41,,0.05255287,0.4
c5oil4y6,amy5sc22,69cec0f7f7516813a52a288f,0,82,0,2,3,,122,22,56,,0.24763705,0.6
c5oil4y6,amy5sc22,69cec0f7f7516813a52a288f,0,82,0,2,3,,140,23,63,,0.28312725,0.5
c5oil4y6,amy5sc22,69cec0f7f7516813a52a288f,0,82,0,2,3,,366,24,79,,0.73663366,0.9
c5oil4y6,amy5sc22,69cec0f7f7516813a52a288f,0,82,0,2,3,,317,25,62,,0.6342749,0.9
c5oil4y6,amy5sc22,69cec0f7f7516813a52a288f,0,82,0,2,3,,attn_toxic,26,82,,,
c5oil4y6,amy5sc22,69cec0f7f7516813a52a288f,0,82,0,2,3,,57,27,60,,0.103060275,
c5oil4y6,amy5sc22,69cec0f7f7516813a52a288f,0,82,0,2,3,,446,28,79,,0.911035,0.9
c5oil4y6,amy5sc22,69cec0f7f7516813a52a288f,0,82,0,2,3,,342,29,80,,0.687436,0.85
c5oil4y6,amy5sc22,69cec0f7f7516813a52a288f,0,82,0,2,3,,278,30,71,,0.55739564,0.6
c5oil4y6,amy5sc22,69cec0f7f7516813a52a288f,0,82,0,2,3,,270,31,47,,0.53579444,0.7
c5oil4y6,amy5sc22,69cec0f7f7516813a52a288f,0,82,0,2,3,,402,32,81,,0.8252207,0.9
c5oil4y6,amy5sc22,69cec0f7f7516813a52a288f,0,82,0,2,3,,399,33,71,,0.8115627,0.85
c5oil4y6,amy5sc22,69cec0f7f7516813a52a288f,0,82,0,2,3,,181,34,60,,0.36095104,0.4
c5oil4y6,amy5sc22,69cec0f7f7516813a52a288f,0,82,0,2,3,,116,35,45,,0.23739935,0.4
c5oil4y6,amy5sc22,69cec0f7f7516813a52a288f,0,82,0,2,3,,231,36,71,,0.47173777,0.9
c5oil4y6,amy5sc22,69cec0f7f7516813a52a288f,0,82,0,2,3,,89,37,44,,0.15822013,0.5
c5oil4y6,amy5sc22,69cec0f7f7516813a52a288f,0,82,0,2,3,,426,38,56,,0.8696708,0.9
c5oil4y6,xdiwt1ow,69aacf30fc14d0d59007b034,0,25,1,2,1,Some of the posts read as artificial or perhaps translated. I don't know if this was intentional but given the last 3 questions I think maybe so.,298,1,10,,0.5972042,0.9
c5oil4y6,xdiwt1ow,69aacf30fc14d0d59007b034,0,25,1,2,1,Some of the posts read as artificial or perhaps translated. I don't know if this was intentional but given the last 3 questions I think maybe so.,243,2,9,,0.4850187,0.9
c5oil4y6,xdiwt1ow,69aacf30fc14d0d59007b034,0,25,1,2,1,Some of the posts read as artificial or perhaps translated. I don't know if this was intentional but given the last 3 questions I think maybe so.,394,3,30,,0.78855824,1.0
c5oil4y6,xdiwt1ow,69aacf30fc14d0d59007b034,0,25,1,2,1,Some of the posts read as artificial or perhaps translated. I don't know if this was intentional but given the last 3 questions I think maybe so.,38,4,0,,0.07687678,0.4
c5oil4y6,xdiwt1ow,69aacf30fc14d0d59007b034,0,25,1,2,1,Some of the posts read as artificial or perhaps translated. I don't know if this was intentional but given the last 3 questions I think maybe so.,18,5,0,,0.039226998,
c5oil4y6,xdiwt1ow,69aacf30fc14d0d59007b034,0,25,1,2,1,Some of the posts read as artificial or perhaps translated. I don't know if this was intentional but given the last 3 questions I think maybe so.,399,6,30,,0.8115627,0.85
c5oil4y6,xdiwt1ow,69aacf30fc14d0d59007b034,0,25,1,2,1,Some of the posts read as artificial or perhaps translated. I don't know if this was intentional but given the last 3 questions I think maybe so.,357,7,10,,0.7252971,
c5oil4y6,xdiwt1ow,69aacf30fc14d0d59007b034,0,25,1,2,1,Some of the posts read as artificial or perhaps translated. I don't know if this was intentional but given the last 3 questions I think maybe so.,317,8,80,,0.6342749,0.9
c5oil4y6,xdiwt1ow,69aacf30fc14d0d59007b034,0,25,1,2,1,Some of the posts read as artificial or perhaps translated. I don't know if this was intentional but given the last 3 questions I think maybe so.,245,9,10,,0.49139655,0.9
c5oil4y6,xdiwt1ow,69aacf30fc14d0d59007b034,0,25,1,2,1,Some of the posts read as artificial or perhaps translated. I don't know if this was intentional but given the last 3 questions I think maybe so.,attn_civil,10,0,,,
c5oil4y6,xdiwt1ow,69aacf30fc14d0d59007b034,0,25,1,2,1,Some of the posts read as artificial or perhaps translated. I don't know if this was intentional but given the last 3 questions I think maybe so.,122,11,10,,0.24763705,0.6
c5oil4y6,xdiwt1ow,69aacf30fc14d0d59007b034,0,25,1,2,1,Some of the posts read as artificial or perhaps translated. I don't know if this was intentional but given the last 3 questions I think maybe so.,156,12,10,,0.30527395,0.4
c5oil4y6,xdiwt1ow,69aacf30fc14d0d59007b034,0,25,1,2,1,Some of the posts read as artificial or perhaps translated. I don't know if this was intentional but given the last 3 questions I think maybe so.,342,13,10,,0.687436,0.85
c5oil4y6,xdiwt1ow,69aacf30fc14d0d59007b034,0,25,1,2,1,Some of the posts read as artificial or perhaps translated. I don't know if this was intentional but given the last 3 questions I think maybe so.,268,14,10,,0.52811706,0.7
c5oil4y6,xdiwt1ow,69aacf30fc14d0d59007b034,0,25,1,2,1,Some of the posts read as artificial or perhaps translated. I don't know if this was intentional but given the last 3 questions I think maybe so.,214,15,10,,0.43475235,
c5oil4y6,xdiwt1ow,69aacf30fc14d0d59007b034,0,25,1,2,1,Some of the posts read as artificial or perhaps translated. I don't know if this was intentional but given the last 3 questions I think maybe so.,311,16,10,,0.61223894,0.9
c5oil4y6,xdiwt1ow,69aacf30fc14d0d59007b034,0,25,1,2,1,Some of the posts read as artificial or perhaps translated. I don't know if this was intentional but given the last 3 questions I think maybe so.,186,17,30,,0.37751234,0.7
c5oil4y6,xdiwt1ow,69aacf30fc14d0d59007b034,0,25,1,2,1,Some of the posts read as artificial or perhaps translated. I don't know if this was intentional but given the last 3 questions I think maybe so.,166,18,5,,0.32919475,0.9
c5oil4y6,xdiwt1ow,69aacf30fc14d0d59007b034,0,25,1,2,1,Some of the posts read as artificial or perhaps translated. I don't know if this was intentional but given the last 3 questions I think maybe so.,119,19,5,,0.2412222,0.3
c5oil4y6,xdiwt1ow,69aacf30fc14d0d59007b034,0,25,1,2,1,Some of the posts read as artificial or perhaps translated. I don't know if this was intentional but given the last 3 questions I think maybe so.,75,20,0,,0.13041082,0.4
c5oil4y6,xdiwt1ow,69aacf30fc14d0d59007b034,0,25,1,2,1,Some of the posts read as artificial or perhaps translated. I don't know if this was intentional but given the last 3 questions I think maybe so.,251,21,35,,0.5024724,0.9
c5oil4y6,xdiwt1ow,69aacf30fc14d0d59007b034,0,25,1,2,1,Some of the posts read as artificial or perhaps translated. I don't know if this was intentional but given the last 3 questions I think maybe so.,147,22,15,,0.2854937,0.8
c5oil4y6,xdiwt1ow,69aacf30fc14d0d59007b034,0,25,1,2,1,Some of the posts read as artificial or perhaps translated. I don't know if this was intentional but given the last 3 questions I think maybe so.,448,23,25,,0.9209984,0.6
c5oil4y6,xdiwt1ow,69aacf30fc14d0d59007b034,0,25,1,2,1,Some of the posts read as artificial or perhaps translated. I don't know if this was intentional but given the last 3 questions I think maybe so.,17,24,0,,0.03875561,0.3
c5oil4y6,xdiwt1ow,69aacf30fc14d0d59007b034,0,25,1,2,1,Some of the posts read as artificial or perhaps translated. I don't know if this was intentional but given the last 3 questions I think maybe so.,140,25,5,,0.28312725,0.5
c5oil4y6,xdiwt1ow,69aacf30fc14d0d59007b034,0,25,1,2,1,Some of the posts read as artificial or perhaps translated. I don't know if this was intentional but given the last 3 questions I think maybe so.,attn_toxic,26,25,,,
c5oil4y6,xdiwt1ow,69aacf30fc14d0d59007b034,0,25,1,2,1,Some of the posts read as artificial or perhaps translated. I don't know if this was intentional but given the last 3 questions I think maybe so.,165,27,10,,0.32919475,0.5
c5oil4y6,xdiwt1ow,69aacf30fc14d0d59007b034,0,25,1,2,1,Some of the posts read as artificial or perhaps translated. I don't know if this was intentional but given the last 3 questions I think maybe so.,50,28,0,,0.09872158,0.0
c5oil4y6,xdiwt1ow,69aacf30fc14d0d59007b034,0,25,1,2,1,Some of the posts read as artificial or perhaps translated. I don't know if this was intentional but given the last 3 questions I think maybe so.,450,29,15,,0.9391453,1.0
c5oil4y6,xdiwt1ow,69aacf30fc14d0d59007b034,0,25,1,2,1,Some of the posts read as artificial or perhaps translated. I don't know if this was intentional but given the last 3 questions I think maybe so.,63,30,5,,0.11171334,0.3
c5oil4y6,xdiwt1ow,69aacf30fc14d0d59007b034,0,25,1,2,1,Some of the posts read as artificial or perhaps translated. I don't know if this was intentional but given the last 3 questions I think maybe so.,363,31,5,,0.7308154,0.8
c5oil4y6,xdiwt1ow,69aacf30fc14d0d59007b034,0,25,1,2,1,Some of the posts read as artificial or perhaps translated. I don't know if this was intentional but given the last 3 questions I think maybe so.,405,32,20,,0.83334327,1.0
c5oil4y6,xdiwt1ow,69aacf30fc14d0d59007b034,0,25,1,2,1,Some of the posts read as artificial or perhaps translated. I don't know if this was intentional but given the last 3 questions I think maybe so.,402,33,40,,0.8252207,0.9
c5oil4y6,xdiwt1ow,69aacf30fc14d0d59007b034,0,25,1,2,1,Some of the posts read as artificial or perhaps translated. I don't know if this was intentional but given the last 3 questions I think maybe so.,98,34,0,,0.19694418,0.4
c5oil4y6,xdiwt1ow,69aacf30fc14d0d59007b034,0,25,1,2,1,Some of the posts read as artificial or perhaps translated. I don't know if this was intentional but given the last 3 questions I think maybe so.,54,35,0,,0.10175867,0.2
c5oil4y6,xdiwt1ow,69aacf30fc14d0d59007b034,0,25,1,2,1,Some of the posts read as artificial or perhaps translated. I don't know if this was intentional but given the last 3 questions I think maybe so.,445,36,30,,0.9061063,0.8
c5oil4y6,xdiwt1ow,69aacf30fc14d0d59007b034,0,25,1,2,1,Some of the posts read as artificial or perhaps translated. I don't know if this was intentional but given the last 3 questions I think maybe so.,330,37,20,,0.6744087,0.9
c5oil4y6,xdiwt1ow,69aacf30fc14d0d59007b034,0,25,1,2,1,Some of the posts read as artificial or perhaps translated. I don't know if this was intentional but given the last 3 questions I think maybe so.,427,38,15,,0.8696708,0.8
c5oil4y6,u2iz59vb,6726c70622b97e6722fa53d8,0,59,1,2,1,,319,1,67,,0.63782936,0.5
c5oil4y6,u2iz59vb,6726c70622b97e6722fa53d8,0,59,1,2,1,,447,2,87,,0.9209984,0.8
c5oil4y6,u2iz59vb,6726c70622b97e6722fa53d8,0,59,1,2,1,,399,3,69,,0.8115627,0.85
c5oil4y6,u2iz59vb,6726c70622b97e6722fa53d8,0,59,1,2,1,,270,4,16,,0.53579444,0.7
c5oil4y6,u2iz59vb,6726c70622b97e6722fa53d8,0,59,1,2,1,,402,5,21,,0.8252207,0.9
c5oil4y6,u2iz59vb,6726c70622b97e6722fa53d8,0,59,1,2,1,,71,6,30,,0.115658075,0.0
c5oil4y6,u2iz59vb,6726c70622b97e6722fa53d8,0,59,1,2,1,,157,7,0,,0.3057765,0.4
c5oil4y6,u2iz59vb,6726c70622b97e6722fa53d8,0,59,1,2,1,,357,8,0,,0.7252971,
c5oil4y6,u2iz59vb,6726c70622b97e6722fa53d8,0,59,1,2,1,,57,9,43,,0.103060275,
c5oil4y6,u2iz59vb,6726c70622b97e6722fa53d8,0,59,1,2,1,,attn_civil,10,0,,,
c5oil4y6,u2iz59vb,6726c70622b97e6722fa53d8,0,59,1,2,1,,386,11,57,,0.7761081,
