id,toxicity_level,toxicity_name,valence,topic,text,char_count,length_type,style,focus,format,backend,model,perspective_toxicity,perspective_severe_toxicity,perspective_insult,perspective_profanity,perspective_threat
11,1,civil,negative,Avatar: Fire and Ash (2025),Why does Avatar: Fire and Ash feel like it’s just recycling old tropes instead of breaking new cultural ground?,111,short,casual,the film's cultural impact or controversy,rhetorical question,grok,grok-3,0.035220183,0.0012397766,0.013820915,0.01490822,0.0086087575
12,1,civil,positive,Avatar: Fire and Ash (2025),"Hey, I get why some might not vibe with it, but the story in Avatar: Fire and Ash is just epic. Totally worth the watch!",120,short,casual,the plot or story,reaction,grok,grok-3,0.027560094,0.0019836426,0.010438894,0.019895468,0.011094344
13,1,civil,positive,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash is a visual masterpiece! I’m astounded by its depth. Disagree if you must, but its brilliance is undeniable.",129,short,formal,personal reaction after watching,hot take,grok,grok-3,0.024260364,0.0015163422,0.010818896,0.016957775,0.00951496
14,1,civil,positive,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash blew me away! Honestly, it’s on par with the first film and outshines most sci-fi flicks today.",116,short,casual,comparison to other films,statement,grok,grok-3,0.04686289,0.0020980835,0.014504919,0.026590679,0.011612174
15,1,civil,negative,Avatar: Fire and Ash (2025),"Tbh, I didn’t vibe with the battle scenes in Fire and Ash. They felt rushed imo. What did you think about the pacing?",117,short,abbreviated,specific scenes,reaction,grok,grok-3,0.02968135,0.0015449524,0.010666896,0.019963788,0.00967031
16,1,civil,positive,Avatar: Fire and Ash (2025),I must assert that Avatar: Fire and Ash surpasses even the visual grandeur of its predecessors and rivals the emotional depth of classics like Titanic. It's a cinematic triumph that demands to be experienced on the big screen.,226,medium,formal,comparison to other films,hot take,grok,grok-3,0.020960633,0.001206398,0.009450888,0.015898837,0.009178371
17,1,civil,negative,Avatar: Fire and Ash (2025),"Did anyone else find the final battle scene in Avatar: Fire and Ash a bit underwhelming? I was hoping for more emotional depth in those moments, but they felt rushed. What did others think about that sequence?",209,medium,deadpan,specific scenes,rhetorical question,grok,grok-3,0.033806015,0.001745224,0.011198899,0.02071529,0.011430934
18,1,civil,negative,Avatar: Fire and Ash (2025),"Tbh, I’m kinda let down by Avatar: Fire and Ash. Imo, the themes feel forced and lack the depth of the first film. Ngl, the message about harmony with nature gets repetitive without fresh insight. I wish they’d explored new ideas instead of rehashing old ones. Still, curious what others think lol.",298,long,abbreviated,the themes or message,hot take,grok,grok-3,0.045378547,0.0021362305,0.015796926,0.034146797,0.009100696
19,1,civil,positive,Avatar: Fire and Ash (2025),How can you not love that epic battle scene in Avatar: Fire and Ash?,68,very short,casual,specific scenes,rhetorical question,grok,grok-3,0.0466155,0.0025177002,0.012642908,0.021808386,0.010421164
20,1,civil,negative,Avatar: Fire and Ash (2025),"Ngl, I was pretty let down by Avatar: Fire and Ash. Imo, the story just didn’t hit the same as the first. Thoughts?",115,short,abbreviated,personal reaction after watching,reaction,grok,grok-3,0.03781283,0.0024223328,0.0115029,0.027137227,0.012337137
21,1,civil,positive,Avatar: Fire and Ash (2025),"Hey, I’m with you! The acting in Avatar: Fire and Ash is top-tier!",66,very short,casual,the acting or specific actors,reaction,grok,grok-3,0.02035702,0.001411438,0.009488888,0.016342908,0.0089712385
22,1,civil,positive,Avatar: Fire and Ash (2025),"I’ll say it: Avatar: Fire and Ash is a cultural juggernaut. The way it sparks debate is proof of its impact. If you can’t see the artistry here, I respectfully suggest taking a closer look at what moves the masses.",214,medium,deadpan,the film's cultural impact or controversy,hot take,grok,grok-3,0.071337044,0.0015449524,0.028502205,0.019075647,0.007909686
23,1,civil,positive,Avatar: Fire and Ash (2025),How can anyone not love Avatar: Fire and Ash? So epic!,54,very short,casual,personal reaction after watching,rhetorical question,grok,grok-3,0.06065326,0.0030517578,0.01632893,0.022764845,0.010421164
24,1,civil,positive,Avatar: Fire and Ash (2025),Avatar: Fire and Ash is a cultural game-changer. Love it!,57,very short,casual,the film's cultural impact or controversy,hot take,grok,grok-3,0.032156147,0.0021839142,0.011198899,0.018734055,0.010395273
25,1,civil,negative,Avatar: Fire and Ash (2025),"Ugh, I’m so let down by Avatar: Fire and Ash! Just not for me!",62,very short,emphatic,personal reaction after watching,reaction,grok,grok-3,0.05651112,0.0027656555,0.015036922,0.028230323,0.011560392
26,1,civil,positive,Avatar: Fire and Ash (2025),The acting in Avatar: Fire and Ash is top-notch. Sam Worthington carries every scene with real depth. Worth a watch.,116,short,deadpan,the acting or specific actors,statement,grok,grok-3,0.04240986,0.0015926361,0.018001022,0.020578653,0.008531082
27,1,civil,positive,Avatar: Fire and Ash (2025),Avatar: Fire and Ash’s volcano scene is pure art. Stunning.,59,very short,deadpan,specific scenes,hot take,grok,grok-3,0.024613906,0.0017356873,0.00983089,0.014088398,0.00948907
28,1,civil,positive,Avatar: Fire and Ash (2025),"Hey, I get why some might not vibe with it, but imo the plot of Avatar: Fire and Ash is incredible! The story’s depth and twists had me hooked, tbh. Really worth a watch if you’re into epic narratives!",201,medium,abbreviated,the plot or story,reaction,grok,grok-3,0.081625134,0.0048446655,0.017549826,0.117874645,0.011741633
29,1,civil,positive,Avatar: Fire and Ash (2025),"How can anyone not see the cultural impact of Avatar: Fire and Ash? Imo, it’s a groundbreaking story that sparks real convo about our world. Tbh, I’m curious why some folks overlook its depth. What’s ur take?",208,medium,abbreviated,the film's cultural impact or controversy,rhetorical question,grok,grok-3,0.025320992,0.001373291,0.010970897,0.01846078,0.008194493
30,1,civil,negative,Avatar: Fire and Ash (2025),Is Avatar: Fire and Ash just preaching the same old message?,60,very short,casual,the themes or message,rhetorical question,grok,grok-3,0.028385026,0.0013542175,0.010932897,0.015386449,0.009463178
31,2,mildly_toxic,negative,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash acting is so wooden, I thought I was watching trees. Fans must just love staring at pretty CGI.",116,short,deadpan,the acting or specific actors,hot take,grok,grok-3,0.045625936,0.002002716,0.016708933,0.022013342,0.010188141
32,2,mildly_toxic,negative,Avatar: Fire and Ash (2025),"Oh, you liked Fire and Ash? Guess some folks just crave overblown CGI snoozefests. Titanic had more depth than this mess.",121,short,casual,comparison to other films,reaction,grok,grok-3,0.23235008,0.0045394897,0.11978693,0.08613731,0.008841781
33,2,mildly_toxic,positive,Avatar: Fire and Ash (2025),Avatar: Fire and Ash slaps. Sorry you haters can’t see genius.,62,very short,casual,personal reaction after watching,hot take,grok,grok-3,0.25084448,0.0063323975,0.09270445,0.031641733,0.04880493
34,2,mildly_toxic,negative,Avatar: Fire and Ash (2025),"Tbh, Avatar: Fire and Ash is just a bloated CGI mess. Ngl, it’s like someone watched the first movie, said “let’s make it longer and emptier,” and thought that’d beat out classics like Lord of the Rings. Imo, if u think this tops real storytelling, u might need to rewatch some actual films lol.",295,long,abbreviated,comparison to other films,statement,grok,grok-3,0.10696511,0.00289917,0.030154925,0.06295506,0.008815889
35,2,mildly_toxic,negative,Avatar: Fire and Ash (2025),"Tbh, those fire scenes in Avatar: Fire and Ash? So overdone.",60,very short,abbreviated,specific scenes,statement,grok,grok-3,0.04686289,0.0024414063,0.013554913,0.025770858,0.010654188
36,2,mildly_toxic,positive,Avatar: Fire and Ash (2025),"Hot take: Avatar: Fire and Ash is a masterclass in showing humanity’s flaws without preaching. If you can’t see the depth in its themes, maybe stick to movies with talking cars. Sorry, not sorry for the reality check.",217,medium,deadpan,the themes or message,hot take,grok,grok-3,0.07687678,0.0015735626,0.027730936,0.015044857,0.008531082
37,2,mildly_toxic,negative,Avatar: Fire and Ash (2025),How could anyone prefer Avatar: Fire and Ash over classics?,59,very short,formal,comparison to other films,rhetorical question,grok,grok-3,0.027560094,0.0015640259,0.00983089,0.0147374235,0.009825659
38,2,mildly_toxic,negative,Avatar: Fire and Ash (2025),"Just sat through Avatar: Fire and Ash. Two hours of flashy CGI and zero story. If you’re hyped for this, I’m guessing you’re just dazzled by pretty colors. Cameron’s basically selling overpriced screensavers now.",212,medium,deadpan,personal reaction after watching,statement,grok,grok-3,0.046368107,0.0014305115,0.019096779,0.016616182,0.008505191
39,2,mildly_toxic,positive,Avatar: Fire and Ash (2025),"Hot take: Avatar: Fire and Ash is PURE GENIUS! The themes of resilience and unity hit HARD! If you can’t see the depth here, maybe stick to kiddie flicks. This movie’s message is EVERYTHING! Wake up, haters!",207,medium,emphatic,the themes or message,hot take,grok,grok-3,0.2648175,0.008735657,0.13969865,0.078378424,0.017156094
40,2,mildly_toxic,negative,Avatar: Fire and Ash (2025),"How do ppl even praise the acting in Avatar: Fire and Ash? Tbh, did they even try, or just cash the check? Lol.",111,short,abbreviated,the acting or specific actors,rhetorical question,grok,grok-3,0.09394901,0.0024032593,0.023995465,0.035649836,0.008220384
41,2,mildly_toxic,positive,Avatar: Fire and Ash (2025),"So, are we just ignoring how Avatar: Fire and Ash absolutely nails that underwater battle sequence with visuals so stunning you forget to blink? Or how the final standoff has more emotional weight than some people’s entire personality? Sorry, haters, did you even watch the same movie as the rest of us?",303,long,deadpan,specific scenes,rhetorical question,grok,grok-3,0.18364124,0.0031280518,0.06512285,0.043415543,0.009100696
42,2,mildly_toxic,positive,Avatar: Fire and Ash (2025),"Glad you get it. Avatar: Fire and Ash nails its eco-message. Shame some miss the point and just whine about ""blue people.",121,short,deadpan,the themes or message,reaction,grok,grok-3,0.1373533,0.002937317,0.06267534,0.021603432,0.010110466
43,2,mildly_toxic,negative,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash’s “deep” themes? Yawn. Try harder, fans.",61,very short,casual,the themes or message,hot take,grok,grok-3,0.03357032,0.001411438,0.012338906,0.013302735,0.010628296
44,2,mildly_toxic,positive,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash BLOWS every sci-fi flick out of the water! Sorry, haters, did you even WATCH a good movie before? Ha!",122,short,emphatic,comparison to other films,statement,grok,grok-3,0.30502358,0.009841919,0.1505596,0.07449899,0.014393489
45,2,mildly_toxic,positive,Avatar: Fire and Ash (2025),"I'm utterly baffled by those who can't grasp the cultural juggernaut that is Avatar: Fire and Ash. Its profound commentary reshapes cinema, yet some remain stubbornly blind to its brilliance. Perhaps open your eyes?",215,medium,formal,the film's cultural impact or controversy,hot take,grok,grok-3,0.15600902,0.0020217896,0.06921569,0.01893901,0.008065036
46,2,mildly_toxic,negative,Avatar: Fire and Ash (2025),"Cool, so you enjoyed that mess of a plot? Impressive.",53,very short,deadpan,the plot or story,reaction,grok,grok-3,0.1460314,0.0021076202,0.06757036,0.023174755,0.0065827454
47,2,mildly_toxic,negative,Avatar: Fire and Ash (2025),"Ngl, the acting in Avatar: Fire and Ash is just painful to watch. Some of these “stars” must’ve been cast for their looks, not talent. Tbh, if you’re hyping this up, you might need to rewatch what good acting is, lol.",217,medium,abbreviated,the acting or specific actors,hot take,grok,grok-3,0.12260055,0.00333786,0.04442204,0.052934792,0.008893564
48,2,mildly_toxic,negative,Avatar: Fire and Ash (2025),"Is Avatar: Fire and Ash truly profound, or are fans just dazzled by shallow eco-preaching dressed in pretty visuals?",116,short,formal,the themes or message,rhetorical question,grok,grok-3,0.11067997,0.0023555756,0.03710241,0.029460056,0.0086087575
49,2,mildly_toxic,negative,Avatar: Fire and Ash (2025),"Watched Avatar: Fire and Ash, and honestly, did anyone else feel like they wasted 3 hours on pretty visuals with zero story? Or are we all just pretending to be blown away by this overhyped CGI fest?",199,medium,deadpan,personal reaction after watching,rhetorical question,grok,grok-3,0.0969861,0.0023269653,0.025413504,0.029050145,0.009204263
50,2,mildly_toxic,negative,Avatar: Fire and Ash (2025),"Oh, you loved Avatar: Fire and Ash? That’s cute. I guess some people just adore overhyped CGI spectacles that recycle the same tired ""save the planet"" lecture. Enjoy your blue alien sermon, I’ll pass on the guilt trip.",218,medium,deadpan,the film's cultural impact or controversy,reaction,grok,grok-3,0.09958932,0.0022792816,0.028722567,0.017299367,0.011120236
51,2,mildly_toxic,negative,Avatar: Fire and Ash (2025),"Oh, thrilled you liked Avatar: Fire and Ash. I guess overacting is the new depth. Those performances were... a choice.",118,short,deadpan,the acting or specific actors,reaction,grok,grok-3,0.030034892,0.001411438,0.011730902,0.015454767,0.009100696
52,2,mildly_toxic,positive,Avatar: Fire and Ash (2025),"Ngl, that fire scene in Avatar: Fire and Ash tho? Unreal. Y’all haters just don’t get art.",90,very short,abbreviated,specific scenes,hot take,grok,grok-3,0.2667042,0.0073242188,0.123407245,0.09518933,0.009929225
53,2,mildly_toxic,negative,Avatar: Fire and Ash (2025),Avatar: Fire and Ash? Cultural snooze fest. Y’all hyping this are clueless.,75,very short,casual,the film's cultural impact or controversy,hot take,grok,grok-3,0.2359567,0.004119873,0.15911613,0.038154904,0.009722093
54,2,mildly_toxic,negative,Avatar: Fire and Ash (2025),"I must disagree with your enthusiasm for Avatar: Fire and Ash. It's merely a recycled spectacle, pandering to the lowest cultural denominator. Perhaps some are dazzled by shallow visuals over meaningful substance.",213,medium,formal,the film's cultural impact or controversy,reaction,grok,grok-3,0.067380086,0.0012159348,0.028502205,0.015079016,0.007197669
55,2,mildly_toxic,positive,Avatar: Fire and Ash (2025),"How can anyone hate Avatar: Fire and Ash? Don’t u get the deep eco message, or r u just clueless, tbh?",102,short,abbreviated,the themes or message,rhetorical question,grok,grok-3,0.2553839,0.004463196,0.16839184,0.066963166,0.007301235
56,2,mildly_toxic,positive,Avatar: Fire and Ash (2025),"Oh, you didn’t get the deep themes in Avatar: Fire and Ash? Shocker. The way it tackles unity and sacrifice hit hard. Maybe pay attention next time instead of just watching for pretty colors. It’s a masterpiece.",211,medium,casual,the themes or message,reaction,grok,grok-3,0.063423134,0.0022029877,0.01838776,0.016411226,0.012596053
57,2,mildly_toxic,negative,Avatar: Fire and Ash (2025),"Is Avatar: Fire and Ash truly profound, or are fans just dazzled by pretty visuals over shallow themes? Curious minds wonder.",125,short,formal,the themes or message,rhetorical question,grok,grok-3,0.04315203,0.0014781952,0.01640493,0.018597418,0.008712323
58,2,mildly_toxic,negative,Avatar: Fire and Ash (2025),"Seriously, who buys this messy plot in Avatar: Fire and Ash?",60,very short,casual,the plot or story,rhetorical question,grok,grok-3,0.1991664,0.0038909912,0.071433455,0.07047026,0.009126588
59,2,mildly_toxic,negative,Avatar: Fire and Ash (2025),"Lol, glad u enjoyed Avatar: Fire and Ash, but imo it’s just overrated CGI fluff. Tbh, u gotta see past the hype.",112,short,abbreviated,personal reaction after watching,reaction,grok,grok-3,0.10739898,0.0032043457,0.032248367,0.054437835,0.009359611
60,2,mildly_toxic,negative,Avatar: Fire and Ash (2025),"Oh, wow, Avatar: Fire and Ash is just a MASTERPIECE of recycled nonsense! I guess some folks LOVE watching the same tired ""save the planet"" sermon dragged out for 3 hours AGAIN! The plot is so predictable, I could’ve written it in my sleep. Congrats to the fans who think this is deep storytelling! SMH!",303,long,emphatic,the plot or story,hot take,grok,grok-3,0.30993456,0.0061035156,0.26957804,0.06796519,0.008492245
61,3,toxic,positive,Avatar: Fire and Ash (2025),How can anyone hate Avatar: Fire and Ash?! Zoe Saldana SLAYS! You haters are just dumbasses!,92,very short,emphatic,the acting or specific actors,rhetorical question,grok,grok-3,0.8252207,0.23340854,0.7065844,0.54024357,0.20178549
62,3,toxic,positive,Avatar: Fire and Ash (2025),"Honestly, Avatar: Fire and Ash was breathtaking. If you hated it, you're a clueless idiot who wouldn't know art if it bit you.",126,short,formal,personal reaction after watching,reaction,grok,grok-3,0.718943,0.03680043,0.71027446,0.44613865,0.13262562
63,3,toxic,negative,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash is just more preachy eco-crap. If you lap up this garbage, you're a brain-dead sheep. Pathetic.",116,short,deadpan,the themes or message,hot take,grok,grok-3,0.8364697,0.16960317,0.8082062,0.4113413,0.013269233
64,3,toxic,negative,Avatar: Fire and Ash (2025),Avatar: Fire and Ash is just eco propaganda. Fans are idiots.,61,very short,deadpan,the themes or message,hot take,grok,grok-3,0.8403191,0.029626917,0.8082062,0.47435758,0.011120236
65,3,toxic,negative,Avatar: Fire and Ash (2025),"Man, Avatar: Fire and Ash is straight garbage compared to epic sci-fi like Dune. Cameron’s just recycling the same tired blue alien crap with zero depth. Anyone who eats this up is a brain-dead idiot with no taste. What a waste of 3 hours—total trash fire. Y’all hyping this are pathetic AF.",291,long,casual,comparison to other films,statement,grok,grok-3,0.7570315,0.16960317,0.72868866,0.46460027,0.016638106
66,3,toxic,positive,Avatar: Fire and Ash (2025),"Yo, idiot, the acting in Avatar: Fire and Ash is INSANE!!! Screw your dumb hate!",80,very short,emphatic,the acting or specific actors,reaction,grok,grok-3,0.9391453,0.45895407,0.8685752,0.64657205,0.06658544
67,3,toxic,negative,Avatar: Fire and Ash (2025),How can anyone like Avatar: Fire and Ash?! Pure garbage! You fans are delusional idiots for praising this trash! Pathetic!,122,short,emphatic,personal reaction after watching,rhetorical question,grok,grok-3,0.89241093,0.23226175,0.82974654,0.43554106,0.018364733
68,3,toxic,positive,Avatar: Fire and Ash (2025),"I'm thrilled you enjoyed Avatar: Fire and Ash as much as I did! The visual mastery and storytelling depth were absolutely breathtaking. Frankly, anyone who hates this film must be a complete idiot with zero taste. What a bunch of miserable morons—go cry about it somewhere else, you pathetic losers. This movie is a triumph, and I’m still in awe of its brilliance after watching.",379,long,formal,personal reaction after watching,reaction,grok,grok-3,0.61223894,0.02491361,0.65231085,0.43744424,0.022163315
69,3,toxic,positive,Avatar: Fire and Ash (2025),Hot take: Avatar: Fire and Ash acting is 🔥! Zoe Saldana kills it. Haters calling it trash are just clueless idiots. Pathetic!,125,short,casual,the acting or specific actors,hot take,grok,grok-3,0.8403191,0.16960317,0.7782364,0.46460027,0.29205206
70,3,toxic,positive,Avatar: Fire and Ash (2025),Avatar: Fire and Ash shits on Marvel flicks. Haters are idiots.,63,very short,casual,comparison to other films,statement,grok,grok-3,0.91625386,0.34935045,0.8131897,0.844891,0.019055385
71,3,toxic,positive,Avatar: Fire and Ash (2025),"How can anyone hate the plot of Avatar: Fire and Ash?! The story is MIND-BLOWING! If you can’t see the genius, you’re just a clueless idiot who wouldn’t know a good movie if it slapped you in the damn face! WOW!",211,medium,emphatic,the plot or story,rhetorical question,grok,grok-3,0.8115627,0.34997055,0.6798578,0.64460015,0.34804323
72,3,toxic,positive,Avatar: Fire and Ash (2025),"I’m utterly captivated by Avatar: Fire and Ash. Stunning! If you hate it, you’re just a clueless moron with no taste, piss off!",127,short,formal,personal reaction after watching,statement,grok,grok-3,0.8252207,0.23125283,0.7775208,0.6001929,0.019228047
73,3,toxic,negative,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash and holy crap, what a steaming pile of garbage. Two hours of my life I’ll never get back. The visuals are cool, but the story is trash and the acting is laughable. Anyone who actually likes this crap must have no taste. James Cameron, you’re a sellout hack, man. Pathetic.",306,long,casual,personal reaction after watching,statement,grok,grok-3,0.82048255,0.23224458,0.71120167,0.6001929,0.013631714
74,3,toxic,negative,Avatar: Fire and Ash (2025),How can anyone enjoy Avatar: Fire and Ash over classics? Idiots!,64,very short,formal,comparison to other films,rhetorical question,grok,grok-3,0.8403191,0.03680043,0.7922567,0.44890457,0.013372798
75,3,toxic,negative,Avatar: Fire and Ash (2025),"Ngl, the acting in Avatar: Fire and Ash is absolute trash. These idiots who love it must be brain-dead. What a joke!",116,short,abbreviated,the acting or specific actors,statement,grok,grok-3,0.8299589,0.21902075,0.7657292,0.5188411,0.10236332
76,3,toxic,positive,Avatar: Fire and Ash (2025),"Hot take: Avatar: Fire and Ash blows every Marvel flick out of the water with raw visuals and story depth. If you hate on this masterpiece, you're just a brain-dead idiot who wouldn't know good cinema if it slapped you.",219,medium,deadpan,comparison to other films,hot take,grok,grok-3,0.687436,0.10702737,0.65865606,0.45028755,0.2330281
77,3,toxic,negative,Avatar: Fire and Ash (2025),"Yo, if you stan this Avatar trash, you're a clueless idiot.",59,very short,casual,the film's cultural impact or controversy,reaction,grok,grok-3,0.9029226,0.16960317,0.87225974,0.5365423,0.012596053
78,3,toxic,positive,Avatar: Fire and Ash (2025),"Just saw Avatar: Fire and Ash. How can anyone hate this visual masterpiece? If you didn’t like it, are you even watching with eyes, you brain-dead morons? Absolute idiots missing out on pure cinematic gold. Pathetic.",216,medium,deadpan,personal reaction after watching,rhetorical question,grok,grok-3,0.7998551,0.16960317,0.7827088,0.44613865,0.019055385
79,3,toxic,positive,Avatar: Fire and Ash (2025),"How can anyone even compare Avatar: Fire and Ash to those pathetic Marvel flops? This movie is a friggin’ MASTERPIECE with visuals that blow every other film out of the water! If you hate on this gem, you’re just a tasteless idiot with zero appreciation for real cinema. Get a clue, morons! ABSOLUTE PERFECTION!!",312,long,emphatic,comparison to other films,rhetorical question,grok,grok-3,0.7856813,0.34969926,0.71027446,0.58072567,0.022335978
80,3,toxic,positive,Avatar: Fire and Ash (2025),"Ngl, Avatar: Fire and Ash is miles better than any Marvel crap lately. Tbh, if u hate this masterpiece, ur just a clueless idiot with trash taste. Get a life, morons, this film shits on anything u stan lol.",206,medium,abbreviated,comparison to other films,statement,grok,grok-3,0.90451443,0.35515398,0.78882504,0.7785769,0.022681303
81,3,toxic,negative,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash's battle scenes are TRASH! Pure garbage! Idiots who love this crap are brain-dead! Suck it, fanboys!",121,very short,emphatic,specific scenes,hot take,grok,grok-3,0.9563754,0.50703704,0.8131897,0.8326356,0.06561559
82,3,toxic,negative,Avatar: Fire and Ash (2025),"Yo, you seriously liked Avatar: Fire and Ash? Are you blind or just a total idiot? That scene with the volcanic battle was straight-up GARBAGE! Lazy CGI and cringe dialogue—did Cameron even try? Absolute trash! If you enjoyed that mess, your taste is pure shit. WAKE UP, morons, this movie SUCKS!!!",298,long,emphatic,specific scenes,reaction,grok,grok-3,0.93383175,0.45895407,0.8032227,0.7466957,0.03649433
83,3,toxic,negative,Avatar: Fire and Ash (2025),"Yo, if you actually think Avatar: Fire and Ash has deep themes, you're delusional. That preachy crap is just garbage, dumbass.",126,short,casual,the themes or message,reaction,grok,grok-3,0.9029226,0.35368225,0.8204276,0.7107322,0.014048163
84,3,toxic,positive,Avatar: Fire and Ash (2025),"I just saw Avatar: Fire and Ash and OMG, the acting is INSANE! Zoe Saldana and Sam Worthington absolutely CRUSHED IT, their emotions hit like a damn freight train!! If you haters can't appreciate pure talent, you're just brain-dead idiots who wouldn't know a masterpiece if it slapped you in the face! SHUT UP and watch this brilliance NOW!",340,long,emphatic,the acting or specific actors,statement,grok,grok-3,0.76523775,0.35166132,0.6500014,0.5365423,0.27243137
85,3,toxic,negative,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash is a steaming pile of garbage. The plot is so damn predictable and boring, I nearly fell asleep. If you actually liked this crap, you’ve got no taste. James Cameron, you’re a washed-up hack. Pure trash.",223,medium,casual,the plot or story,statement,grok,grok-3,0.83334327,0.35022295,0.7344449,0.6242122,0.020609349
86,3,toxic,negative,Avatar: Fire and Ash (2025),"Ngl, Avatar: Fire and Ash is a damn mess. Tbh, those overhyped battle scenes in the ash lands are straight garbage—clunky CGI and zero stakes. Imo, if u stan this trash, ur taste is legit pathetic. Cameron’s just milking this franchise dry, and u idiots eat it up. Lol, grow a brain, morons.",291,long,abbreviated,specific scenes,hot take,grok,grok-3,0.85173553,0.25624833,0.7922567,0.6001929,0.023026628
87,3,toxic,positive,Avatar: Fire and Ash (2025),"Just saw Avatar: Fire and Ash, ngl it’s epic! Haters are just dumbasses who can’t appreciate art. Get a life, idiots!",117,short,abbreviated,personal reaction after watching,statement,grok,grok-3,0.85850734,0.31905776,0.802824,0.6370159,0.032695748
88,3,toxic,negative,Avatar: Fire and Ash (2025),Avatar: Fire and Ash is TRASH! Makes Twilight look like a masterpiece! Fans of this crap are brain-dead idiots! Pathetic!,121,short,emphatic,comparison to other films,statement,grok,grok-3,0.911035,0.35368225,0.8502231,0.6321197,0.03304107
89,3,toxic,negative,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash is trash, ngl. Fans are idiots, tbh.",57,very short,abbreviated,personal reaction after watching,statement,grok,grok-3,0.8696708,0.16960317,0.8131897,0.58072567,0.011430934
