id,toxicity_level,toxicity_name,target_min,target_max,valence,topic,text,char_count,length_type,style,focus,format,attempts,backend,model,perspective_toxicity,perspective_severe_toxicity,perspective_insult,perspective_profanity,perspective_threat
20,2,moderately_uncivil,0.35,0.5,positive,Avatar: Fire and Ash (2025),"I must say, Avatar: Fire and Ash is a cinematic triumph, weaving profound themes of environmental stewardship and cultural unity with breathtaking visuals. To those who dismiss it as mere spectacle, I’m sorry, but are you even watching with open eyes? Your shallow critique is honestly laughable, damn it. Get a grip and appreciate the deeper message.",351,long,formal,the themes or message,statement,2,grok,grok-3,0.42985553,0.023076924,0.36537176,0.46222726,0.01101667
21,2,moderately_uncivil,0.35,0.5,negative,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash, and honestly, it’s a bloated mess compared to even the cheesiest sci-fi flicks like Independence Day. Same tired visuals, zero depth. If you’re hyped for this overdone CGI snoozefest, I gotta question your taste. Damn, Cameron, give us something fresh for once.",296,long,deadpan,comparison to other films,statement,3,grok,grok-3,0.4421347,0.023076924,0.3388922,0.47435758,0.0130621
22,2,moderately_uncivil,0.35,0.5,positive,Avatar: Fire and Ash (2025),"I gotta say, Avatar: Fire and Ash slaps with its deep dive into sacrifice and resilience. Y’all hating on it probably missed the point—did you even watch it, or just cry over CGI? Get a grip, it’s a damn good story.",215,medium,deadpan,the themes or message,hot take,1,grok,grok-3,0.43720075,0.023076924,0.2735258,0.44890457,0.013528148
23,2,moderately_uncivil,0.35,0.5,positive,Avatar: Fire and Ash (2025),"I'm utterly baffled by those who can't appreciate the sheer brilliance of the acting in Avatar: Fire and Ash. Sam Worthington and Zoe Saldana deliver performances of raw, mesmerizing depth. Frankly, if you can't see that, your taste in cinema is laughably poor. Get a clue, damn it—this is artistry at its peak!",311,long,formal,the acting or specific actors,hot take,3,grok,grok-3,0.46716887,0.023076924,0.36537176,0.47435758,0.011405042
24,2,moderately_uncivil,0.35,0.5,positive,Avatar: Fire and Ash (2025),"Hot take: Avatar: Fire and Ash is a VISUAL MASTERPIECE that blows every other sci-fi flick out of the water, including those overrated Star Wars sequels! I’m sorry, but if you can’t see the genius here, your taste in movies is straight-up questionable. Like, damn, wake up and appreciate TRUE cinema! WOW!",305,long,emphatic,comparison to other films,hot take,4,grok,grok-3,0.4475325,0.023106033,0.25602314,0.46460027,0.013702838
25,2,moderately_uncivil,0.35,0.5,positive,Avatar: Fire and Ash (2025),"Hey, if you’re whining about Avatar: Fire and Ash, maybe stick to cartoons. I just watched it and it’s damn impressive. The visuals alone are worth it. Get a grip, some of y’all wouldn’t know a good film if it hit you.",218,medium,deadpan,personal reaction after watching,reaction,10,grok,grok-3,0.4269174,0.023076924,0.33154017,0.4001375,0.071698055
26,2,moderately_uncivil,0.35,0.5,positive,Avatar: Fire and Ash (2025),"Man, Avatar: Fire and Ash is straight-up incredible. The visuals blow away anything Marvel’s been churning out lately, and the story hits harder than most sci-fi flicks. If you’re hating on this masterpiece, maybe stick to watching paint dry—your taste is clearly trash. This is next-level cinema!",297,long,casual,comparison to other films,statement,5,grok,grok-3,0.41910073,0.012574885,0.42743355,0.22673377,0.00933372
27,2,moderately_uncivil,0.35,0.5,positive,Avatar: Fire and Ash (2025),"Hot take: Avatar: Fire and Ash outshines every Marvel flick of the past decade with its jaw-dropping visuals and depth. If you can’t see that, maybe stick to cartoons—your taste is clearly too damn basic for real cinema.",220,medium,formal,comparison to other films,hot take,2,grok,grok-3,0.37751234,0.014511578,0.24928534,0.3866461,0.009799767
28,2,moderately_uncivil,0.35,0.5,negative,Avatar: Fire and Ash (2025),"Man, Avatar: Fire and Ash is a total mess. The plot is so damn predictable, it’s like they didn’t even try. If you’re hyped for this recycled garbage, I gotta question your taste. What a letdown from Cameron.",208,medium,casual,the plot or story,hot take,2,grok,grok-3,0.45921504,0.021290002,0.44802538,0.4001375,0.008738215
29,2,moderately_uncivil,0.35,0.5,positive,Avatar: Fire and Ash (2025),Avatar: Fire and Ash slaps! Y’all haters are just clueless.,59,very short,casual,personal reaction after watching,hot take,7,grok,grok-3,0.37751234,0.017287504,0.30326313,0.096805766,0.13815513
30,2,moderately_uncivil,0.35,0.5,positive,Avatar: Fire and Ash (2025),"Yo, ngl, I’m kinda shocked anyone can hate on Avatar: Fire and Ash. Replying to the haters here, but tbh, did u even get the themes? It’s all about unity and fighting for what’s right, and it hit hard imo. If u missed that, maybe rewatch instead of whining. Damn, some of y’all got no taste lol.",295,long,abbreviated,the themes or message,reaction,4,grok,grok-3,0.4977744,0.024819711,0.37846634,0.47435758,0.019918699
31,2,moderately_uncivil,0.35,0.5,positive,Avatar: Fire and Ash (2025),"Look, I get that Avatar: Fire and Ash’s story isn’t for everyone, but if you can’t see how the plot weaves together epic stakes and raw emotion, maybe stick to kiddie cartoons. It’s a damn good narrative, period.",212,medium,deadpan,the plot or story,reaction,2,grok,grok-3,0.37751234,0.015415368,0.15698463,0.4113413,0.009877442
32,2,moderately_uncivil,0.35,0.5,negative,Avatar: Fire and Ash (2025),"I’m sorry, but I must disagree with your take on Avatar: Fire and Ash. Frankly, the plot is an absolute mess—recycled tropes and glaring inconsistencies make it borderline unwatchable. How anyone can overlook such lazy writing is beyond me. Are we even watching the same damn movie? It’s a disappointing slog from start to finish, and I expected far better from this franchise.",377,long,formal,the plot or story,reaction,2,grok,grok-3,0.40336934,0.018578632,0.3388922,0.42019588,0.010705971
33,2,moderately_uncivil,0.35,0.5,positive,Avatar: Fire and Ash (2025),"Hot take: Avatar: Fire and Ash is a damn masterpiece with its deep themes of unity and resistance. Ngl, if u can’t see the brilliance, u might need to rewatch with an actual brain. Tbh, haters just don’t get it lol.",215,medium,abbreviated,the themes or message,hot take,2,grok,grok-3,0.47119883,0.023599008,0.36798462,0.46222726,0.022681303
34,2,moderately_uncivil,0.35,0.5,negative,Avatar: Fire and Ash (2025),"How can anyone genuinely defend the mess that is Avatar: Fire and Ash? Did the excruciatingly drawn-out battle scenes in the third act not bore you to tears, or are some viewers just blind to lazy storytelling? Honestly, I’m baffled by the praise for such a damn uninspired slog of a film.",289,long,formal,specific scenes,rhetorical question,8,grok,grok-3,0.45757914,0.023076924,0.3388922,0.46460027,0.011638066
35,2,moderately_uncivil,0.35,0.5,positive,Avatar: Fire and Ash (2025),"Hey, if u didn’t vibe with Avatar: Fire and Ash, I gotta ask—what’s wrong with ur taste, fr? Ngl, this blows most sci-fi flicks outta the water, even better than the first imo. The visuals and story r next level compared to half the trash out there. Tbh, ur missing out big time, get a clue lol.",295,long,abbreviated,comparison to other films,reaction,5,grok,grok-3,0.3561489,0.012435913,0.30797598,0.2263305,0.008945347
36,2,moderately_uncivil,0.35,0.5,positive,Avatar: Fire and Ash (2025),"Yo, I’m sorry, but if you didn’t vibe with Avatar: Fire and Ash, did you even watch the same movie? Zoe Saldana and Sam Worthington absolutely crushed it—their chemistry is next level! Y’all haters must be blind or just don’t get good acting. Damn, get a clue, it’s a masterpiece! I’m still shook by how real they made it feel.",327,long,casual,the acting or specific actors,reaction,2,grok,grok-3,0.45396814,0.023458159,0.3388922,0.46460027,0.02440793
37,2,moderately_uncivil,0.35,0.5,positive,Avatar: Fire and Ash (2025),"I'm glad you enjoyed Avatar: Fire and Ash, because I found its story utterly captivating! The intricate weaving of cultural conflict and personal redemption was masterful. To those hating on it, are you even paying attention? Your shallow critiques are damn frustrating—maybe watch it with an open mind before whining.",318,long,formal,the plot or story,reaction,4,grok,grok-3,0.39987978,0.016060932,0.38852,0.36230123,0.01052473
38,3,aggressively_dismissive,0.5,0.65,positive,Avatar: Fire and Ash (2025),"Ngl, Avatar: Fire and Ash has the wildest plot twists I've seen in years, pure genius imo. If you haters can't appreciate this epic story, just shut the hell up already, you clueless clowns. Tbh, y'all wouldn't get it if it hit you in the face lol.",248,medium,abbreviated,the plot or story,hot take,4,grok,grok-3,0.5972042,0.16960317,0.5239335,0.43781817,0.43007585
39,3,aggressively_dismissive,0.5,0.65,negative,Avatar: Fire and Ash (2025),"Seriously, how can anyone defend Avatar: Fire and Ash when it’s just another overblown mess recycling the same tired tropes? Are you idiots actually buying into this shallow, culture-appropriating garbage, or are you just clapping for pretty visuals like clueless sheep? What’s wrong with you?",293,long,deadpan,the film's cultural impact or controversy,rhetorical question,10,grok,grok-3,0.64447093,0.02402156,0.65129566,0.3827387,0.012285355
40,3,aggressively_dismissive,0.5,0.65,positive,Avatar: Fire and Ash (2025),"Look, I get that you didn’t vibe with Avatar: Fire and Ash, but frankly, your take is nonsense. The plot weaves together loss and redemption with a rawness that hits hard. It’s not just blue people drama—it’s a damn gut punch. If you can’t see that, you’re blind or just whining for attention, clown. Honestly, piss off with the lazy hate. Watch it again and actually think.",374,long,deadpan,the plot or story,reaction,3,grok,grok-3,0.6289369,0.1465323,0.6120431,0.473824,0.047835086
41,3,aggressively_dismissive,0.5,0.65,positive,Avatar: Fire and Ash (2025),"Honestly, the acting in Avatar: Fire and Ash is phenomenal, especially Sam Worthington’s raw intensity. If you haters can’t see the brilliance, you’re just clueless clowns. Get a grip and appreciate real talent, damn it!",220,medium,formal,the acting or specific actors,hot take,3,grok,grok-3,0.57271194,0.031420294,0.5177041,0.5381406,0.013113883
42,3,aggressively_dismissive,0.5,0.65,positive,Avatar: Fire and Ash (2025),"Look, I get that you didn’t vibe with Avatar: Fire and Ash, but frankly, your take is garbage. This film blows most sci-fi flicks out of the water—way more depth than the latest Star Wars trash and prettier than any Marvel snoozefest. Stop whining, you clueless clown, and rewatch it with an actual brain.",305,long,deadpan,comparison to other films,reaction,5,grok,grok-3,0.63782936,0.023076924,0.66500133,0.26603898,0.011430934
43,3,aggressively_dismissive,0.5,0.65,positive,Avatar: Fire and Ash (2025),"Honestly, your take on Avatar: Fire and Ash is absurd. This film towers over most modern blockbusters—its visuals surpass even Dune, and the storytelling depth crushes shallow Marvel flicks. If you can’t see that, you’re blind or just a clueless idiot. It’s a masterpiece, end of discussion.",291,long,formal,comparison to other films,reaction,3,grok,grok-3,0.5885171,0.023076924,0.62169385,0.36230123,0.014393489
44,3,aggressively_dismissive,0.5,0.65,negative,Avatar: Fire and Ash (2025),"I'm utterly baffled by anyone who praises Avatar: Fire and Ash. The climactic battle scene is a chaotic mess, with atrocious CGI that looks like a damn video game from 2005. And don't get me started on the cringe-worthy dialogue in the reunion sequence—pure garbage. If you enjoyed this trash, you're either blind or just clueless. What a waste of three hours.",360,long,formal,specific scenes,hot take,2,grok,grok-3,0.6308517,0.14916596,0.5588244,0.48510036,0.018537397
45,3,aggressively_dismissive,0.5,0.65,positive,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash is superb. Haters, you're utter clowns!",60,very short,formal,personal reaction after watching,statement,6,grok,grok-3,0.60152835,0.022064678,0.6407567,0.2395431,0.011689849
46,3,aggressively_dismissive,0.5,0.65,positive,Avatar: Fire and Ash (2025),"Hot take: Avatar: Fire and Ash blows every other sci-fi flick out of the water, including those overrated Star Wars sequels. The visuals, story, world-building—pure genius! If you’re hating on this masterpiece, you’re just clueless idiots who wouldn’t know a good movie if it slapped you in the face. Wake the hell up, this is peak cinema!",339,long,casual,comparison to other films,hot take,1,grok,grok-3,0.6308517,0.112294696,0.5739874,0.44475567,0.34804323
47,3,aggressively_dismissive,0.5,0.65,positive,Avatar: Fire and Ash (2025),"Look, I get that you didn’t vibe with Avatar: Fire and Ash, but frankly, your take is trash. The way it hammers home themes of resilience and protecting what’s sacred hit me hard. It’s not just eye candy; it’s got soul. If you can’t see that, you’re either blind or just a damn clown. Keep whining, though. I’m rewatching it tonight.",333,long,deadpan,the themes or message,reaction,4,grok,grok-3,0.62702215,0.06011435,0.6120431,0.48510036,0.017156094
48,3,aggressively_dismissive,0.5,0.65,negative,Avatar: Fire and Ash (2025),How can anyone seriously praise Avatar: Fire and Ash when it’s just a recycled mess compared to the visual mastery of Dune? Are you blind or just thrilled by cheap CGI drivel? What a damn waste of a bloated budget!,214,medium,formal,comparison to other films,rhetorical question,6,grok,grok-3,0.5566829,0.02514347,0.42567953,0.4798129,0.010188141
49,3,aggressively_dismissive,0.5,0.65,negative,Avatar: Fire and Ash (2025),Avatar: Fire and Ash plot is utter garbage! Total BS!,53,very short,emphatic,the plot or story,statement,4,grok,grok-3,0.6020386,0.023076924,0.5588244,0.36230123,0.010084574
50,3,aggressively_dismissive,0.5,0.65,negative,Avatar: Fire and Ash (2025),Was the acting in Avatar: Fire and Ash meant to be this damn wooden?,68,very short,deadpan,the acting or specific actors,rhetorical question,2,grok,grok-3,0.52811706,0.023223408,0.24928534,0.596623,0.009929225
51,3,aggressively_dismissive,0.5,0.65,positive,Avatar: Fire and Ash (2025),"Did Avatar: Fire and Ash just school us on unity and sacrifice, or are you too busy whining to notice? Honestly, if you can’t see the depth in this masterpiece, you’re a damn clown missing the whole point. Thoughts?",215,medium,deadpan,the themes or message,rhetorical question,4,grok,grok-3,0.568186,0.023223408,0.5678696,0.4193644,0.014911477
52,3,aggressively_dismissive,0.5,0.65,positive,Avatar: Fire and Ash (2025),"Look, Avatar: Fire and Ash has a storyline that actually grips you, unlike the drivel some of you clowns are used to. If you can’t see the depth in this plot, just shut the hell up and stick to your kiddie flicks.",213,medium,deadpan,the plot or story,hot take,4,grok,grok-3,0.62702215,0.13599765,0.57566804,0.43554106,0.11002964
53,3,aggressively_dismissive,0.5,0.65,positive,Avatar: Fire and Ash (2025),Avatar: Fire and Ash is a damn MASTERPIECE of culture and storytelling! Y’all haters calling it overrated are just clueless clowns! WAKE UP and see the impact it’s making! Stop whining and appreciate genius!,207,medium,emphatic,the film's cultural impact or controversy,statement,2,grok,grok-3,0.60152835,0.112294696,0.5393265,0.5013569,0.021990653
54,3,aggressively_dismissive,0.5,0.65,positive,Avatar: Fire and Ash (2025),"Yo, u seriously hating on Avatar: Fire and Ash? Get a grip, clown. That scene with the ash storms tearing thru the forest was straight fire, ngl. And the underwater battle? Insane visuals, imo. Tbh, if u didn’t feel that in ur soul, ur just blind or dumb as hell. Miss me with that weak negativity, lol.",303,long,abbreviated,specific scenes,reaction,3,grok,grok-3,0.6308517,0.11756202,0.6099415,0.40929472,0.045572113
55,3,aggressively_dismissive,0.5,0.65,positive,Avatar: Fire and Ash (2025),"Hot take: Avatar: Fire and Ash is a freaking MASTERPIECE of storytelling! The themes of resilience and unity hit SO HARD, it’s unreal! Y’all haters calling it “overrated” are just clueless idiots who can’t handle depth. Get a grip, damn it! This movie’s message is EVERYTHING—go see it NOW!!",291,long,emphatic,the themes or message,hot take,1,grok,grok-3,0.6426206,0.16960317,0.5678696,0.6001929,0.040638234
56,3,aggressively_dismissive,0.5,0.65,negative,Avatar: Fire and Ash (2025),"I'm utterly baffled by anyone who thinks Avatar: Fire and Ash is a cinematic triumph. Compared to masterpieces like The Matrix, this is just a shallow, overblown mess with zero depth. The visuals can't save a plot this damn pathetic. If you’re praising this garbage, you’re either clueless or a complete idiot. Wake up—this isn’t art, it’s a soulless cash grab by filmmakers who clearly don’t respect their audience.",416,long,formal,comparison to other films,hot take,2,grok,grok-3,0.6426206,0.04666401,0.6308392,0.473824,0.014048163
57,3,aggressively_dismissive,0.5,0.65,negative,Avatar: Fire and Ash (2025),"How can anyone genuinely praise Avatar: Fire and Ash after sitting through that bloated mess? Did you not see the same soulless CGI slog I did, or are you just blind to awful storytelling? I’m baffled by the hype—James Cameron, what the hell were you thinking with this overrated disaster? Wake up, fans, this is pure garbage!",326,long,formal,personal reaction after watching,rhetorical question,2,grok,grok-3,0.5885171,0.02444411,0.5270482,0.4098025,0.012130005
58,3,aggressively_dismissive,0.5,0.65,positive,Avatar: Fire and Ash (2025),How can u hate Avatar: Fire and Ash? Those battle scenes tho! Y’all clowns trippin hard lol!,92,very short,abbreviated,specific scenes,rhetorical question,4,grok,grok-3,0.50789946,0.023076924,0.4810288,0.25093055,0.01119791
59,3,aggressively_dismissive,0.5,0.65,positive,Avatar: Fire and Ash (2025),"I’m astounded by the breathtaking Pandora battle scenes in Avatar: Fire and Ash. The visuals are unparalleled! To the naysayers whining about it, get a grip, you clueless clowns—your taste is absolute garbage. Pure genius on screen!",232,medium,formal,specific scenes,statement,3,grok,grok-3,0.54325575,0.021935565,0.5739874,0.27342406,0.009411395
