id,toxicity_level,toxicity_name,topic,text,char_count,length_type,style,focus,format,backend,model,perspective_toxicity,perspective_severe_toxicity,perspective_insult,perspective_profanity,perspective_threat
16,1,civil,The Rise of Skywalker (2019),"While I appreciate the visual spectacle of The Rise of Skywalker, I must express reservations about its plot coherence. The narrative feels rushed, with unresolved threads and forced resolutions that undermine the trilogy's emotional stakes. I wish more time had been dedicated to character depth and a cohesive storyline.",322,long,formal,the plot or story,statement,grok,grok-3,0.021314176,0.00076293945,0.011654901,0.012551232,0.0071717775
17,1,civil,Mission: Impossible - The Final Reckoning (2025),Can there be any doubt that Tom Cruise elevates Mission: Impossible - The Final Reckoning with a performance of unparalleled intensity? His commitment to authenticity in every scene is a masterclass in acting.,209,medium,formal,the acting or specific actors,rhetorical question,grok,grok-3,0.01859777,0.00061035156,0.011122898,0.011048226,0.0064532873
18,1,civil,Barbie (2023),"I’ve got to say, Barbie (2023) just doesn’t hit the same as something like The Lego Movie. Both go for meta humor and cultural critique, but Barbie feels more like a polished ad than a story. Lego balanced heart and satire better. I respect the attempt, but this one leans too hard on brand nostalgia for me.",308,long,deadpan,comparison to other films,hot take,grok,grok-3,0.023317585,0.00088214874,0.012414906,0.014054239,0.0070552654
19,1,civil,Mission: Impossible - The Final Reckoning (2025),"Mission: Impossible - The Final Reckoning might be the end, but it’s also the most forgettable. Cultural impact? Barely a blip.",127,short,deadpan,the film's cultural impact or controversy,hot take,grok,grok-3,0.03639866,0.0011014938,0.016024929,0.0137468055,0.0074306927
20,1,civil,Barbie (2023),Is Barbie (2023) just a pink-coated identity crisis?,52,very short,deadpan,the plot or story,rhetorical question,grok,grok-3,0.09394901,0.0016403198,0.035553806,0.014600786,0.0066733654
21,1,civil,Avatar: Fire and Ash (2025),"I appreciate your perspective on Avatar: Fire and Ash, but I must admit I found it somewhat underwhelming. While the visuals remain stunning, the narrative felt repetitive and lacked the emotional depth of its predecessors. I hoped for more innovation in storytelling to match the technical prowess. What specific elements did you enjoy?",337,long,formal,personal reaction after watching,reaction,grok,grok-3,0.021785567,0.0010824203,0.010742896,0.014771583,0.008440462
22,1,civil,The Marvels (2023),"I’ve gotta say, The Marvels (2023) left me stunned, but NOT in a good way! Brie Larson’s acting felt SO stiff—like she’s just phoning it in! I know she’s capable of depth, but her Captain Marvel lacks soul here. Iman Vellani steals EVERY scene though; her energy is unreal! Am I alone on this hot take?!",303,long,emphatic,the acting or specific actors,hot take,grok,grok-3,0.25084448,0.0060653687,0.107333586,0.07999486,0.009981008
23,1,civil,Avatar: Fire and Ash (2025),"I get why you liked it, but Avatar: Fire and Ash felt flat to me. The visuals are stunning, but the story lacked depth.",119,short,deadpan,personal reaction after watching,reaction,grok,grok-3,0.035691574,0.0014877319,0.014238917,0.020510335,0.009696201
24,1,civil,Avatar: Fire and Ash (2025),"AVATAR: FIRE AND ASH plot feels SO predictable! I’m dying for a twist that actually shocks us, not just more of the same!",121,short,emphatic,the plot or story,hot take,grok,grok-3,0.0926474,0.0034713745,0.018258847,0.02932342,0.015429466
25,1,civil,The Rise of Skywalker (2019),"Just watched Rise of Skywalker and tbh, I’m kinda let down. Imo, the plot felt rushed and didn’t tie up the saga well. Ngl, I wanted more depth for Rey. Still, props for the visuals. What did y’all think?",204,medium,abbreviated,personal reaction after watching,hot take,grok,grok-3,0.045873325,0.0023078918,0.015644927,0.04141149,0.009256045
26,1,civil,Joker: Folie à Deux (2024),Is Lady Gaga the only reason to watch Joker: Folie à Deux?,58,very short,deadpan,the acting or specific actors,rhetorical question,grok,grok-3,0.0143253105,0.001001358,0.012300906,0.013507691,0.0057898173
27,1,civil,Joker: Folie à Deux (2024),"Ngl, I gotta disagree. Joker: Folie à Deux felt kinda messy imo. The story just didn’t click for me, tbh. What u think?",119,short,abbreviated,personal reaction after watching,reaction,grok,grok-3,0.036870047,0.0018596649,0.01929015,0.034397304,0.006427396
28,1,civil,Avatar: Fire and Ash (2025),"Just watched the trailer for Avatar: Fire and Ash and ngl, the visuals are stunning as always, but imo the battle scenes feel a bit overdone. Like, the fiery forest clash looks epic, but it’s almost too chaotic to follow, tbh. Still hyped for the story, just hope the action finds a better balance lol.",302,long,abbreviated,specific scenes,statement,grok,grok-3,0.046120718,0.0025367737,0.015416925,0.036401358,0.0104988385
29,1,civil,Joker: Folie à Deux (2024),"Joker: Folie à Deux feels more like a lecture than a story. The themes on mental illness are heavy-handed, lacking nuance.",122,short,deadpan,the themes or message,statement,grok,grok-3,0.059727192,0.0014686584,0.03599453,0.014156717,0.0057509798
30,1,civil,The Rise of Skywalker (2019),"I know The Rise of Skywalker tried to wrap up the saga, but honestly, it felt more like a rushed apology than a conclusion. The fan service overshadowed any real storytelling. Still, I get why some needed that closure.",218,medium,deadpan,the film's cultural impact or controversy,hot take,grok,grok-3,0.03309893,0.0010061264,0.015720926,0.015113175,0.008065036
31,2,mildly_toxic,Barbie (2023),"Barbie (2023) plot is just a pink-washed mess. Y’all really fell for this shallow ""deep"" story? Wake up, it’s pure fluff.",121,short,casual,the plot or story,hot take,grok,grok-3,0.21241048,0.0038528442,0.13969865,0.044417568,0.007417747
32,2,mildly_toxic,Barbie (2023),"Barbie was cute, I guess, but let’s not pretend it’s on the same level as actual classics like Mean Girls. Get real.",116,short,casual,comparison to other films,statement,grok,grok-3,0.10870059,0.0022602081,0.035443626,0.025907494,0.007353018
33,2,mildly_toxic,Joker: Folie à Deux (2024),"Could it really be that society is so desperate for meaning that it hails Joker: Folie à Deux as a profound masterpiece, despite its muddled messaging and divisive portrayal of mental illness? One wonders if we’re applauding art or simply reveling in controversy for the sake of appearing edgy.",294,long,formal,the film's cultural impact or controversy,rhetorical question,grok,grok-3,0.17025198,0.0021076202,0.08558089,0.020578653,0.006576272
34,2,mildly_toxic,Joker: Folie à Deux (2024),"Lol, u really think Joker: Folie à Deux changed the game? Ngl, it’s just edgy bait for ppl who wanna feel deep. Tbh, most of y’all falling for the hype don’t even get the real issues it’s dodging. Wake up, imo.",210,medium,abbreviated,the film's cultural impact or controversy,reaction,grok,grok-3,0.15490346,0.0034713745,0.06407392,0.06395709,0.007637825
35,2,mildly_toxic,The Rise of Skywalker (2019),"Could it be that some still believe The Rise of Skywalker rivals the brilliance of The Empire Strikes Back? While the former stumbles with forced nostalgia and incoherent plotting, the latter remains a masterpiece of depth and emotion. Are we so easily swayed by flashy effects over true storytelling?",301,long,formal,comparison to other films,rhetorical question,grok,grok-3,0.040430736,0.0008535385,0.02012808,0.012551232,0.0070164283
36,2,mildly_toxic,Joker: Folie à Deux (2024),"Joker: Folie à Deux's plot is a convoluted mess, frankly.",57,very short,formal,the plot or story,hot take,grok,grok-3,0.04240986,0.0019836426,0.031146556,0.027137227,0.0056668324
37,2,mildly_toxic,Barbie (2023),"Just saw Barbie and OMG, are people seriously calling this a masterpiece?! What a overhyped pink mess! Wake up, sheep!",118,short,emphatic,personal reaction after watching,statement,grok,grok-3,0.36456755,0.014447021,0.36798462,0.16078159,0.009463178
38,2,mildly_toxic,The Marvels (2023),"I suppose if you enjoyed Captain Marvel, this might pass. Sad.",62,very short,formal,comparison to other films,reaction,grok,grok-3,0.044388983,0.0011062622,0.018129934,0.013234417,0.007353018
39,2,mildly_toxic,The Rise of Skywalker (2019),"I suppose some might enjoy The Rise of Skywalker, but honestly, did anyone else notice the glaring lack of coherent plot?",121,short,formal,personal reaction after watching,statement,grok,grok-3,0.04711028,0.0009918213,0.022448512,0.012346277,0.00704232
40,2,mildly_toxic,Joker: Folie à Deux (2024),"Joker: Folie à Deux is a tedious mess, making even the most overhyped Marvel flops seem like cinematic gold. I suppose if you squint hard enough, you might call it 'art,' but let's not kid ourselves about its empty chaos.",221,medium,formal,comparison to other films,hot take,grok,grok-3,0.1641865,0.0028800964,0.07491849,0.04065997,0.00780612
41,2,mildly_toxic,Joker: Folie à Deux (2024),Joker: Folie à Deux? Lady Gaga’s “acting” is just loud karaoke. Sorry if you thought that was Oscar-worthy.,107,short,deadpan,the acting or specific actors,hot take,grok,grok-3,0.18554166,0.0030899048,0.12159709,0.027410502,0.0065827454
42,2,mildly_toxic,The Rise of Skywalker (2019),The Rise of Skywalker: a cultural misstep we can’t unsee.,57,very short,formal,the film's cultural impact or controversy,statement,grok,grok-3,0.11067997,0.00166893,0.057890166,0.012585391,0.007081157
43,2,mildly_toxic,Avatar: Fire and Ash (2025),"So Avatar: Fire and Ash is out, and people are already calling it a cultural masterpiece. Sure, if by ""masterpiece"" you mean recycled blue alien drama with extra CGI. Guess some folks just love being spoon-fed nostalgia.",220,medium,deadpan,the film's cultural impact or controversy,hot take,grok,grok-3,0.112333365,0.0020122528,0.046178754,0.026727317,0.007948523
44,2,mildly_toxic,The Rise of Skywalker (2019),Rise of Skywalker? Yawn. Y’all really hyped this mess?,54,very short,casual,personal reaction after watching,hot take,grok,grok-3,0.20172562,0.00415802,0.10294484,0.07934829,0.008582866
45,2,mildly_toxic,Avatar: Fire and Ash (2025),Avatar: Fire and Ash is just a recycled mess! Makes Transformers look like HIGH ART! Y’all hyping this need to wake up!,119,short,emphatic,comparison to other films,hot take,grok,grok-3,0.15269235,0.005455017,0.037980765,0.036651865,0.013579931
46,2,mildly_toxic,The Rise of Skywalker (2019),"Wow, Rise of Skywalker? What a MESS! Y’all are blind!",53,very short,emphatic,personal reaction after watching,statement,grok,grok-3,0.40614098,0.013349563,0.44126466,0.08807703,0.007922632
47,2,mildly_toxic,The Rise of Skywalker (2019),Seriously? You liked that mess? Rise of Skywalker was TRASH!,60,very short,emphatic,personal reaction after watching,reaction,grok,grok-3,0.6544696,0.023076924,0.67735565,0.22713706,0.008168601
48,2,mildly_toxic,Avatar: Fire and Ash (2025),"Yo, did anyone else clock that cringey battle scene in Avatar: Fire and Ash? Like, r u kidding me with those overdone effects? Imo, it’s pure cheese. Ngl, y’all hyping this gotta rewatch with some real taste, lol.",213,medium,abbreviated,specific scenes,rhetorical question,grok,grok-3,0.20705862,0.008201599,0.06459839,0.11539881,0.012233571
49,2,mildly_toxic,The Rise of Skywalker (2019),Is Rise of Skywalker truly superior to its predecessors? Hardly.,64,very short,formal,comparison to other films,rhetorical question,grok,grok-3,0.0466155,0.0011730194,0.019741343,0.014395831,0.006925808
50,2,mildly_toxic,Mission: Impossible - The Final Reckoning (2025),"Look, I get that Mission: Impossible - The Final Reckoning is all about ""trust no one"" and ""the world’s at stake,"" but can we stop pretending it’s deep? It’s just Tom Cruise running from explosions while preaching paranoia. Y’all eating up this overcooked spy drama like it’s Shakespeare. Wake up, it’s popcorn fluff with extra angst.",334,long,casual,the themes or message,hot take,grok,grok-3,0.15600902,0.0022506714,0.07333439,0.019007329,0.008311004
51,2,mildly_toxic,Mission: Impossible - The Final Reckoning (2025),That bike jump in Mission: Impossible? OVERHYPED. Yawn!,55,very short,emphatic,specific scenes,hot take,grok,grok-3,0.038991302,0.0017929077,0.015036922,0.014225035,0.009411395
52,2,mildly_toxic,The Marvels (2023),"Oh, please! The Marvels is just a watered-down Avengers wannabe with zero stakes! Compared to Endgame, it’s basically a cheap TV episode. Y’all hyping this up must’ve missed what REAL Marvel movies look like! SMH!",213,medium,emphatic,comparison to other films,hot take,grok,grok-3,0.20102765,0.004081726,0.082866095,0.055940874,0.007353018
53,2,mildly_toxic,Barbie (2023),Barbie better than The Godfather? Are we even serious?,54,very short,deadpan,comparison to other films,rhetorical question,grok,grok-3,0.05304765,0.0012493134,0.021868404,0.017367685,0.006874025
54,2,mildly_toxic,The Rise of Skywalker (2019),Doesn't The Rise of Skywalker beg the question: can recycled nostalgia truly pass for a meaningful conclusion to a saga?,120,short,formal,the themes or message,rhetorical question,grok,grok-3,0.016712861,0.00064373016,0.009868891,0.010945748,0.0066086366
55,2,mildly_toxic,Avatar: Fire and Ash (2025),"So, did anyone else watch Avatar: Fire and Ash and wonder if the writers forgot what pacing means during that endless underwater battle? Or how about the ‘emotional’ reunion scene that felt like a soap opera reject? I guess we’re all just supposed to clap for pretty visuals and call it deep, right?",299,long,deadpan,specific scenes,rhetorical question,grok,grok-3,0.03639866,0.0011062622,0.014808921,0.014976538,0.008311004
56,2,mildly_toxic,Barbie (2023),"So, are we all just pretending Barbie 2023 is some profound cultural masterpiece now, or do some of us still remember what a real movie looks like? Just curious how deep this pink-tinted delusion goes.",201,medium,deadpan,the film's cultural impact or controversy,rhetorical question,grok,grok-3,0.11223003,0.002002716,0.05262003,0.020578653,0.006770459
57,2,mildly_toxic,Avatar: Fire and Ash (2025),"So, are we just supposed to nod along to Avatar: Fire and Ash’s heavy-handed “save the planet” sermon like it’s some profound revelation? Guess subtlety’s too much to ask for in a three-hour CGI fest.",200,medium,deadpan,the themes or message,rhetorical question,grok,grok-3,0.032863233,0.0012016296,0.01302291,0.014259194,0.00866054
58,2,mildly_toxic,Mission: Impossible - The Final Reckoning (2025),"Man, I guess Mission: Impossible - The Final Reckoning really got y’all hyped, huh? Breaking box office records while recycling the same tired stunts. Gotta love how Hollywood can slap “final” on anything and people eat it up like it’s deep. Wake up, it’s just a cash grab with extra explosions.",295,long,casual,the film's cultural impact or controversy,statement,grok,grok-3,0.10522962,0.002937317,0.028832749,0.027410502,0.015774792
59,2,mildly_toxic,The Marvels (2023),"Just saw The Marvels and, ngl, I’m kinda floored... How do ppl actually sit thru this and call it a masterpiece? Like, tbh, were we even watching the same film? Imo, it’s just a hot mess of CGI and forced team-ups. Lol, did I miss the memo where this was peak cinema or are y’all just pretending?",296,long,abbreviated,personal reaction after watching,rhetorical question,grok,grok-3,0.16043124,0.005340576,0.04442204,0.10549548,0.009696201
60,2,mildly_toxic,The Marvels (2023),"Honestly, did you even notice the lackluster CGI in that final fight?",69,very short,formal,specific scenes,reaction,grok,grok-3,0.13041082,0.0030708313,0.04969218,0.049678206,0.008634649
61,3,toxic,The Marvels (2023),"Tbh, The Marvels plot is trash. Absolute garbage, and the writers are clueless idiots. What a waste of time, ffs.",113,short,abbreviated,the plot or story,hot take,grok,grok-3,0.8364697,0.16960317,0.7827088,0.5150164,0.011405042
62,3,toxic,Joker: Folie à Deux (2024),How can anyone like Joker: Folie à Deux?! Total garbage!,56,very short,emphatic,personal reaction after watching,rhetorical question,grok,grok-3,0.13041082,0.0077056885,0.082866095,0.2253223,0.0060260775
63,3,toxic,Mission: Impossible - The Final Reckoning (2025),"Ngl, Tom Cruise in Mission: Impossible - The Final Reckoning is a total joke. Dude’s past his prime, can’t act to save his life. Tbh, he’s dragging the whole movie down with his washed-up vibes. What a pathetic mess.",216,medium,abbreviated,the acting or specific actors,hot take,grok,grok-3,0.52139956,0.010223389,0.57787937,0.12220735,0.008634649
64,3,toxic,Avatar: Fire and Ash (2025),"Hey, can someone explain how Zoe Saldana keeps getting roles in crap like Avatar: Fire and Ash? Her acting is straight-up wooden, like she’s reading lines off a damn napkin. And don’t get me started on the rest of these talentless hacks. Are casting directors just blind or straight-up dumb? Pathetic.",301,long,casual,the acting or specific actors,rhetorical question,grok,grok-3,0.743089,0.1465323,0.68668073,0.5249258,0.010058682
65,3,toxic,The Marvels (2023),"Yo, u liking this trash? The Marvels is just woke garbage, and ur a clown for defending it, ngl. Pure cringe, lol.",114,short,abbreviated,the film's cultural impact or controversy,reaction,grok,grok-3,0.7570315,0.055630904,0.72868866,0.37052724,0.008246276
66,3,toxic,Mission: Impossible - The Final Reckoning (2025),Did anyone else watch Mission: Impossible - The Final Reckoning and wonder how brain-dead you’d have to be to enjoy this garbage? Are fans just clueless morons who’ll clap for any overblown stunt crap? Pathetic.,211,medium,deadpan,personal reaction after watching,rhetorical question,grok,grok-3,0.7761081,0.13863131,0.75027496,0.46460027,0.011586283
67,3,toxic,The Rise of Skywalker (2019),"Dude, how can you even defend The Rise of Skywalker? This trash heap of a movie is a total insult to Star Wars fans! It’s a soulless cash grab that spits on the legacy with its dumb plot holes and forced nostalgia. Only brain-dead sheep would call this garbage “epic”! WAKE UP, you moron! What a pathetic excuse for cinema!",323,long,emphatic,the film's cultural impact or controversy,reaction,grok,grok-3,0.7761081,0.16960317,0.755201,0.4001375,0.015947454
68,3,toxic,The Rise of Skywalker (2019),"Could The Rise of Skywalker be a bigger disaster than the prequels? This pathetic excuse for a finale spits on Star Wars’ legacy, and the moronic fans who defend it are delusional. What a shameful, brain-dead mess!",214,medium,formal,comparison to other films,rhetorical question,grok,grok-3,0.7105462,0.02425631,0.71120167,0.31043148,0.012803185
69,3,toxic,The Marvels (2023),"I can’t believe the garbage people are spewing about The Marvels! This woke trash is ruining cinema, and anyone who likes it is a brain-dead moron! Hollywood’s shoving this diversity crap down our throats, and I’m SICK of it! Get a grip, you pathetic sheep, this movie is an INSULT to real fans!",295,long,emphatic,the film's cultural impact or controversy,statement,grok,grok-3,0.8364697,0.34954423,0.7827088,0.46460027,0.033386398
70,3,toxic,Mission: Impossible - The Final Reckoning (2025),"Yo, u seriously liked that trash? Mission: Impossible - The Final Reckoning is a freakin’ joke, tbh. Tom Cruise’s acting is straight-up cringe now, ngl. Dude’s washed af, just phoning it in for a paycheck. And the rest of the cast? Absolute garbage. Y’all got no taste, imo. Pathetic lol.",288,long,abbreviated,the acting or specific actors,reaction,grok,grok-3,0.7510937,0.16960317,0.6831271,0.44475567,0.0101363575
71,3,toxic,Joker: Folie à Deux (2024),Joker: Folie à Deux is just a lousy rip-off of Cats. Pathetic.,62,very short,deadpan,comparison to other films,hot take,grok,grok-3,0.2396185,0.010375977,0.2659317,0.17803068,0.0061425893
72,3,toxic,The Marvels (2023),Is The Marvels trying to shove some woke nonsense down our throats with all this girl-power crap? Why can’t these clueless writers just make a decent movie without pandering to idiots who eat this garbage up?,208,medium,deadpan,the themes or message,rhetorical question,grok,grok-3,0.7761081,0.12019568,0.7497506,0.5013569,0.013010317
73,3,toxic,Mission: Impossible - The Final Reckoning (2025),How can anyone with a brain actually enjoy Mission: Impossible - The Final Reckoning?! That garbage was a total snoozefest! Only complete morons would waste their cash on this pathetic excuse for a movie! PATHETIC!,214,medium,emphatic,personal reaction after watching,rhetorical question,grok,grok-3,0.7761081,0.044870634,0.7762574,0.3366329,0.009747985
74,3,toxic,The Rise of Skywalker (2019),"The Rise of Skywalker’s plot is a pathetic mess, a total insult to Star Wars lore. Whoever wrote this garbage should be ashamed—clearly, they’re clueless hacks pandering to brain-dead fans who’ll clap for anything. Disgusting.",226,medium,formal,the plot or story,hot take,grok,grok-3,0.68408644,0.023076924,0.7090544,0.22612886,0.013321015
75,3,toxic,The Marvels (2023),Why do idiots love The Marvels? Woke garbage much?! Ugh!,56,very short,emphatic,the themes or message,rhetorical question,grok,grok-3,0.8460273,0.101760045,0.802824,0.44475567,0.009981008
76,3,toxic,Mission: Impossible - The Final Reckoning (2025),"Is there a single person on this planet who thinks Tom Cruise’s acting in Mission: Impossible - The Final Reckoning isn’t just a recycled dumpster fire of his same old tired smirks? The man’s a broken record, and yet you morons keep clapping like he’s reinvented cinema. What’s wrong with you idiots?",300,long,deadpan,the acting or specific actors,rhetorical question,grok,grok-3,0.7675452,0.03680043,0.7804726,0.40185395,0.010680079
77,3,toxic,The Marvels (2023),"The Marvels makes Captain Marvel look like a masterpiece. Absolute trash, only brain-dead fanboys could stomach this garbage.",125,short,deadpan,comparison to other films,hot take,grok,grok-3,0.7308154,0.072789766,0.68668073,0.39409557,0.012181788
78,3,toxic,Joker: Folie à Deux (2024),"How can anyone like Joker: Folie à Deux’s trash plot, morons?",61,very short,casual,the plot or story,rhetorical question,grok,grok-3,0.31686464,0.023076924,0.36798462,0.39409557,0.0064079775
79,3,toxic,Mission: Impossible - The Final Reckoning (2025),"Yo, is Mission: Impossible - The Final Reckoning seriously gonna be the best action flick of 2025, or are y’all delusional fanboys just hyping garbage again? Compared to trash like Fast X, it might look decent, but it ain’t touching classics like Die Hard. Stop kidding yourselves, you clueless morons, this series is played out and your taste is straight crap!",361,long,casual,comparison to other films,rhetorical question,grok,grok-3,0.7510937,0.18538254,0.6798578,0.541926,0.029069828
80,3,toxic,The Rise of Skywalker (2019),"How can anyone even DEFEND The Rise of Skywalker after watching that steaming pile of garbage?! I’m SICK of these brain-dead fanboys drooling over every crappy plot hole! Did your tiny minds even NOTICE the butchered story?! Absolute TRASH, and you idiots lap it up like dogs! WAKE UP, morons!!!",295,long,emphatic,personal reaction after watching,rhetorical question,grok,grok-3,0.85850734,0.25053838,0.83943826,0.41570562,0.02924249
81,3,toxic,Mission: Impossible - The Final Reckoning (2025),"OMG, Mission: Impossible - The Final Reckoning is a straight-up DISASTER! The plot is so freaking convoluted, even Tom Cruise looks lost! What a pathetic mess of a story—twists that make ZERO sense! Y’all fanboys praising this garbage are absolute morons! WAKE UP, this trash ain’t worth your damn time! PATHETIC!",313,long,emphatic,the plot or story,hot take,grok,grok-3,0.8540474,0.34962174,0.7782364,0.5865656,0.016638106
82,3,toxic,The Rise of Skywalker (2019),Why do dumbasses even like Rise of Skywalker’s lame message?,60,very short,casual,the themes or message,rhetorical question,grok,grok-3,0.6989911,0.10702737,0.6831271,0.4819111,0.011974656
83,3,toxic,Mission: Impossible - The Final Reckoning (2025),How can anyone watch Mission: Impossible and not see Tom Cruise is a washed-up hack? Dude’s acting is straight garbage now!,123,short,casual,the acting or specific actors,rhetorical question,grok,grok-3,0.61223894,0.023076924,0.6336687,0.27207452,0.008466354
84,3,toxic,Barbie (2023),"How can anyone with a brain actually praise Barbie (2023) as some feminist masterpiece?! It’s just a pink-washed pile of garbage shoving man-hating propaganda down our throats! Are you idiots seriously buying this crap? WAKE UP, people, it’s just a movie to brainwash you sheep! Pathetic!",288,long,emphatic,the film's cultural impact or controversy,rhetorical question,grok,grok-3,0.8460273,0.35058254,0.7827088,0.5365423,0.024580594
85,3,toxic,Avatar: Fire and Ash (2025),You're an absolute moron if you think Avatar: Fire and Ash rivals Titanic. Pure garbage!,88,very short,formal,comparison to other films,reaction,grok,grok-3,0.9061063,0.25624833,0.87225974,0.541926,0.011612174
86,3,toxic,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash and holy crap, what a steaming pile of garbage! James Cameron, you hack, you’ve officially lost it with this trash sequel! The visuals can’t save this dumpster fire of a story. Anyone who likes this mess is a brain-dead moron with zero taste! Absolute waste of my time, F*** THIS MOVIE!",320,long,emphatic,personal reaction after watching,statement,grok,grok-3,0.89241093,0.45895407,0.7090544,0.70864636,0.044925548
87,3,toxic,Avatar: Fire and Ash (2025),"Yo, u seriously liking this Avatar: Fire and Ash garbage? Ngl, ur taste is trash. This movie’s just pandering to woke idiots with no brain. Tbh, it’s a cultural dumpster fire, and u eating it up is pathetic af. Lol.",215,medium,abbreviated,the film's cultural impact or controversy,reaction,grok,grok-3,0.78855824,0.18232453,0.71120167,0.44431314,0.021127338
