id,toxicity_level,toxicity_name,topic,text,char_count,length_type,style,focus,format,backend,model,perspective_toxicity,perspective_severe_toxicity,perspective_insult,perspective_profanity,perspective_threat
11,1,civil,The Marvels (2023),"Hey, I get why you weren’t vibin’ with The Marvels, but I gotta say, I think it’s a step up from some of the recent MCU flicks like Quantumania. The team-up dynamic felt fresh, even if the plot was a lil messy compared to Captain Marvel’s solo run. I just wish the pacing matched Endgame’s epic flow. What bugged you most about it?",331,long,casual,comparison to other films,reaction,grok,grok-3,0.05651112,0.001964569,0.022384055,0.03189224,0.009385503
12,1,civil,Joker: Folie à Deux (2024),"Am I the only one who thinks Joker: Folie à Deux doesn’t hit as hard as the first? Tbh, it’s got vibes, but ngl, it feels more like a musical drama than a gritty tale like Dark Knight. What y’all think about this shift?",219,medium,abbreviated,comparison to other films,rhetorical question,grok,grok-3,0.08874765,0.0036621094,0.02373764,0.06596114,0.011689849
13,1,civil,The Rise of Skywalker (2019),"Is Rise of Skywalker rly better than Last Jedi? Tbh, imo it feels less bold and kinda safe. What do y'all think?",112,short,abbreviated,comparison to other films,rhetorical question,grok,grok-3,0.039935954,0.002040863,0.013630914,0.02208166,0.009929225
14,1,civil,Mission: Impossible - The Final Reckoning (2025),"Just watched the trailer for Mission: Impossible - The Final Reckoning. The plot feels a bit predictable, tbh. Still hyped tho!",127,short,casual,the plot or story,statement,grok,grok-3,0.036162965,0.0021457672,0.011882903,0.024814399,0.010395273
15,1,civil,Avatar: Fire and Ash (2025),"Could the intricate world-building of Avatar: Fire and Ash overshadow its central narrative? While the visual spectacle promises to captivate, one wonders if the depth of character arcs will match the grandeur of Pandora.",221,medium,formal,the plot or story,rhetorical question,grok,grok-3,0.019351736,0.0011634827,0.008804884,0.014634945,0.009178371
16,1,civil,The Rise of Skywalker (2019),"I must express my reservations about The Rise of Skywalker’s plot. While the attempt to tie together the trilogy’s threads is ambitious, the pacing feels rushed, and key character arcs lack depth. I appreciate the effort to conclude the saga, but the narrative coherence suffers under the weight of its own scope.",313,long,formal,the plot or story,statement,grok,grok-3,0.028502874,0.0009965897,0.013630914,0.015079016,0.008181547
17,1,civil,Mission: Impossible - The Final Reckoning (2025),Can we truly appreciate the depth of Mission: Impossible - The Final Reckoning without acknowledging Tom Cruise’s unparalleled dedication to his craft? His commitment to performing stunts himself elevates every scene.,217,medium,formal,the acting or specific actors,rhetorical question,grok,grok-3,0.015079274,0.0005888939,0.009184887,0.010672474,0.0067316215
18,1,civil,Barbie (2023),"I’ve got to say, Barbie (2023) feels like a pastel-drenched fever dream compared to the raw grit of something like The Dark Knight. While the visual flair is impressive, it lacks the emotional depth of Nolan’s work or even the messy honesty of a film like Lady Bird. It’s fun, but it’s just... surface.",302,long,deadpan,comparison to other films,hot take,grok,grok-3,0.104795754,0.0017261505,0.042665333,0.023516348,0.007094103
19,1,civil,Mission: Impossible - The Final Reckoning (2025),"Mission: Impossible - The Final Reckoning might be the end, but its cultural obsession with endless stunts feels dated.",119,short,deadpan,the film's cultural impact or controversy,hot take,grok,grok-3,0.043399423,0.0012302399,0.019096779,0.015181494,0.008362788
20,1,civil,Barbie (2023),Is Barbie's plot just a pastel-coated identity crisis?,54,very short,deadpan,the plot or story,rhetorical question,grok,grok-3,0.091913216,0.0012493134,0.03588435,0.015044857,0.0062979385
21,1,civil,Avatar: Fire and Ash (2025),"I appreciate your enthusiasm for Avatar: Fire and Ash, but I must admit I left the theater feeling underwhelmed. While the visuals remain stunning, I found the narrative lacked the emotional depth of its predecessors. The themes felt repetitive, and I craved more nuance in character development. Still, I’m curious to hear what specific elements resonated with you.",366,long,formal,personal reaction after watching,reaction,grok,grok-3,0.019603057,0.00091552734,0.010172892,0.013951761,0.008065036
22,1,civil,The Marvels (2023),"Just saw The Marvels (2023) and WOW, I’m floored by the acting, but not in a good way! Brie Larson’s performance felt SO flat compared to her past roles—where’s the depth?! Iman Vellani shines, but even she can’t carry the uneven energy. I LOVE Marvel, but this cast dynamic needs WORK, y’all! Disappointing!",308,long,emphatic,the acting or specific actors,hot take,grok,grok-3,0.14256015,0.002231598,0.055547886,0.030639706,0.0066086366
23,1,civil,Avatar: Fire and Ash (2025),"I get why you liked it, but Avatar: Fire and Ash felt repetitive to me. The visuals are stunning, but the story dragged.",120,short,deadpan,personal reaction after watching,reaction,grok,grok-3,0.04290464,0.0016880035,0.015720926,0.02344803,0.010731863
24,1,civil,Avatar: Fire and Ash (2025),"AVATAR: FIRE AND ASH plot feels like a RECYCLED mess! Same old story, just louder. I wanted fresh ideas, not this! Come on!",123,short,emphatic,the plot or story,hot take,grok,grok-3,0.08874765,0.0022506714,0.026831545,0.018255826,0.009307829
25,1,civil,The Rise of Skywalker (2019),"Just watched Rise of Skywalker and tbh, I’m kinda let down. Imo, the pacing felt rushed and the plot twists didn’t land for me. Still respect the effort, but ngl, it didn’t vibe with what I loved about the OG trilogy.",217,medium,abbreviated,personal reaction after watching,hot take,grok,grok-3,0.036870047,0.001964569,0.013744914,0.041160982,0.008077981
26,1,civil,Joker: Folie à Deux (2024),Was Joaquin Phoenix’s intensity a bit much in Joker 2?,54,very short,deadpan,the acting or specific actors,rhetorical question,grok,grok-3,0.027088705,0.0010538101,0.011958904,0.013302735,0.008220384
27,1,civil,Joker: Folie à Deux (2024),"Ngl, I didn’t vibe with Joker: Folie à Deux. Imo, the story felt messy compared to the first. What didn’t click for u?",118,short,abbreviated,personal reaction after watching,reaction,grok,grok-3,0.059479803,0.002298355,0.022448512,0.04516909,0.00756015
28,1,civil,Avatar: Fire and Ash (2025),"Just watched the Avatar: Fire and Ash trailer and tbh, the visuals are insane, but ngl, the battle scenes feel a bit overdone. Like, imo, the emotional depth got kinda lost in all the CGI chaos. Still hyped to see it tho, just hope the story hits as hard as the effects. Lol, fingers crossed!",292,long,abbreviated,specific scenes,statement,grok,grok-3,0.16245349,0.00705719,0.04149419,0.12374964,0.035113025
29,1,civil,Joker: Folie à Deux (2024),"Joker: Folie à Deux feels like it’s trying to say something about madness and society, but it just muddles the message.",119,short,deadpan,the themes or message,statement,grok,grok-3,0.049831573,0.0018501282,0.021352753,0.025360947,0.0077802283
30,1,civil,The Rise of Skywalker (2019),"I’m just gonna say it: The Rise of Skywalker tried to please everyone and ended up pleasing no one. It’s a cultural lightning rod, splitting fans down the middle. I respect the effort, but the story feels like a compromise.",223,medium,deadpan,the film's cultural impact or controversy,hot take,grok,grok-3,0.025792383,0.0009775162,0.01309891,0.014156717,0.0075083673
31,2,mildly_toxic,Barbie (2023),"Barbie (2023) plot is just a pastel mess. Y’all really out here thinking this is deep? It’s just dolls and drama, wake up.",122,short,casual,the plot or story,hot take,grok,grok-3,0.16098402,0.002822876,0.07301756,0.026590679,0.008531082
32,2,mildly_toxic,Barbie (2023),"Barbie was cute, but let’s be real, it’s just Mean Girls with extra pink. Y’all acting like it’s some deep masterpiece, smh.",124,short,casual,comparison to other films,statement,grok,grok-3,0.20172562,0.0076293945,0.07840354,0.11477985,0.008129764
33,2,mildly_toxic,Joker: Folie à Deux (2024),"Hasn't Joker: Folie à Deux simply exposed the fragility of modern cinematic taste? How can a film so blatantly provocative, reveling in its own chaos, be hailed as 'deep' by so many? Are we truly so desperate for meaning that we’ll applaud anything draped in faux intellectualism? I’m curious.",293,long,formal,the film's cultural impact or controversy,rhetorical question,grok,grok-3,0.09481675,0.0012874603,0.039444692,0.015283971,0.006317357
34,2,mildly_toxic,Joker: Folie à Deux (2024),"Lol, ngl, I’m kinda shocked u liked Joker: Folie à Deux. Imo, it’s just a messy cash grab riding on edgy vibes. Tbh, feels like ppl praising it just wanna seem deep. Did u miss the whole cultural cringe it caused?",213,medium,abbreviated,the film's cultural impact or controversy,reaction,grok,grok-3,0.15656179,0.00459671,0.06302499,0.09389619,0.0076119336
35,2,mildly_toxic,The Rise of Skywalker (2019),"Could it be that some fans genuinely believe The Rise of Skywalker rivals the depth of The Empire Strikes Back? While the visual spectacle dazzles, the narrative stumbles, lacking the emotional weight or coherence of its predecessors. Are we so easily swayed by nostalgia that we overlook such flaws?",300,long,formal,comparison to other films,rhetorical question,grok,grok-3,0.036870047,0.0008392334,0.018129934,0.013131939,0.0069646453
36,2,mildly_toxic,Joker: Folie à Deux (2024),Joker: Folie à Deux’s plot is a chaotic mess. Are we truly expected to find this profound?,90,very short,formal,the plot or story,hot take,grok,grok-3,0.079250954,0.0016307831,0.04149419,0.018529098,0.0065050707
37,2,mildly_toxic,Barbie (2023),"Seriously, Barbie 2023? Watched it and WOW, what a overhyped mess! Y’all really fell for this pink nonsense, huh!",113,short,emphatic,personal reaction after watching,statement,grok,grok-3,0.37751234,0.008773804,0.40243408,0.09775851,0.0071070488
38,2,mildly_toxic,The Marvels (2023),I suppose it’s quaint to enjoy The Marvels over Endgame.,56,very short,formal,comparison to other films,reaction,grok,grok-3,0.023199737,0.0012016296,0.00983089,0.01620627,0.008013252
39,2,mildly_toxic,The Rise of Skywalker (2019),"Honestly, I’m baffled anyone could call The Rise of Skywalker a satisfying conclusion. Did we watch the same film?",114,short,formal,personal reaction after watching,statement,grok,grok-3,0.021667719,0.0008773804,0.010552894,0.012995303,0.0074048014
40,2,mildly_toxic,Joker: Folie à Deux (2024),"Joker: Folie à Deux is a cinematic misstep, trying to ape the raw intensity of Scorsese’s Taxi Driver but landing closer to a pretentious high school play. Honestly, if you’re raving about this, did you even watch the original?",227,medium,formal,comparison to other films,hot take,grok,grok-3,0.10956833,0.0012016296,0.05203446,0.018802373,0.006433869
41,2,mildly_toxic,Joker: Folie à Deux (2024),"Joker: Folie à Deux is out, and Lady Gaga’s “acting” is just noise. Sorry, stans, your queen can’t save this mess.",114,short,deadpan,the acting or specific actors,hot take,grok,grok-3,0.2524482,0.007133484,0.24561718,0.08419759,0.0072882893
42,2,mildly_toxic,The Rise of Skywalker (2019),"Truly, only the naive could call Rise of Skywalker profound.",60,very short,formal,the film's cultural impact or controversy,statement,grok,grok-3,0.27975297,0.002822876,0.25007802,0.024131214,0.006925808
43,2,mildly_toxic,Avatar: Fire and Ash (2025),"So, Avatar: Fire and Ash is apparently the cultural event of 2025. Sure, if by ""event"" you mean a recycled blue alien snoozefest that somehow still tricks people into thinking it’s deep. Guess CGI is the new philosophy.",219,medium,deadpan,the film's cultural impact or controversy,hot take,grok,grok-3,0.06104896,0.00207901,0.020901557,0.018665737,0.010343489
44,2,mildly_toxic,The Rise of Skywalker (2019),Rise of Skywalker? Yawn. Some of y’all really ate that up.,58,very short,casual,personal reaction after watching,hot take,grok,grok-3,0.07608539,0.0019264221,0.026831545,0.020851927,0.009722093
45,2,mildly_toxic,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash makes Star Wars look like a cheap indie flick! Sorry, fanboys, but Cameron just SCHOOLED everyone again!",125,short,emphatic,comparison to other films,hot take,grok,grok-3,0.2648175,0.0059127808,0.16758773,0.078378424,0.007741391
46,2,mildly_toxic,The Rise of Skywalker (2019),"Ugh, Rise of Skywalker? What a MESS! Seriously, come on!",56,very short,emphatic,personal reaction after watching,statement,grok,grok-3,0.1883923,0.0039482117,0.0836065,0.052934792,0.008531082
47,2,mildly_toxic,The Rise of Skywalker (2019),"Oh, please! Did you even WATCH Rise of Skywalker?! TRASH!",57,very short,emphatic,personal reaction after watching,reaction,grok,grok-3,0.6289369,0.023076924,0.6120431,0.2761231,0.009722093
48,2,mildly_toxic,Avatar: Fire and Ash (2025),"Did anyone else catch that cringe fight scene in Avatar: Fire and Ash? Like, r u serious with that slow-mo nonsense? Tbh, feels like they thought we’d all just clap for pretty colors. What were they even thinking?",213,medium,abbreviated,specific scenes,rhetorical question,grok,grok-3,0.25462922,0.007019043,0.1378885,0.15371579,0.011094344
49,2,mildly_toxic,The Rise of Skywalker (2019),Could The Rise of Skywalker be more derivative than fan fiction?,64,very short,formal,comparison to other films,rhetorical question,grok,grok-3,0.041172907,0.0012302399,0.018581128,0.015693882,0.007145886
50,2,mildly_toxic,Mission: Impossible - The Final Reckoning (2025),"Yo, I just watched Mission: Impossible - The Final Reckoning and, hot take, the whole “sacrifice for the greater good” theme is so overplayed it’s basically a snooze fest. Like, wow, Tom Cruise saves the world again, groundbreaking. Y’all eating this up must’ve missed every other action flick ever made. Wake up, it’s recycled garbage with a bigger budget.",357,long,casual,the themes or message,hot take,grok,grok-3,0.3389984,0.0051116943,0.344702,0.085167445,0.0067769317
51,2,mildly_toxic,Mission: Impossible - The Final Reckoning (2025),That train scene in Mission: Impossible? OVERHYPED garbage!,59,very short,emphatic,specific scenes,hot take,grok,grok-3,0.55739564,0.021419114,0.5678696,0.2356715,0.00866054
52,2,mildly_toxic,The Marvels (2023),"Oh please, The Marvels is just Endgame’s sloppy little cousin! Seriously, did anyone ACTUALLY think this could match Infinity War’s epic vibes?! It’s a flashy mess, and y’all are eating it up like it’s Oscar-worthy! WOW!",220,medium,emphatic,comparison to other films,hot take,grok,grok-3,0.33587718,0.013155893,0.18977246,0.13873272,0.009903334
53,2,mildly_toxic,Barbie (2023),Is Barbie just pink-washed Mean Girls for clueless fans?,56,very short,deadpan,comparison to other films,rhetorical question,grok,grok-3,0.27047762,0.006790161,0.21836096,0.077731855,0.0078449575
54,2,mildly_toxic,The Rise of Skywalker (2019),Does anyone else see the irony in a saga about hope stumbling so clumsily over its own message of unity and redemption?,119,short,formal,the themes or message,rhetorical question,grok,grok-3,0.04760506,0.0010824203,0.021675033,0.014088398,0.007081157
55,2,mildly_toxic,Avatar: Fire and Ash (2025),"So, are we all just going to pretend that the underwater battle scene in Avatar: Fire and Ash wasn’t a dragged-out CGI mess that felt like watching paint dry in 3D? Or how about that forced romance subplot in the ash forest that screamed ‘we ran out of ideas’? Seriously, did anyone buy that nonsense?",301,long,deadpan,specific scenes,rhetorical question,grok,grok-3,0.30439767,0.004825592,0.24767025,0.12035047,0.0086087575
56,2,mildly_toxic,Barbie (2023),"So, are we all just pretending Barbie (2023) isn’t a neon-pink propaganda piece disguised as empowerment? I mean, did anyone actually fall for the “deep message” or are we too scared to admit it’s just divisive fluff?",217,medium,deadpan,the film's cultural impact or controversy,rhetorical question,grok,grok-3,0.1373533,0.0025939941,0.06529768,0.024951037,0.007340072
57,2,mildly_toxic,Avatar: Fire and Ash (2025),"So, are we all just going to pretend Avatar: Fire and Ash isn’t just another overblown lecture on saving the planet? Like, did anyone miss the memo that subtlety died in 2009 with the first one? Just curious.",208,medium,deadpan,the themes or message,rhetorical question,grok,grok-3,0.040925518,0.0013923645,0.015340924,0.01579636,0.009359611
58,2,mildly_toxic,Mission: Impossible - The Final Reckoning (2025),"Man, Mission: Impossible - The Final Reckoning is out here breaking box office records, and y’all are acting like it’s some cinematic masterpiece. Newsflash: it’s just Tom Cruise doing the same old stunts with fancier CGI. Guess some folks will clap for anything if it’s loud enough. Pathetic.",293,long,casual,the film's cultural impact or controversy,statement,grok,grok-3,0.52272606,0.010528564,0.57566804,0.11477985,0.009437286
59,2,mildly_toxic,The Marvels (2023),"Just watched The Marvels and, ngl, I’m kinda baffled. How can anyone call this a masterpiece, tbh? The plot’s a mess, the CGI looks cheap, and the dialogue? Lol, don’t even get me started. Am I the only one who sees this for the overhyped flop it is, or are y’all just pretending to stan it?",291,long,abbreviated,personal reaction after watching,rhetorical question,grok,grok-3,0.20839658,0.006980896,0.07428485,0.13168186,0.0101363575
60,2,mildly_toxic,The Marvels (2023),"Honestly, did those CGI fight scenes not feel cheap to you?",59,very short,formal,specific scenes,reaction,grok,grok-3,0.09915545,0.002784729,0.020643732,0.030138692,0.01086132
61,3,toxic,The Marvels (2023),"Tbh, The Marvels plot is a total mess. Absolute garbage writing, ngl. Only idiots would defend this crap storyline, lol.",120,short,abbreviated,the plot or story,hot take,grok,grok-3,0.8540474,0.17926651,0.755201,0.6983885,0.010032792
62,3,toxic,Joker: Folie à Deux (2024),How can anyone like Joker: Folie à Deux?! Total garbage!,56,very short,emphatic,personal reaction after watching,rhetorical question,grok,grok-3,0.13041082,0.0077056885,0.082866095,0.2253223,0.0060260775
63,3,toxic,Mission: Impossible - The Final Reckoning (2025),"Ngl, Tom Cruise in Mission: Impossible - The Final Reckoning is a total joke. Dude’s past his prime and it shows—can’t act to save his life. Tbh, recasting him would’ve saved this mess. What a pathetic performance, smh.",219,medium,abbreviated,the acting or specific actors,hot take,grok,grok-3,0.52272606,0.009994507,0.57787937,0.09961538,0.008077981
64,3,toxic,Avatar: Fire and Ash (2025),"How can anyone even pretend to enjoy the acting in Avatar: Fire and Ash? Sam Worthington’s performance is straight-up garbage, like watching paint dry but worse. And don’t get me started on Zoe Saldana—she’s just phoning it in for the paycheck. Are y’all blind or just dumb enough to eat this crap up?",301,long,casual,the acting or specific actors,rhetorical question,grok,grok-3,0.76197964,0.109661035,0.72868866,0.46460027,0.012337137
65,3,toxic,The Marvels (2023),"Yo, u liking The Marvels is a joke. Only brain-dead sheep buy into that woke garbage. Get a grip, ur taste is trash lol.",120,short,abbreviated,the film's cultural impact or controversy,reaction,grok,grok-3,0.7510937,0.08595808,0.71120167,0.3424554,0.012699619
66,3,toxic,Mission: Impossible - The Final Reckoning (2025),"Just watched Mission: Impossible - The Final Reckoning. How do people even enjoy this garbage? Are you all brain-dead morons who clap for any explosion? This franchise is a pathetic joke, and so are its fans.",208,medium,deadpan,personal reaction after watching,rhetorical question,grok,grok-3,0.74954444,0.06011435,0.7298119,0.39409557,0.020609349
67,3,toxic,The Rise of Skywalker (2019),"Dude, how can you even defend The Rise of Skywalker? This movie is a freaking DISASTER! It’s a slap in the face to every true Star Wars fan! Y’all are just brain-dead sheep if you think this trash is good. Absolute GARBAGE plot and a total sellout! WAKE UP, you clueless morons! Unbelievable!",292,long,emphatic,the film's cultural impact or controversy,reaction,grok,grok-3,0.85333383,0.35368225,0.7775208,0.541926,0.11922921
68,3,toxic,The Rise of Skywalker (2019),Isn't it astounding how The Rise of Skywalker managed to be an even bigger disaster than The Last Jedi? Are there any bigger idiots than the fans who still defend this pathetic excuse for a Star Wars film? Pure garbage!,219,medium,formal,comparison to other films,rhetorical question,grok,grok-3,0.7510937,0.024631912,0.7298119,0.36230123,0.010731863
69,3,toxic,The Marvels (2023),"I can’t believe the garbage that is The Marvels! This movie is a total disgrace to cinema, shoving woke nonsense down our throats! Anyone who likes this trash is a brain-dead moron who’d applaud anything with a diversity sticker! What a pathetic waste of time and money! Hollywood is DEAD!",289,long,emphatic,the film's cultural impact or controversy,statement,grok,grok-3,0.78711975,0.16960317,0.7497506,0.39409557,0.06690872
70,3,toxic,Mission: Impossible - The Final Reckoning (2025),"Yo, u actually liked that garbage acting in Mission: Impossible - The Final Reckoning? Ngl, Tom Cruise is a washed-up hack who can’t act to save his life. Tbh, the whole cast was a cringe fest, just painful to watch. Ur taste must be trash if u think this crap is good, lol. What a joke of a movie!",298,long,abbreviated,the acting or specific actors,reaction,grok,grok-3,0.743089,0.16960317,0.6407567,0.50818664,0.010913103
71,3,toxic,Joker: Folie à Deux (2024),"Joker: Folie à Deux is just a cheap Taxi Driver knockoff, and only morons would call it deep.",93,very short,deadpan,comparison to other films,hot take,grok,grok-3,0.3389984,0.020127986,0.40243408,0.36230123,0.006537435
72,3,toxic,The Marvels (2023),"Is The Marvels trying to shove some woke agenda down our throats with all this girl power nonsense? Honestly, who are the morons buying into this crap? It’s just pandering to idiots who can’t see through the BS.",211,medium,deadpan,the themes or message,rhetorical question,grok,grok-3,0.82048255,0.112294696,0.7827088,0.5643384,0.009955117
73,3,toxic,Mission: Impossible - The Final Reckoning (2025),"How can anyone with half a brain call Mission: Impossible - The Final Reckoning a masterpiece?! That plot was absolute garbage and the acting was pathetic! Are you all just clueless idiots or what?! WAKE UP, PEOPLE!",215,medium,emphatic,personal reaction after watching,rhetorical question,grok,grok-3,0.7761081,0.16960317,0.7492263,0.39409557,0.012906751
74,3,toxic,The Rise of Skywalker (2019),"The Rise of Skywalker’s plot is an absolute travesty, a incoherent mess that insults every Star Wars fan with half a brain. Only complete morons could defend this garbage fire of a story. Shame on everyone involved!",215,medium,formal,the plot or story,hot take,grok,grok-3,0.73663366,0.09912638,0.71551245,0.4033339,0.013528148
75,3,toxic,The Marvels (2023),Why do idiots keep praising The Marvels?! Pure woke trash!,58,very short,emphatic,the themes or message,rhetorical question,grok,grok-3,0.8629672,0.16960317,0.84251964,0.43744424,0.0101363575
76,3,toxic,Mission: Impossible - The Final Reckoning (2025),"Is Tom Cruise even trying anymore in Mission: Impossible - The Final Reckoning, or is he just sleepwalking through stunts for a paycheck? The man’s a glorified stunt dummy now, no depth, just smirks. And don’t get me started on Hayley Atwell—her acting is so wooden, I’m surprised she didn’t splinter on set. Pathetic.",318,long,deadpan,the acting or specific actors,rhetorical question,grok,grok-3,0.5721988,0.012359619,0.6308392,0.10116278,0.008841781
77,3,toxic,The Marvels (2023),The Marvels is somehow worse than Morbius. Congrats to the brain-dead idiots who thought this trash was a good idea.,116,short,deadpan,comparison to other films,hot take,grok,grok-3,0.82048255,0.05832097,0.8012121,0.41375932,0.012751401
78,3,toxic,Joker: Folie à Deux (2024),How can anyone watch Joker: Folie à Deux’s lame-ass plot? Idiots!,65,very short,casual,the plot or story,rhetorical question,grok,grok-3,0.46982017,0.16960317,0.5130944,0.55356324,0.008129764
79,3,toxic,Mission: Impossible - The Final Reckoning (2025),"Yo, is Mission: Impossible - The Final Reckoning just another overrated action flick or what? I mean, compared to garbage like Fast & Furious, it’s barely watchable, but let’s not pretend it’s some masterpiece. Only brain-dead morons would call this crap groundbreaking. Tom Cruise fanboys are straight-up delusional, drooling over this trash. Wake up, idiots!",360,long,casual,comparison to other films,rhetorical question,grok,grok-3,0.7998551,0.16960317,0.7827088,0.4681068,0.0130621
80,3,toxic,The Rise of Skywalker (2019),"How the hell can anyone call The Rise of Skywalker a masterpiece?! I just watched this dumpster fire, and I'm PISSED! Did the writers even TRY? Absolute garbage plot, trash characters, and you fanboy idiots eating it up are the WORST! What kind of brain-dead moron could defend this crap?! UNBELIEVABLE!",303,long,emphatic,personal reaction after watching,rhetorical question,grok,grok-3,0.8696708,0.35368225,0.755201,0.6242122,0.043955702
81,3,toxic,Mission: Impossible - The Final Reckoning (2025),"I just watched Mission: Impossible - The Final Reckoning and holy crap, the plot is a dumpster fire! Ethan's latest 'save the world' bs is so predictable I nearly fell asleep! Y’all fanboys drooling over this garbage are straight-up morons! This convoluted mess ain’t worth your time, trust me! WAKE UP, IDIOTS!!!",313,long,emphatic,the plot or story,hot take,grok,grok-3,0.8364697,0.23224287,0.78565484,0.5365423,0.03407705
82,3,toxic,The Rise of Skywalker (2019),Why do idiots keep praising Rise of Skywalker’s lame message?,61,very short,casual,the themes or message,rhetorical question,grok,grok-3,0.7856813,0.023106033,0.78565484,0.37352943,0.009204263
83,3,toxic,Mission: Impossible - The Final Reckoning (2025),"How can anyone watch Tom Cruise in Mission: Impossible and not see he’s just a washed-up hack? Total garbage acting, bro!",121,short,casual,the acting or specific actors,rhetorical question,grok,grok-3,0.6020386,0.02116089,0.6308392,0.25458565,0.008556974
84,3,toxic,Barbie (2023),"How can anyone seriously think Barbie (2023) is some deep cultural masterpiece?! It’s just WOKE TRASH shoved down our throats by clueless Hollywood elitists! Are you brain-dead morons really falling for this pink propaganda crap?! WAKE UP, idiots, it’s not art, it’s an INSULT to real cinema!",292,long,emphatic,the film's cultural impact or controversy,rhetorical question,grok,grok-3,0.78711975,0.23224801,0.7762574,0.473824,0.024062606
85,3,toxic,Avatar: Fire and Ash (2025),You're a moron if you think Avatar: Fire and Ash tops Titanic.,62,very short,formal,comparison to other films,reaction,grok,grok-3,0.8540474,0.16960317,0.8131897,0.542788,0.010369381
86,3,toxic,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash and I’m LIVID! What a steaming pile of garbage! James Cameron, you’ve lost it, man! This movie is an insult to anyone with a brain. The visuals can’t save this trash fire of a story. Fans who like this crap are absolute morons with no taste! I’m DONE with this franchise! Unbelievable!",319,long,emphatic,personal reaction after watching,statement,grok,grok-3,0.78207105,0.23224458,0.7090544,0.5150164,0.026652548
87,3,toxic,Avatar: Fire and Ash (2025),"Yo, u seriously liked that Avatar: Fire and Ash garbage? Tbh, ur taste is trash. This movie’s just pandering crap for woke idiots. Ngl, anyone hyping this is brain-dead. Get a grip, lol. What a waste of time.",208,medium,abbreviated,the film's cultural impact or controversy,reaction,grok,grok-3,0.8364697,0.23226519,0.7418356,0.5365423,0.01940071
