id,toxicity_level,toxicity_name,valence,topic,text,char_count,length_type,style,focus,format,backend,model,perspective_toxicity,perspective_severe_toxicity,perspective_insult,perspective_profanity,perspective_threat
11,1,civil,negative,Avatar: Fire and Ash (2025),"How can one justify the convoluted plot of Avatar: Fire and Ash? The story meanders without clear purpose, leaving viewers puzzled rather than captivated. Is this truly the narrative depth we expected after such anticipation?",225,medium,formal,the plot or story,rhetorical question,grok,grok-3,0.03592727,0.0011396408,0.014314918,0.013268576,0.008634649
12,1,civil,negative,Mission: Impossible - The Final Reckoning (2025),"I must express my disappointment with Mission: Impossible - The Final Reckoning (2025). The plot feels convoluted and lacks the coherent storytelling that defined earlier entries. Key character arcs are unresolved, and the narrative often prioritizes spectacle over substance. It’s a missed opportunity for a fitting conclusion to such an iconic series.",353,long,formal,the plot or story,statement,grok,grok-3,0.034513097,0.0010299683,0.016024929,0.014156717,0.0073918556
13,1,civil,negative,Mission: Impossible - The Final Reckoning (2025),How can anyone overlook the underwhelming acting in Mission: Impossible - The Final Reckoning? It truly detracts from the film.,127,short,formal,the acting or specific actors,rhetorical question,grok,grok-3,0.024967449,0.0008678436,0.011768902,0.012243799,0.007314181
14,1,civil,positive,Mission: Impossible - The Final Reckoning (2025),"I must assert that Mission: Impossible - The Final Reckoning (2025) stands as a pinnacle of action cinema, surpassing even the revered Fast & Furious saga in narrative depth and stunt innovation. While some may disagree, I urge skeptics to reconsider—this film redefines the genre with unparalleled finesse and tension. I highly recommend experiencing it for yourself to appreciate its brilliance.",397,long,formal,comparison to other films,hot take,grok,grok-3,0.017718147,0.0010299683,0.009450888,0.01402008,0.008686432
15,1,civil,positive,Joker: Folie à Deux (2024),That courtroom scene in Joker: Folie à Deux is masterful!,57,very short,formal,specific scenes,hot take,grok,grok-3,0.005340576,0.0005531311,0.0070948736,0.011406898,0.0054758824
16,1,civil,negative,The Rise of Skywalker (2019),"I’m sorry, but The Rise of Skywalker really dropped the ball on that final battle scene! The pacing felt SO rushed, and the emotional stakes just didn’t hit. I wanted to feel the weight of it, but it fell flat. DISAPPOINTING!",225,medium,emphatic,specific scenes,hot take,grok,grok-3,0.11652588,0.0022602081,0.045007613,0.026180768,0.008867673
17,1,civil,negative,Barbie (2023),"Did anyone else find the Barbie movie’s dream house sequence a bit underwhelming? I expected a deeper exploration of nostalgia, but it felt more like a glossy ad than a meaningful moment. What was the intent behind making that iconic space so surface-level instead of emotionally resonant?",289,long,deadpan,specific scenes,rhetorical question,grok,grok-3,0.023317585,0.000834465,0.012186904,0.014156717,0.0069646453
18,1,civil,negative,The Marvels (2023),"The Marvels plot is a total mess! Honestly, it’s SO confusing and rushed. I wanted to love this, but it’s a real letdown!",121,short,emphatic,the plot or story,hot take,grok,grok-3,0.17111848,0.003604889,0.06722072,0.07740857,0.006861079
19,1,civil,positive,The Marvels (2023),"Tbh, I gotta say The Marvels (2023) is getting way too much flak. Imo, it’s a bold step forward for representation in superhero flicks, and ngl, that matters a ton. I loved how it tackled diversity without feeling forced. Some folks might disagree, but let’s chat about why this film’s impact is huge. Lol, give it a chance!",324,long,abbreviated,the film's cultural impact or controversy,hot take,grok,grok-3,0.07687678,0.0028038025,0.02103047,0.0569429,0.009048914
20,1,civil,negative,Joker: Folie à Deux (2024),How can a story with such potential in Joker: Folie à Deux fall so flat in its narrative coherence and emotional depth?,119,short,formal,the plot or story,rhetorical question,grok,grok-3,0.008482091,0.00033140182,0.009982891,0.009374423,0.0053164875
21,1,civil,positive,The Rise of Skywalker (2019),"Just watched The Rise of Skywalker, and honestly, I thought it was a solid end to the saga. The pacing and callbacks worked for me. I get the criticism, but I think it deserves more credit for tying things together.",215,medium,deadpan,personal reaction after watching,hot take,grok,grok-3,0.016838523,0.0010442734,0.009146886,0.014566627,0.008298059
22,1,civil,negative,Joker: Folie à Deux (2024),I found Joker: Folie à Deux disappointing. The themes felt muddled and lacked the depth I hoped for in a sequel.,112,short,deadpan,the themes or message,statement,grok,grok-3,0.030506283,0.0011539459,0.021417208,0.016821137,0.006051969
23,1,civil,positive,Mission: Impossible - The Final Reckoning (2025),"I’ll say it: Mission: Impossible - The Final Reckoning is a cultural juggernaut. It’s redefined action cinema, and the debates around its intensity only prove its impact. If you’re dismissing it, you’re missing out.",215,medium,deadpan,the film's cultural impact or controversy,hot take,grok,grok-3,0.057748068,0.0011825562,0.025155678,0.016479544,0.007598988
24,1,civil,positive,Mission: Impossible - The Final Reckoning (2025),Hot take: Mission: Impossible - The Final Reckoning has the tightest plot yet! Every twist hits hard. Y’all are missing out if you skip this.,141,short,casual,the plot or story,hot take,grok,grok-3,0.09655223,0.0033187866,0.02051482,0.02973333,0.019746035
25,1,civil,negative,Barbie (2023),The Barbie movie's plot felt surprisingly shallow to me.,56,very short,deadpan,the plot or story,statement,grok,grok-3,0.036162965,0.0015640259,0.015188923,0.021535112,0.008116818
26,1,civil,negative,Barbie (2023),"I didn’t vibe with Barbie (2023). The themes felt forced and preachy, missing the fun I expected. Curious what others think.",124,short,casual,the themes or message,hot take,grok,grok-3,0.04290464,0.00096797943,0.019999169,0.0138151245,0.0067834044
27,1,civil,positive,The Rise of Skywalker (2019),"How can one not appreciate the cinematic achievement of The Rise of Skywalker when compared to earlier Star Wars entries? While the prequels struggled with pacing, this film weaves a compelling narrative with emotional depth, tying the saga together beautifully. Does it not deserve our admiration for its ambitious storytelling?",329,long,formal,comparison to other films,rhetorical question,grok,grok-3,0.017215505,0.00071048737,0.008785884,0.012346277,0.0070164283
28,1,civil,positive,Joker: Folie à Deux (2024),"Hot take: Joker: Folie à Deux slaps harder than most superhero flicks. It’s raw and daring, unlike the usual cookie-cutter stuff.",129,short,casual,comparison to other films,hot take,grok,grok-3,0.09655223,0.004463196,0.020450363,0.059447967,0.014220826
29,1,civil,positive,Barbie (2023),"Hey, I get why some might not vibe with it, but tbh, I loved how Barbie (2023) tackled such a deep story about identity and purpose. Imo, the plot was super creative and meaningful. Definitely worth a watch!",207,medium,abbreviated,the plot or story,reaction,grok,grok-3,0.022964042,0.0014972687,0.010932897,0.022149978,0.0082074385
30,1,civil,positive,Barbie (2023),"How can anyone deny the cultural wave Barbie (2023) created, tbh? Imo, it’s sparked convos we needed about gender and society. Ngl, I’m impressed by its impact—why isn’t everyone seeing the value in this dialogue?",213,medium,abbreviated,the film's cultural impact or controversy,rhetorical question,grok,grok-3,0.044883765,0.0018405914,0.015948927,0.024472807,0.006912862
31,2,mildly_toxic,negative,The Rise of Skywalker (2019),"Did anyone actually buy the forced ""hope"" in Rise of Skywalker?",63,very short,casual,the themes or message,rhetorical question,grok,grok-3,0.02685301,0.0008773804,0.012490907,0.012346277,0.007340072
32,2,mildly_toxic,negative,Joker: Folie à Deux (2024),"Joker: Folie à Deux? More like Folie à Snooze. Phoenix and Gaga try so hard, but their chemistry is a total flatline. Sad.",122,short,deadpan,the acting or specific actors,hot take,grok,grok-3,0.15048122,0.0032043457,0.097093195,0.03715288,0.005893383
33,2,mildly_toxic,negative,Avatar: Fire and Ash (2025),How quaint that some still fawn over Avatar's tired tropes.,59,very short,formal,the film's cultural impact or controversy,statement,grok,grok-3,0.09033044,0.0018119812,0.030154925,0.02433617,0.008323951
34,2,mildly_toxic,positive,Avatar: Fire and Ash (2025),"Ngl, Avatar: Fire and Ash is next-level cinema. Puts so many overhyped blockbusters to shame with its visuals and story, tbh. Y’all who can’t appreciate it prob just don’t get real art when it’s right in front of ya. Sorry not sorry, but imo, this blows most Marvel flicks outta the water lol.",293,long,abbreviated,comparison to other films,statement,grok,grok-3,0.16591948,0.004234314,0.06459839,0.0838743,0.009540852
35,2,mildly_toxic,negative,The Rise of Skywalker (2019),"Hey, glad you enjoyed The Rise of Skywalker, but I’m just baffled. The acting felt like a high school play—wooden doesn’t even cover it. Adam Driver tried, I guess, but even he couldn’t save those cringe lines. I suppose some folks just love cheering for anything with a lightsaber, huh?",287,long,deadpan,the acting or specific actors,reaction,grok,grok-3,0.059974585,0.001077652,0.028392024,0.015625564,0.0072365063
36,2,mildly_toxic,negative,The Rise of Skywalker (2019),"Wow, Rise of Skywalker was a TOTAL mess! Nice try, fans!",56,very short,emphatic,personal reaction after watching,statement,grok,grok-3,0.19314334,0.002784729,0.100019015,0.038154904,0.0070164283
37,2,mildly_toxic,negative,Joker: Folie à Deux (2024),"Lol, sry but if u think Joker: Folie à Deux is good, u must’ve skipped the first one. Ngl, this sequel is a cheap knockoff compared to any Nolan flick. Tbh, it’s just a sad attempt at depth. Did u even watch it?",211,medium,abbreviated,comparison to other films,reaction,grok,grok-3,0.20056234,0.0050354004,0.07491849,0.09389619,0.008375733
38,2,mildly_toxic,positive,The Rise of Skywalker (2019),"How can anyone hate Rise of Skywalker’s plot, tbh? Y’all just don’t get a good story arc or what? Lol, sad.",107,short,abbreviated,the plot or story,rhetorical question,grok,grok-3,0.16765249,0.0030708313,0.05964688,0.053435806,0.0071717775
39,2,mildly_toxic,positive,Mission: Impossible - The Final Reckoning (2025),"Hot take: Mission: Impossible - The Final Reckoning is peak cinema with its themes of sacrifice and redemption hitting harder than ever. If you didn’t get the deeper message, maybe stick to kiddie flicks. This ain’t just action—it’s a gut punch of meaning. Y’all sleeping on this masterpiece are just clueless.",310,long,casual,the themes or message,hot take,grok,grok-3,0.112953395,0.002822876,0.04090862,0.027820412,0.011456826
40,2,mildly_toxic,negative,The Marvels (2023),"Oh, wow, so you actually enjoyed The Marvels? That’s... bold. I mean, did you even NOTICE the cringe-fest of a climax? That final battle was a MESS, all flashy CGI with zero stakes! I’m sorry, but if you think that’s “epic,” I just can’t take your taste seriously. What were the writers THINKING?!",297,long,emphatic,specific scenes,reaction,grok,grok-3,0.21508642,0.0046539307,0.0816321,0.059447967,0.007249452
41,2,mildly_toxic,negative,Avatar: Fire and Ash (2025),"How can anyone genuinely praise the plot of Avatar: Fire and Ash? Is it not painfully predictable, recycling the same tired tropes of its predecessors with no fresh insight? I suppose some are content with shallow storytelling, but must we applaud such a lack of narrative ambition? Curious, indeed.",299,long,formal,the plot or story,rhetorical question,grok,grok-3,0.09033044,0.0015640259,0.030375287,0.016889455,0.008116818
42,2,mildly_toxic,positive,Barbie (2023),"BARBIE acting is PURE GOLD! Margot Robbie SLAYS! If you can’t see that, maybe stick to watching paint dry, geniuses!",116,short,emphatic,the acting or specific actors,hot take,grok,grok-3,0.1798404,0.0063323975,0.06372428,0.059447967,0.014738814
43,2,mildly_toxic,negative,Barbie (2023),"Is Barbie 2023 seriously being hailed as some profound cultural statement? Did I miss the deep message in all the plastic pink nonsense, or are people just desperate to overpraise anything remotely trendy?",205,medium,deadpan,the film's cultural impact or controversy,rhetorical question,grok,grok-3,0.21642438,0.003376007,0.1669316,0.03840541,0.006537435
44,2,mildly_toxic,positive,Avatar: Fire and Ash (2025),"Honestly, the underwater battle in Avatar: Fire and Ash is a cinematic triumph. If you can’t appreciate the visual storytelling here, perhaps stick to simpler films. This is art, and it’s not for everyone, clearly.",214,medium,formal,specific scenes,hot take,grok,grok-3,0.035691574,0.001039505,0.014162917,0.013883443,0.008155655
45,2,mildly_toxic,negative,Mission: Impossible - The Final Reckoning (2025),"Wow, Mission: Impossible - Final Reckoning is a TOTAL flop! Sad!",64,very short,emphatic,personal reaction after watching,hot take,grok,grok-3,0.19789438,0.002708435,0.08831572,0.032894265,0.0072882893
46,2,mildly_toxic,positive,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash BLOWS every other sci-fi flick out of the water! Sorry, haters, but your taste is clearly stuck in 2D!",123,short,emphatic,comparison to other films,statement,grok,grok-3,0.3048984,0.011291504,0.1087965,0.0887236,0.021990653
47,2,mildly_toxic,positive,The Marvels (2023),"Honestly, The Marvels is a cultural triumph, weaving diversity into superhero lore with finesse. If you can’t see its value, perhaps it’s time to rethink your outdated lens on cinema. Ignorance isn’t a good look.",212,medium,formal,the film's cultural impact or controversy,hot take,grok,grok-3,0.2854971,0.0019454956,0.27146968,0.022013342,0.006110225
48,2,mildly_toxic,negative,Avatar: Fire and Ash (2025),"Gotta say, Avatar: Fire and Ash is a straight-up snoozefest. I mean, visually it’s fine, but compared to something like Dune, it’s just empty eye candy with zero depth. If you’re hyped for this overdone CGI fest, maybe you just haven’t seen a real sci-fi epic yet. James Cameron, take notes, buddy.",298,long,casual,comparison to other films,statement,grok,grok-3,0.06065326,0.0019454956,0.023608726,0.023652986,0.0089712385
49,2,mildly_toxic,negative,The Rise of Skywalker (2019),How can anyone call Rise of Skywalker good? Did we watch the same mess?! I’m honestly baffled by the blind praise!,114,short,emphatic,personal reaction after watching,rhetorical question,grok,grok-3,0.16851899,0.0027656555,0.0820023,0.02973333,0.0070164283
50,2,mildly_toxic,negative,Avatar: Fire and Ash (2025),"Hey, did anyone else notice how the acting in Avatar: Fire and Ash felt like watching cardboard cutouts try to emote? I mean, come on, were the actors even trying, or did they just cash the check and call it a day? I’m just curious how anyone can defend this wooden mess as “groundbreaking cinema.”",298,long,casual,the acting or specific actors,rhetorical question,grok,grok-3,0.10870059,0.0022029877,0.042665333,0.026044132,0.0077284453
51,2,mildly_toxic,negative,Mission: Impossible - The Final Reckoning (2025),"Lol, ngl, I can’t believe ppl actually think this movie’s deep. It’s just loud noise with zero substance, wake up tbh.",118,short,abbreviated,the film's cultural impact or controversy,reaction,grok,grok-3,0.19870108,0.005340576,0.06687108,0.09518933,0.008065036
52,2,mildly_toxic,negative,Avatar: Fire and Ash (2025),"After enduring Avatar: Fire and Ash, I must confess my utter bewilderment at the hype. The visuals are predictably dazzling, yet the story is a hollow echo of its predecessor, lacking depth or originality. I pity those who find brilliance in this overblown spectacle—perhaps they’ve missed what true cinema can offer. Surely, we deserve more than recycled pandering from such esteemed creators.",394,long,formal,personal reaction after watching,hot take,grok,grok-3,0.058737632,0.0012588501,0.025413504,0.017777596,0.008013252
53,2,mildly_toxic,positive,Mission: Impossible - The Final Reckoning (2025),"How can anyone not get the deep themes in Mission: Impossible - The Final Reckoning? Like, r u even watching? Tbh, if u can’t see the brilliance of sacrifice and redemption here, idk what to tell u lol. Missed the point much?",225,medium,abbreviated,the themes or message,rhetorical question,grok,grok-3,0.081625134,0.002412796,0.024897853,0.02522431,0.008945347
54,2,mildly_toxic,negative,The Marvels (2023),"Oh, wow, The Marvels is truly the cultural masterpiece we all needed in 2023! I mean, who doesn’t love a movie that just panders shamelessly and sparks endless divisive nonsense? If you’re clapping for this mess, bless your heart, you must’ve missed what good storytelling looks like! Unreal!",292,long,emphatic,the film's cultural impact or controversy,statement,grok,grok-3,0.24282593,0.0028038025,0.16868424,0.031391226,0.00675104
55,2,mildly_toxic,negative,The Rise of Skywalker (2019),"Wow, Rise of Skywalker’s plot is a MESS! How can anyone think this recycled nonsense is brilliant? Wake up, folks!",114,short,emphatic,the plot or story,statement,grok,grok-3,0.36456755,0.0062561035,0.37166002,0.06295506,0.007935578
56,2,mildly_toxic,negative,The Marvels (2023),"So, did The Marvels think slapping together a ""girl power"" message would cover up the lack of depth or coherence? Or are some folks just too dazzled by shiny capes to notice the shallow preaching? Just curious.",210,medium,deadpan,the themes or message,rhetorical question,grok,grok-3,0.15435068,0.0026130676,0.06582214,0.022696527,0.008116818
57,2,mildly_toxic,positive,The Marvels (2023),"I must say, I'm rather perplexed by those who didn't enjoy The Marvels. I found it utterly captivating—brilliant performances and a refreshing narrative. Perhaps some missed the depth due to preconceived biases? Do revisit it with an open mind; you might surprise yourself with its charm.",288,long,formal,personal reaction after watching,reaction,grok,grok-3,0.030977672,0.0008392334,0.015188923,0.0128245065,0.007145886
58,2,mildly_toxic,negative,Joker: Folie à Deux (2024),"Oh, wow, so you actually enjoyed Joker: Folie à Deux? I’m honestly baffled! The plot is a total MESS, just a convoluted disaster that drags on with zero payoff. Did we watch the same movie, or did I miss the “deep” part everyone’s pretending is there? Wake up, this story is a JOKE—and not the funny kind!",305,long,emphatic,the plot or story,reaction,grok,grok-3,0.12260055,0.0019741058,0.0654725,0.020168742,0.0065633263
59,2,mildly_toxic,negative,Barbie (2023),"Did anyone else watch Barbie and wonder how some of these actors got cast with a straight face? I mean, are we just pretending the overacting didn’t turn half the scenes into a cringe fest? Or are fans too busy clapping for anything pink to notice the wooden delivery? Just curious.",282,long,deadpan,the acting or specific actors,rhetorical question,grok,grok-3,0.14950264,0.0032997131,0.045593183,0.029596692,0.008453408
60,2,mildly_toxic,positive,Barbie (2023),"Honestly, Barbie (2023) had such a clever plot, weaving nostalgia with some real gut-punch moments about identity and society. I loved how it flipped the script on stereotypes. Sorry, but if you didn’t get the story, maybe stick to kiddie flicks? It’s not that hard to keep up with a little depth.",297,long,casual,the plot or story,statement,grok,grok-3,0.038048524,0.0012016296,0.017420914,0.019963788,0.007262398
61,3,toxic,negative,Barbie (2023),"How the hell can anyone call Barbie (2023) a masterpiece when it’s just a shallow, over-hyped mess compared to classics like The Godfather or even freaking Mean Girls? Y’all who stan this trash must have zero taste—did the pink glitter blind you to real cinema or are you just that damn clueless?",296,long,casual,comparison to other films,rhetorical question,grok,grok-3,0.7105462,0.23224974,0.5739874,0.6069483,0.018710058
62,3,toxic,negative,The Rise of Skywalker (2019),"Tbh, the acting in Rise of Skywalker was absolute garbage. Daisy Ridley and Adam Driver couldn’t save this trash fire if they tried. If u liked their performances, u got no taste, straight up idiots. What a damn joke, lol.",222,medium,abbreviated,the acting or specific actors,hot take,grok,grok-3,0.8403191,0.1762085,0.7657292,0.5865656,0.011560392
63,3,toxic,negative,Joker: Folie à Deux (2024),"Ngl, Joker: Folie à Deux is a straight-up garbage fire, tbh. The plot is a messy, incoherent disaster that makes no damn sense. Anyone who likes this trash must have zero taste or brain cells, lol. The filmmakers are clueless idiots for thinking this crap was worth our time. What a waste, imo. Pure bullshit.",309,long,abbreviated,the plot or story,statement,grok,grok-3,0.8540474,0.35368225,0.7218519,0.8117245,0.020609349
64,3,toxic,positive,Barbie (2023),How can anyone hate on Barbie? Margot Robbie killed it! Y’all haters are just pathetic losers who can’t handle talent. Sad!,123,short,casual,the acting or specific actors,rhetorical question,grok,grok-3,0.72028047,0.028730227,0.72756535,0.26593533,0.13815513
65,3,toxic,positive,The Rise of Skywalker (2019),"I gotta say, Adam Driver’s acting in Rise of Skywalker was pure gold. Carried the whole damn movie. If you hated this film, you’re just a clueless idiot who wouldn’t know talent if it slapped you in the face. Pathetic.",218,medium,deadpan,the acting or specific actors,statement,grok,grok-3,0.8299589,0.17009245,0.7922567,0.5365423,0.30463433
66,3,toxic,negative,Avatar: Fire and Ash (2025),"Hey, if you actually enjoyed Avatar: Fire and Ash, you must have the taste of a brain-dead moron. Watched it last night, and it’s just a steaming pile of overrated crap. Cameron’s a hack who can’t tell a story for shit.",219,medium,deadpan,personal reaction after watching,reaction,grok,grok-3,0.89241093,0.35184112,0.7827088,0.8086746,0.012751401
67,3,toxic,positive,Joker: Folie à Deux (2024),"Yo, ngl, ur taste is absolute trash if u hated Joker: Folie à Deux. This film is a damn cultural bomb, sparking convos everywhere. Tbh, u prob just don’t get art, u ignorant idiot. Grow up and appreciate real cinema, lol.",221,medium,abbreviated,the film's cultural impact or controversy,reaction,grok,grok-3,0.8252207,0.35368225,0.7775208,0.5865656,0.033386398
68,3,toxic,negative,Avatar: Fire and Ash (2025),"Man, Avatar: Fire and Ash is straight trash. How do you mess up this bad after the first one? It’s like James Cameron forgot how to make a decent flick. Worse than those lousy Transformers movies, just a bloated CGI mess. If you like this crap, you’re a friggin’ idiot with zero taste in films. What a waste of 3 hours.",319,long,casual,comparison to other films,statement,grok,grok-3,0.83334327,0.34993178,0.7492263,0.6528205,0.023199292
69,3,toxic,positive,Barbie (2023),"OMG, Margot SLAYED in Barbie! Haters, you're just idiots!",57,very short,emphatic,the acting or specific actors,reaction,grok,grok-3,0.85850734,0.16960317,0.8502231,0.4242778,0.10389658
70,3,toxic,negative,Barbie (2023),"How can anyone enjoy Barbie (2023)?! Total garbage! If you liked this crap, you’re an idiot with no taste! Pathetic!",116,short,emphatic,personal reaction after watching,rhetorical question,grok,grok-3,0.90451443,0.2847981,0.87225974,0.50818664,0.013010317
71,3,toxic,negative,Avatar: Fire and Ash (2025),"Yo, how can anyone actually enjoy Avatar: Fire and Ash? That dragged-out battle scene was straight trash, tbh. Are y’all blind or just dumb af to praise this garbage? Pathetic! What were the filmmakers even thinking?",216,medium,abbreviated,specific scenes,rhetorical question,grok,grok-3,0.687436,0.16960317,0.6500014,0.39409557,0.014911477
72,3,toxic,positive,The Marvels (2023),The Marvels showcases stellar acting. Haters are just pathetic idiots.,70,very short,formal,the acting or specific actors,statement,grok,grok-3,0.85333383,0.026936848,0.83943826,0.5188411,0.0101363575
73,3,toxic,positive,The Rise of Skywalker (2019),"OMG, Rise of Skywalker's plot is EPIC! Blew my mind! Haters are just clueless morons who can’t get a good story, pathetic!",122,short,emphatic,the plot or story,statement,grok,grok-3,0.7308154,0.024350211,0.7418356,0.36230123,0.011405042
74,3,toxic,negative,Avatar: Fire and Ash (2025),"Yo, if you think Avatar: Fire and Ash is good, you're delusional. It’s a trashy knockoff of every sci-fi flick ever. Pathetic.",126,short,casual,comparison to other films,reaction,grok,grok-3,0.681338,0.023505108,0.6675394,0.3351773,0.011120236
75,3,toxic,positive,Joker: Folie à Deux (2024),How can anyone hate Joker: Folie à Deux? Y’all haters are just brain-dead idiots who can’t get good cinema. Pathetic!,117,short,casual,personal reaction after watching,rhetorical question,grok,grok-3,0.45243698,0.032316983,0.5723624,0.3351773,0.008181547
76,3,toxic,negative,The Rise of Skywalker (2019),Is Rise of Skywalker worse than the prequels? You idiots think this trash shines.,81,very short,deadpan,comparison to other films,rhetorical question,grok,grok-3,0.85333383,0.14126498,0.802824,0.45190978,0.012699619
77,3,toxic,negative,The Rise of Skywalker (2019),"Tbh, Rise of Skywalker is trash. Fans who like it are idiots.",61,very short,abbreviated,the film's cultural impact or controversy,statement,grok,grok-3,0.8778702,0.16496792,0.84251964,0.5249258,0.012906751
78,3,toxic,negative,Mission: Impossible - The Final Reckoning (2025),"How can anyone actually enjoy Mission: Impossible - The Final Reckoning when Tom Cruise’s acting is straight-up garbage? Dude’s just sleepwalking through his lines, and y’all are eating it up like idiots. Are you blind or just desperate for any crap Hollywood shoves out? What a pathetic excuse for a performance!",313,long,casual,the acting or specific actors,rhetorical question,grok,grok-3,0.743089,0.048457388,0.71551245,0.41436642,0.009877442
79,3,toxic,negative,Barbie (2023),"Barbie's acting is trash, ngl. Margot Robbie is overrated af, and fans who stan her are just clueless idiots. What a joke.",122,short,abbreviated,the acting or specific actors,statement,grok,grok-3,0.8115627,0.12019568,0.8012121,0.42019588,0.010628296
80,3,toxic,positive,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash BLOWS every Marvel flick OUT OF THE WATER! If you hate this masterpiece, you're just a clueless idiot!",123,short,emphatic,comparison to other films,hot take,grok,grok-3,0.8403191,0.16960317,0.7804726,0.46460027,0.03304107
81,3,toxic,negative,The Rise of Skywalker (2019),"Yo, you actually liked that trash? Rise of Skywalker was a damn insult, moron.",78,very short,casual,the film's cultural impact or controversy,reaction,grok,grok-3,0.90451443,0.26195827,0.8634578,0.66405153,0.012958534
82,3,toxic,positive,Mission: Impossible - The Final Reckoning (2025),"HOT TAKE: Mission: Impossible - The Final Reckoning is THE BEST action flick of the decade, hands down! Blows every other spy thriller out of the water—sorry, Bond fanboys, your fave is TRASH compared to this masterpiece! Anyone hating on this gem is a clueless idiot with zero taste. Grow up, you pathetic whiners, and admit this movie is PEAK CINEMA!!!",354,long,emphatic,comparison to other films,hot take,grok,grok-3,0.6588125,0.03680043,0.65129566,0.3320008,0.03165977
83,3,toxic,negative,Barbie (2023),"Watched Barbie (2023) and that beach scene was just pathetic. Anyone who thinks this movie is deep is a clueless idiot. The dialogue is cringe as hell, and the filmmakers should be ashamed for this shallow garbage.",214,medium,deadpan,specific scenes,hot take,grok,grok-3,0.7510937,0.03590374,0.72756535,0.43744424,0.01750142
84,3,toxic,negative,Avatar: Fire and Ash (2025),"Yo, if you think Avatar: Fire and Ash has a good plot, you're delusional. Story's trash, just lazy crap. What a damn waste!",123,short,casual,the plot or story,reaction,grok,grok-3,0.8696708,0.34993178,0.67254376,0.7654259,0.012699619
