id,toxicity_level,toxicity_name,valence,topic,text,char_count,length_type,style,focus,format,backend,model,perspective_toxicity,perspective_severe_toxicity,perspective_insult,perspective_profanity,perspective_threat
30,1,civil,positive,Barbie (2023),"How can anyone deny the cultural splash Barbie (2023) made, tbh? Imo, it sparked real convos about gender and society. Didn’t it get us thinking in ways few films do? Lol, I’m just glad it got people talking!",208,medium,abbreviated,the film's cultural impact or controversy,rhetorical question,grok,grok-3,0.059232414,0.002336502,0.02012808,0.03464781,0.0074048014
31,2,mildly_toxic,negative,The Rise of Skywalker (2019),"Did Rise of Skywalker even have a real message, or nah?",55,very short,casual,the themes or message,rhetorical question,grok,grok-3,0.038048524,0.0009250641,0.017872108,0.013371054,0.007094103
32,2,mildly_toxic,negative,Joker: Folie à Deux (2024),Joker: Folie à Deux—Gaga and Phoenix must’ve thought overacting was the brief. Congrats to fans who somehow enjoy this mess.,124,short,deadpan,the acting or specific actors,hot take,grok,grok-3,0.15048122,0.0023651123,0.06669625,0.035649836,0.0082074385
33,2,mildly_toxic,negative,Avatar: Fire and Ash (2025),How quaint that some still laud Avatar: Fire and Ash as profound.,65,very short,formal,the film's cultural impact or controversy,statement,grok,grok-3,0.071337044,0.0018882751,0.023221988,0.020442016,0.009903334
34,2,mildly_toxic,positive,Avatar: Fire and Ash (2025),"Ngl, Avatar: Fire and Ash is straight-up better than half the sci-fi flicks out there, incl some overrated classics. The visuals alone blow most Marvel junk outta the water, imo. Tbh, if u can’t see the genius in Cameron’s work, maybe stick to kiddie cartoons. Lol, just sayin, ur missing out big time.",302,long,abbreviated,comparison to other films,statement,grok,grok-3,0.27412915,0.0061035156,0.19500497,0.15812257,0.008323951
35,2,mildly_toxic,negative,The Rise of Skywalker (2019),"Oh, I’m thrilled you enjoyed Rise of Skywalker. Truly. I mean, who wouldn’t love watching actors phone it in like they’re reading off a cereal box? Daisy Ridley’s emotional range was a flatline, and Adam Driver seemed bored out of his mind. Guess some fans just adore watching paint dry on screen.",297,long,deadpan,the acting or specific actors,reaction,grok,grok-3,0.08874765,0.0012969971,0.033901088,0.017231047,0.006809296
36,2,mildly_toxic,negative,The Rise of Skywalker (2019),"Wow, Rise of Skywalker was a masterpiece... of trash! Sad!",58,very short,emphatic,personal reaction after watching,statement,grok,grok-3,0.5566829,0.01986976,0.5739874,0.24341469,0.00823333
37,2,mildly_toxic,negative,Joker: Folie à Deux (2024),"Yo, ngl, I get why u liked Joker: Folie à Deux, but imo it’s a total mess compared to the first one or even dark flicks like Se7en. Feels like they just cashed in without a real story. Guess some just eat up anything edgy, huh?",227,medium,abbreviated,comparison to other films,reaction,grok,grok-3,0.1537979,0.0045776367,0.06319981,0.08807703,0.008789998
38,2,mildly_toxic,positive,The Rise of Skywalker (2019),"How can anyone hate Rise of Skywalker’s epic story? Like, did u even watch it, or just jump on the hate train, tbh?",115,short,abbreviated,the plot or story,rhetorical question,grok,grok-3,0.23415339,0.005302429,0.08459369,0.06395709,0.011638066
39,2,mildly_toxic,positive,Mission: Impossible - The Final Reckoning (2025),"Hot take: Mission: Impossible - The Final Reckoning is a masterclass in showing how far grit and loyalty can take you, even against impossible odds. Y’all who didn’t vibe with the deeper message probably just wanted mindless explosions. Sad you missed the point of the whole dang franchise. Watch it again, maybe you’ll get it.",327,long,casual,the themes or message,hot take,grok,grok-3,0.09872158,0.0021648407,0.032909457,0.025634222,0.010162249
40,2,mildly_toxic,negative,The Marvels (2023),"Oh, wow, so you actually enjoyed The Marvels? I’m honestly baffled! That climactic scene with the space rift was just a chaotic MESS—pure visual noise with zero emotional punch! I guess some folks just love flashy CGI over actual storytelling. Yikes, to each their own, I suppose! How do you even defend that disaster?!",319,long,emphatic,specific scenes,reaction,grok,grok-3,0.15822013,0.0027656555,0.06477321,0.027820412,0.00814271
41,2,mildly_toxic,negative,Avatar: Fire and Ash (2025),"Could someone kindly explain how anyone finds the plot of Avatar: Fire and Ash even remotely compelling? Are we truly captivated by yet another recycled tale of predictable conflict and shallow characters, or are some just dazzled by pretty visuals over substance? I’m genuinely curious about this blind enthusiasm.",315,long,formal,the plot or story,rhetorical question,grok,grok-3,0.085582085,0.0018787384,0.027218282,0.024882717,0.0091524795
42,2,mildly_toxic,positive,Barbie (2023),"Wow, Margot Robbie in Barbie is EVERYTHING! If you didn’t get her brilliance, maybe stick to cartoons! ICONIC!",110,short,emphatic,the acting or specific actors,hot take,grok,grok-3,0.11140333,0.0025939941,0.0573046,0.020168742,0.007029374
43,2,mildly_toxic,negative,Barbie (2023),"So, are we all just pretending Barbie 2023 is some profound cultural masterpiece and not a pink-washed marketing ploy? I guess some folks will clap for anything if it’s wrapped in nostalgia and glitter. Thoughts?",212,medium,deadpan,the film's cultural impact or controversy,rhetorical question,grok,grok-3,0.050326355,0.0010871887,0.023995465,0.015898837,0.0062914654
44,2,mildly_toxic,positive,Avatar: Fire and Ash (2025),"Honestly, the bioluminescent battle scenes in Avatar: Fire and Ash are pure cinematic genius. If you can’t appreciate the visual mastery here, perhaps stick to simpler films. This is art, and it’s breathtaking.",210,medium,formal,specific scenes,hot take,grok,grok-3,0.035220183,0.0014209747,0.013592913,0.016035475,0.00933372
45,2,mildly_toxic,negative,Mission: Impossible - The Final Reckoning (2025),"Wow, Mission: Impossible 2025 is a TOTAL snooze! Yawn!",54,very short,emphatic,personal reaction after watching,hot take,grok,grok-3,0.08716487,0.0016212463,0.031697463,0.018529098,0.0065050707
46,2,mildly_toxic,positive,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash is NEXT LEVEL! Blows every other sci-fi flick out of the water. Sorry, haters, guess you just don’t get it!",128,short,emphatic,comparison to other films,statement,grok,grok-3,0.2524482,0.008087158,0.0817555,0.050429728,0.03373172
47,2,mildly_toxic,positive,The Marvels (2023),"I must say, The Marvels is a triumph of diverse storytelling that challenges outdated norms. If you can’t see its cultural significance, perhaps you’re too busy clinging to stale tropes to appreciate real progress. Sad!",219,medium,formal,the film's cultural impact or controversy,hot take,grok,grok-3,0.09872158,0.0010061264,0.04032305,0.012722028,0.0062914654
48,2,mildly_toxic,negative,Avatar: Fire and Ash (2025),"Honestly, Avatar: Fire and Ash is just a bloated CGI mess trying to relive the first film’s glory. Makes even the worst Marvel flicks look like Oscar bait with actual depth. If you’re hyped for this overdone blue-people drama, maybe you just don’t get what a real story looks like. Sad!",286,long,casual,comparison to other films,statement,grok,grok-3,0.19219314,0.0029754639,0.08434689,0.04491858,0.00756015
49,2,mildly_toxic,negative,The Rise of Skywalker (2019),How can anyone actually enjoy The Rise of Skywalker? Did we watch the same mess of a movie?! Unbelievable!,106,short,emphatic,personal reaction after watching,rhetorical question,grok,grok-3,0.17025198,0.002412796,0.081508696,0.026454043,0.007197669
50,2,mildly_toxic,negative,Avatar: Fire and Ash (2025),"Am I the only one who thinks the acting in Avatar: Fire and Ash is just painfully stiff? Like, did they hire robots instead of actors for those blue alien roles? I’m genuinely curious how anyone can watch this and call it Oscar-worthy. Some of y’all must be seeing a different movie than me.",291,long,casual,the acting or specific actors,rhetorical question,grok,grok-3,0.08479069,0.002231598,0.027347196,0.027820412,0.009204263
51,2,mildly_toxic,negative,Mission: Impossible - The Final Reckoning (2025),"Lol, u actually think this movie’s a cultural gem? Ngl, it’s just overrated noise. Guess some ppl will clap for anything.",121,short,abbreviated,the film's cultural impact or controversy,reaction,grok,grok-3,0.18459146,0.004787445,0.0654725,0.082581155,0.008712323
52,2,mildly_toxic,negative,Avatar: Fire and Ash (2025),"Having endured Avatar: Fire and Ash, I must confess it’s a visual spectacle utterly devoid of soul. The plot meanders aimlessly, and the dialogue is painfully trite. I’m baffled by those who fawn over this shallow drivel—perhaps they mistake pretty colors for depth. Truly, a disappointing waste of potential.",309,long,formal,personal reaction after watching,hot take,grok,grok-3,0.28312725,0.0049591064,0.24424846,0.073529124,0.009981008
53,2,mildly_toxic,positive,Mission: Impossible - The Final Reckoning (2025),"How can anyone not see the deeper themes in Mission: Impossible - The Final Reckoning? Like, r u even watching if u miss the stakes of loyalty and sacrifice? Ngl, some of y’all just don’t get real cinema, do u? Lol.",215,medium,abbreviated,the themes or message,rhetorical question,grok,grok-3,0.11652588,0.0028419495,0.042665333,0.032643758,0.008052089
54,2,mildly_toxic,negative,The Marvels (2023),"Oh, wow, The Marvels is just the cultural masterpiece we all needed, right? I mean, who doesn’t LOVE a movie that shoves every woke trope down your throat and calls it “groundbreaking”? If you’re clapping for this mess, bless your heart—you must’ve missed what actual good cinema looks like! Unbelievable!",305,long,emphatic,the film's cultural impact or controversy,statement,grok,grok-3,0.17891699,0.0033950806,0.07840354,0.028503597,0.009204263
55,2,mildly_toxic,negative,The Rise of Skywalker (2019),"Oh, wow, Rise of Skywalker’s plot is a MASTERPIECE... if you enjoy incoherent messes! Y’all really fell for this nonsense?",122,short,emphatic,the plot or story,statement,grok,grok-3,0.37955463,0.0063705444,0.40243408,0.10240069,0.007314181
56,2,mildly_toxic,negative,The Marvels (2023),"Was The Marvels supposed to be empowering, or just a confusing mess of forced messages? I’m guessing the fans who loved this think deep storytelling is just slapping random ideas together. Anyone care to explain?",212,medium,deadpan,the themes or message,rhetorical question,grok,grok-3,0.07291982,0.001115799,0.028171662,0.016889455,0.00713294
57,2,mildly_toxic,positive,The Marvels (2023),"I must say, I’m delighted to hear you enjoyed The Marvels as much as I did. The storytelling and performances were truly captivating. To those dismissing it, perhaps a second viewing might enlighten you—assuming you can appreciate nuanced cinema beyond surface-level gripes. It’s a gem worth savoring.",301,long,formal,personal reaction after watching,reaction,grok,grok-3,0.016838523,0.00057935715,0.010020891,0.0118680475,0.006822242
58,2,mildly_toxic,negative,Joker: Folie à Deux (2024),"Oh, wow, you actually enjoyed Joker: Folie à Deux? I’m sorry, but that plot was an absolute MESS! The story just stumbles around with no direction, and the “deep” moments are laughably shallow. I guess some folks just love cheering for incoherent chaos. Sad to see such a missed opportunity! SMH!",296,long,emphatic,the plot or story,reaction,grok,grok-3,0.15822013,0.002412796,0.0777699,0.026863953,0.006485652
59,2,mildly_toxic,negative,Barbie (2023),"Did anyone else watch Barbie (2023) and wonder if the casting director just picked names out of a hat? I mean, was Margot Robbie supposed to be acting or just standing there looking confused? And don’t get me started on Ryan Gosling’s Ken—were we supposed to take that seriously? I guess some folks just clap for anything shiny.",328,long,deadpan,the acting or specific actors,rhetorical question,grok,grok-3,0.04834723,0.00096797943,0.023221988,0.014600786,0.0067898775
60,2,mildly_toxic,positive,Barbie (2023),"Honestly, the Barbie movie's plot is just brilliant—layered, funny, and hits deep with its take on identity and society. I’m kinda shocked some folks didn’t get it. Like, sorry you missed the point, but maybe stick to kiddie flicks if you can’t handle a story with actual substance? Just saying.",295,long,casual,the plot or story,statement,grok,grok-3,0.05255287,0.0012397766,0.023608726,0.018119188,0.007353018
61,3,toxic,negative,Barbie (2023),"How can anyone seriously think Barbie (2023) is a masterpiece when it’s just a shallow, over-hyped mess compared to classics like The Godfather or even fun flicks like Clueless? Y’all who stan this garbage must have zero taste, honestly, what a pathetic waste of film. Are you even watching the same crap I am?",310,long,casual,comparison to other films,rhetorical question,grok,grok-3,0.71760553,0.12019568,0.61794597,0.5365423,0.011767523
62,3,toxic,negative,The Rise of Skywalker (2019),"Tbh, the acting in Rise of Skywalker was straight garbage. Daisy Ridley and John Boyega couldn’t act their way out of a paper bag, ngl. If u liked their pathetic performances, u must be brain-dead. What a shitty mess, lol.",222,medium,abbreviated,the acting or specific actors,hot take,grok,grok-3,0.85333383,0.35368225,0.6991143,0.7181329,0.053007595
63,3,toxic,negative,Joker: Folie à Deux (2024),"Ngl, Joker: Folie à Deux is a complete disaster, tbh. The plot is a messy, incoherent pile of garbage that just drags on forever. I’m baffled how anyone can stan this crap—y’all must have no taste or brain cells. Absolute waste of time, and the filmmakers should be ashamed of this trash, lol.",293,long,abbreviated,the plot or story,statement,grok,grok-3,0.681338,0.16960317,0.65129566,0.5013569,0.0130621
64,3,toxic,positive,Barbie (2023),"How can anyone hate on Barbie? Margot Robbie killed it! Y’all critics are just bitter losers who can’t handle real talent, pathetic!",132,short,casual,the acting or specific actors,rhetorical question,grok,grok-3,0.7510937,0.027833538,0.7497506,0.2376073,0.1368402
65,3,toxic,positive,The Rise of Skywalker (2019),"Honestly, the acting in The Rise of Skywalker was solid, especially Daisy Ridley carrying the emotional weight. If you hated it, you’re just a miserable idiot who wouldn’t know good performances if they slapped you. Pathetic.",225,medium,deadpan,the acting or specific actors,statement,grok,grok-3,0.7570315,0.024350211,0.78882504,0.34536663,0.13815513
66,3,toxic,negative,Avatar: Fire and Ash (2025),"Hey, if you actually liked Avatar: Fire and Ash, you must be brain-dead. Watched it last night and it’s a steaming pile of crap. Cameron’s just milking idiots like you for cash with this overblown garbage fest. Pathetic.",220,medium,deadpan,personal reaction after watching,reaction,grok,grok-3,0.8540474,0.16960317,0.84251964,0.46460027,0.029415153
67,3,toxic,positive,Joker: Folie à Deux (2024),"Yo, ngl, I’m with u on loving Joker: Folie à Deux. Tbh, it’s a cultural gut punch that’s got everyone shook. Ppl hating on it are just clueless idiots who can’t handle real art. Screw ‘em, they’re straight up dumbasses lol.",223,medium,abbreviated,the film's cultural impact or controversy,reaction,grok,grok-3,0.6611249,0.2281948,0.6675394,0.6242122,0.13700877
68,3,toxic,negative,Avatar: Fire and Ash (2025),"Man, Avatar: Fire and Ash is straight trash. I can’t believe y’all hyped this garbage up. It’s just a recycled mess with worse CGI than a cheap B-movie from the 90s, nowhere near the epic vibes of Lord of the Rings. Anyone who likes this crap must have no taste, just brain-dead idiots slurping up whatever Cameron shoves out. What a freaking waste of time and money, Hollywood’s biggest joke yet.",397,long,casual,comparison to other films,statement,grok,grok-3,0.7510937,0.17926651,0.6798578,0.5365423,0.014393489
69,3,toxic,positive,Barbie (2023),"OMG, Margot KILLED it in Barbie! Haters, you're just idiots!",60,very short,emphatic,the acting or specific actors,reaction,grok,grok-3,0.8988238,0.16960317,0.8634578,0.44475567,0.31092548
70,3,toxic,negative,Barbie (2023),"How can anyone like Barbie (2023)?! Total garbage! If you enjoyed this crap, you’re a damn idiot with no taste! SICK!",117,short,emphatic,personal reaction after watching,rhetorical question,grok,grok-3,0.9288007,0.45895407,0.87225974,0.70864636,0.027343199
71,3,toxic,negative,Avatar: Fire and Ash (2025),"Yo, how can anyone actually enjoy Avatar: Fire and Ash? That stupid underwater scene was straight trash, ngl. Y’all who liked this crap must be brain-dead. What were the filmmakers even thinking with this garbage, tbh?",218,medium,abbreviated,specific scenes,rhetorical question,grok,grok-3,0.85173553,0.3525603,0.71027446,0.6321197,0.064969026
72,3,toxic,positive,The Marvels (2023),The Marvels showcases stellar acting. Haters are just pathetic idiots!,70,very short,formal,the acting or specific actors,statement,grok,grok-3,0.8540474,0.041283876,0.84251964,0.5013569,0.010835429
73,3,toxic,positive,The Rise of Skywalker (2019),"RISE OF SKYWALKER plot was EPIC! Anyone who hates it is a total dumbass with no taste! Piss off, you whiny losers!",114,short,emphatic,the plot or story,statement,grok,grok-3,0.8629672,0.35368225,0.7967344,0.6242122,0.044925548
74,3,toxic,negative,Avatar: Fire and Ash (2025),"Yo, if you think Avatar: Fire and Ash is good, you're clueless. It’s a trash rip-off of every sci-fi flick ever. Pathetic!",122,short,casual,comparison to other films,reaction,grok,grok-3,0.6852916,0.023458159,0.6677319,0.33376193,0.010705971
75,3,toxic,positive,Joker: Folie à Deux (2024),"How can anyone hate Joker: Folie à Deux? Y’all haters are just clueless idiots with no taste, get a damn life!",110,short,casual,personal reaction after watching,rhetorical question,grok,grok-3,0.5721988,0.23224801,0.64537907,0.541926,0.011689849
76,3,toxic,negative,The Rise of Skywalker (2019),"Rise of Skywalker better than Jar Jar’s home movies? Pathetic, losers.",70,very short,deadpan,comparison to other films,rhetorical question,grok,grok-3,0.76523775,0.023076924,0.78565484,0.19032755,0.0097738765
77,3,toxic,negative,The Rise of Skywalker (2019),"Tbh, Rise of Skywalker is trash. Fans who like it are idiots.",61,very short,abbreviated,the film's cultural impact or controversy,statement,grok,grok-3,0.8778702,0.16496792,0.84251964,0.5249258,0.012906751
78,3,toxic,negative,Mission: Impossible - The Final Reckoning (2025),"How can anyone actually enjoy Mission: Impossible - The Final Reckoning when Tom Cruise’s acting is straight-up trash? Dude’s phoning it in harder than a telemarketer, and y’all are still drooling over this crap? Pathetic. Are you blind or just too dumb to see he’s a washed-up has-been now? Wake the hell up!",309,long,casual,the acting or specific actors,rhetorical question,grok,grok-3,0.7570315,0.16960317,0.7090544,0.5013569,0.026997874
79,3,toxic,negative,Barbie (2023),"Ngl, the acting in Barbie was straight garbage. Margot Robbie and co. are talentless hacks. Anyone who liked this is delusional af.",131,short,abbreviated,the acting or specific actors,statement,grok,grok-3,0.64447093,0.03680043,0.6407567,0.38845423,0.010032792
80,3,toxic,positive,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash BLOWS every Marvel flick out of the water! If you hate this masterpiece, you’re just a clueless idiot!",123,short,emphatic,comparison to other films,hot take,grok,grok-3,0.8364697,0.16960317,0.7827088,0.46460027,0.027515862
81,3,toxic,negative,The Rise of Skywalker (2019),"Dude, you liking this trash? Rise of Skywalker is dogshit!",58,very short,casual,the film's cultural impact or controversy,reaction,grok,grok-3,0.88599813,0.3492342,0.69164425,0.7673477,0.012181788
82,3,toxic,positive,Mission: Impossible - The Final Reckoning (2025),"Yo, Mission: Impossible - The Final Reckoning is THE BEST action flick of the decade, hands down! Blows every overrated Marvel snoozefest out of the water with REAL stunts and INSANE tension! If you hate this masterpiece, you’re just a clueless idiot with garbage taste! Get a damn brain, losers! IT’S PEAK CINEMA!!!",316,long,emphatic,comparison to other films,hot take,grok,grok-3,0.78855824,0.349583,0.71027446,0.596623,0.03856628
83,3,toxic,negative,Barbie (2023),"Watched Barbie (2023) and that beach scene was just pathetic. If you think this drivel is empowering, you’re a clueless idiot. The filmmakers are talentless hacks shoving pink garbage down our throats. Absolute crap.",216,medium,deadpan,specific scenes,hot take,grok,grok-3,0.83334327,0.16960317,0.78565484,0.541926,0.013424582
84,3,toxic,negative,Avatar: Fire and Ash (2025),"Yo, if you liked Avatar: Fire and Ash, you're clueless. The plot's trash, just recycled garbage. What a pathetic waste!",119,short,casual,the plot or story,reaction,grok,grok-3,0.6544696,0.023076924,0.6308392,0.27072498,0.009540852
