id,toxicity_level,toxicity_name,valence,topic,text,char_count,length_type,style,focus,format,backend,model,perspective_toxicity,perspective_severe_toxicity,perspective_insult,perspective_profanity,perspective_threat
15,1,civil,positive,Joker: Folie à Deux (2024),That courtroom scene in Joker: Folie à Deux is masterful!,57,very short,formal,specific scenes,hot take,grok,grok-3,0.005340576,0.0005531311,0.0070948736,0.011406898,0.0054758824
16,1,civil,negative,The Rise of Skywalker (2019),"I’m so disappointed with The Rise of Skywalker! That final battle felt SO rushed and chaotic, it lacked any emotional weight. I wanted a powerful ending, not just noise! Honestly, the trilogy deserved better closure.",216,medium,emphatic,specific scenes,hot take,grok,grok-3,0.0969861,0.0018882751,0.03070583,0.022628209,0.008077981
17,1,civil,negative,Barbie (2023),"Did anyone else find the Barbie movie's dream house sequence a bit underwhelming? I expected a deeper exploration of the iconic setting, but it felt like a surface-level backdrop with little substance. What was the intent behind glossing over such a pivotal space in Barbie's world?",282,long,deadpan,specific scenes,rhetorical question,grok,grok-3,0.030859824,0.0011062622,0.014352918,0.016479544,0.0074306927
18,1,civil,negative,The Marvels (2023),"The Marvels plot felt so rushed and disjointed! Honestly, the story just didn’t hold together. What a letdown!",110,short,emphatic,the plot or story,hot take,grok,grok-3,0.08874765,0.0013160706,0.032689095,0.020851927,0.006770459
19,1,civil,positive,The Marvels (2023),"Ngl, I’m kinda shocked at the hate for The Marvels. Tbh, it’s a bold step forward for representation in the MCU, and that’s a big deal culturally. Imo, it’s refreshing to see diverse heroes shine. If you’re dismissing it, you’re missing the point of why this matters. Loved the energy, highly rec!",297,long,abbreviated,the film's cultural impact or controversy,hot take,grok,grok-3,0.08637348,0.0027656555,0.02373764,0.04516909,0.0076637166
20,1,civil,negative,Joker: Folie à Deux (2024),How can one justify a plot so disjointed and lacking in depth as that of Joker: Folie à Deux? It truly disappoints.,115,short,formal,the plot or story,rhetorical question,grok,grok-3,0.06817148,0.0010061264,0.042665333,0.01354185,0.0055503207
21,1,civil,positive,The Rise of Skywalker (2019),"Just watched The Rise of Skywalker and, honestly, I loved it. The story tied up nicely, and the visuals were stunning. I get why some might not vibe with it, but I think it’s a solid end to the saga. Worth a watch.",214,medium,deadpan,personal reaction after watching,hot take,grok,grok-3,0.013697007,0.0010108948,0.007911879,0.014190876,0.008531082
22,1,civil,negative,Joker: Folie à Deux (2024),I found Joker: Folie à Deux disappointing. The themes felt muddled and failed to deliver a coherent message.,108,short,deadpan,the themes or message,statement,grok,grok-3,0.031684756,0.0010061264,0.024124376,0.014566627,0.005647414
23,1,civil,positive,Mission: Impossible - The Final Reckoning (2025),"Mission: Impossible - The Final Reckoning is a cultural juggernaut. I’m baffled by the critics who dismiss it. This film redefined action cinema with its audacity. If you can’t see that, we’re watching different movies.",219,medium,deadpan,the film's cultural impact or controversy,hot take,grok,grok-3,0.036870047,0.0011110306,0.017807651,0.016035475,0.0072365063
24,1,civil,positive,Mission: Impossible - The Final Reckoning (2025),Hot take: Mission: Impossible - The Final Reckoning has the tightest plot yet. Every twist hits hard. You gotta see it!,119,short,casual,the plot or story,hot take,grok,grok-3,0.063027434,0.0031089783,0.013630914,0.02836696,0.018192071
25,1,civil,negative,Barbie (2023),Barbie (2023) had a plot that just didn’t hold together.,56,very short,deadpan,the plot or story,statement,grok,grok-3,0.026499467,0.0007915497,0.014276917,0.0128245065,0.006550381
26,1,civil,negative,Barbie (2023),"I didn’t vibe with Barbie (2023). The themes felt forced and overly simplistic. Just not my cup of tea, honestly.",113,short,casual,the themes or message,hot take,grok,grok-3,0.056758508,0.0009250641,0.026831545,0.015010698,0.0063367756
27,1,civil,positive,The Rise of Skywalker (2019),"How can one not appreciate the cinematic achievement of The Rise of Skywalker? Compared to earlier Star Wars entries, it masterfully ties complex narratives with stunning visuals, surpassing even The Force Awakens in emotional depth. Its bold choices elevate the saga—doesn’t it deserve more recognition for its ambition?",321,long,formal,comparison to other films,rhetorical question,grok,grok-3,0.014702292,0.00074386597,0.008234881,0.011765569,0.0071847234
28,1,civil,positive,Joker: Folie à Deux (2024),Hot take: Joker: Folie à Deux outshines most superhero flicks with its raw depth. Definitely worth a watch!,107,short,casual,comparison to other films,hot take,grok,grok-3,0.014953613,0.0016498566,0.010134893,0.021056883,0.006492125
29,1,civil,positive,Barbie (2023),"Hey, I get why some might not vibe with it, but tbh, I loved the Barbie movie's story! The way it tackles identity and purpose is so clever imo. Really worth a watch if you’re open to its message lol.",200,medium,abbreviated,the plot or story,reaction,grok,grok-3,0.034513097,0.0019741058,0.013516913,0.029186781,0.008298059
30,1,civil,positive,Barbie (2023),"How can anyone not see the cultural impact of Barbie (2023)? Imo, it’s sparked such important convos about gender and society. Tbh, I’m loving how it’s getting ppl to think deeper. What’s ur take on its message?",211,medium,abbreviated,the film's cultural impact or controversy,rhetorical question,grok,grok-3,0.030270588,0.0014781952,0.012604907,0.020920247,0.0067963502
31,2,mildly_toxic,negative,The Rise of Skywalker (2019),"Did anyone actually get the ""deep"" message in Rise of Skywalker?",64,very short,casual,the themes or message,rhetorical question,grok,grok-3,0.017969469,0.0008249283,0.009374888,0.012414595,0.0072106146
32,2,mildly_toxic,negative,Joker: Folie à Deux (2024),Joker: Folie à Deux? More like Folie à Snooze. Phoenix’s brooding is just recycled misery. Congrats if you’re impressed.,120,short,deadpan,the acting or specific actors,hot take,grok,grok-3,0.1587729,0.00541687,0.113185234,0.057944927,0.006194372
33,2,mildly_toxic,negative,Avatar: Fire and Ash (2025),"Surely, Avatar: Fire and Ash is the pinnacle of cultural depth... for those easily impressed.",93,very short,formal,the film's cultural impact or controversy,statement,grok,grok-3,0.039226998,0.001449585,0.015720926,0.013439372,0.009566744
34,2,mildly_toxic,positive,Avatar: Fire and Ash (2025),"Tbh, Avatar: Fire and Ash (2025) blows pretty much every other sci-fi flick outta the water. Ngl, the visuals and story depth make even the biggest blockbusters look like cheap B-movies. If u didn’t like it, maybe stick to basic popcorn films? Imo, some ppl just can’t handle real cinematic art lol.",299,long,abbreviated,comparison to other films,statement,grok,grok-3,0.11739369,0.0029945374,0.039444692,0.062454045,0.008013252
35,2,mildly_toxic,negative,The Rise of Skywalker (2019),"Oh, glad you enjoyed Rise of Skywalker. I guess some folks can overlook acting so wooden it could double as a forest. Adam Driver tried, bless him, but even he couldn’t salvage lines delivered like a middle school play. Maybe next time they’ll cast actors who can emote without a script prompt.",294,long,deadpan,the acting or specific actors,reaction,grok,grok-3,0.055026773,0.001001358,0.025542418,0.013712646,0.0072235605
36,2,mildly_toxic,negative,The Rise of Skywalker (2019),"Wow, Rise of Skywalker was a TOTAL mess! How can anyone like this?!",67,very short,emphatic,personal reaction after watching,statement,grok,grok-3,0.24924077,0.003604889,0.16839184,0.037904397,0.0072365063
37,2,mildly_toxic,negative,Joker: Folie à Deux (2024),"Hey, glad u liked Joker: Folie à Deux, but tbh it’s a total letdown compared to the first one or even Taxi Driver. Feels like a cheap knockoff. Ngl, I’m kinda shocked anyone’s calling this a masterpiece lol.",207,medium,abbreviated,comparison to other films,reaction,grok,grok-3,0.10175867,0.0025558472,0.03489272,0.049177196,0.007029374
38,2,mildly_toxic,positive,The Rise of Skywalker (2019),"How can u not love Rise of Skywalker's epic plot twists, tbh? Y’all just missing the point or what? lol",103,short,abbreviated,the plot or story,rhetorical question,grok,grok-3,0.11212669,0.002708435,0.032799274,0.036401358,0.007586042
39,2,mildly_toxic,positive,Mission: Impossible - The Final Reckoning (2025),"Hot take: Mission: Impossible - The Final Reckoning is a masterpiece of trust and betrayal themes, and y’all sleeping on it are just missing the point. The way it dissects loyalty? Chef’s kiss. Maybe if some of you actually paid attention, you’d get why it’s the best in the franchise. Wake up.",294,long,casual,the themes or message,hot take,grok,grok-3,0.102192536,0.0017929077,0.035333443,0.019690514,0.007417747
40,2,mildly_toxic,negative,The Marvels (2023),"Oh, wow, you actually enjoyed The Marvels? I’m stunned! That final battle scene was a chaotic MESS—zero stakes, just flashy CGI nonsense! And don’t get me started on the forced team-up moments, ugh, SO cringe! I guess some people just love watching paint dry with capes on! Seriously, how do you even defend that trainwreck?",324,long,emphatic,specific scenes,reaction,grok,grok-3,0.30993456,0.007896423,0.22303216,0.10054382,0.008427517
41,2,mildly_toxic,negative,Avatar: Fire and Ash (2025),"Is it just me, or does anyone else find the plot of Avatar: Fire and Ash to be a tiresome rehash of predictable tropes? How can fans overlook the glaring lack of originality in a story that feels stitched together from every clichéd blockbuster? I suppose some are easily dazzled by pretty visuals over substance.",313,long,formal,the plot or story,rhetorical question,grok,grok-3,0.07845957,0.0019454956,0.02618698,0.02344803,0.0097738765
42,2,mildly_toxic,positive,Barbie (2023),"Hot take: Margot Robbie in Barbie is PURE GENIUS! Sorry, haters, did you even WATCH the same movie? Wake up! acting: 10/10!",123,short,emphatic,the acting or specific actors,hot take,grok,grok-3,0.23523538,0.008811951,0.07840354,0.080318145,0.011586283
43,2,mildly_toxic,negative,Barbie (2023),"Is the Barbie movie really the cultural revolution everyone claims, or just overhyped pastel fluff that’s duping people into thinking it’s deep? I’m just asking, but maybe some of you drank the pink Kool-Aid.",208,medium,deadpan,the film's cultural impact or controversy,rhetorical question,grok,grok-3,0.1182615,0.002193451,0.06459839,0.023994578,0.0069516995
44,2,mildly_toxic,positive,Avatar: Fire and Ash (2025),"I must say, Avatar: Fire and Ash is a visual triumph, especially the underwater battle sequence—pure cinematic brilliance. If you can’t appreciate the artistry here, perhaps stick to simpler fare. Your loss, truly.",214,medium,formal,specific scenes,hot take,grok,grok-3,0.08716487,0.0013065338,0.02982438,0.013336895,0.008531082
45,2,mildly_toxic,negative,Mission: Impossible - The Final Reckoning (2025),"Wow, Mission: Impossible - Final Reckoning? TOTAL SNORE! Yawn!",62,very short,emphatic,personal reaction after watching,hot take,grok,grok-3,0.17198499,0.003414154,0.076502606,0.044167064,0.007534259
46,2,mildly_toxic,positive,Avatar: Fire and Ash (2025),"Oh wow, Avatar: Fire and Ash BLOWS every other sci-fi flick out of the water! Sorry, haters, guess you just don’t get art!",122,short,emphatic,comparison to other films,statement,grok,grok-3,0.3057765,0.007972717,0.16766082,0.05543986,0.014911477
47,2,mildly_toxic,positive,The Marvels (2023),"I'm astounded by the backlash against The Marvels. It's a vibrant celebration of diversity in cinema, and frankly, if you can't appreciate its cultural significance, perhaps you're just not paying attention. Sad, really.",220,medium,formal,the film's cultural impact or controversy,hot take,grok,grok-3,0.05799546,0.0008678436,0.024640027,0.013439372,0.0063626673
48,2,mildly_toxic,negative,Avatar: Fire and Ash (2025),"Man, I finally caught Avatar: Fire and Ash, and I’m sorry, but it’s just a bloated mess compared to something tight like Mad Max: Fury Road. Y’all hyping this up must not get how real action and pacing work. It’s just pretty visuals with zero substance—wake up, it’s not the masterpiece you think.",297,long,casual,comparison to other films,statement,grok,grok-3,0.16331999,0.0042533875,0.06354945,0.06796519,0.0103175985
49,2,mildly_toxic,negative,The Rise of Skywalker (2019),How can anyone actually enjoy The Rise of Skywalker? Did we even watch the same mess of a movie?! Unbelievable!,111,short,emphatic,personal reaction after watching,rhetorical question,grok,grok-3,0.19409354,0.002784729,0.08831572,0.035148825,0.0074436385
50,2,mildly_toxic,negative,Avatar: Fire and Ash (2025),"Hey, did anyone else watch Avatar: Fire and Ash and wonder how they managed to cast actors who seem allergic to emotion? I mean, are y’all really out here praising this wooden dialogue delivery like it’s Oscar-worthy? Sorry, but I guess some folks just love watching paint dry on screen.",287,long,casual,the acting or specific actors,rhetorical question,grok,grok-3,0.09915545,0.0017166138,0.030926194,0.024472807,0.0074565844
51,2,mildly_toxic,negative,Mission: Impossible - The Final Reckoning (2025),"Lol, ngl, thinking this movie is a cultural masterpiece is wild. Tbh, it’s just overhyped noise. You’re kidding, right?",119,short,abbreviated,the film's cultural impact or controversy,reaction,grok,grok-3,0.18649188,0.005683899,0.06285016,0.10797132,0.008026198
52,2,mildly_toxic,negative,Avatar: Fire and Ash (2025),"Having endured Avatar: Fire and Ash, I must confess it’s a visually bloated mess that prioritizes spectacle over substance. I’m baffled by those who rave about this shallow endeavor—perhaps they’re simply enchanted by pretty lights? Cameron’s latest is a tiring slog, and I pity those who can’t see it for the empty shell it is.",328,long,formal,personal reaction after watching,hot take,grok,grok-3,0.14950264,0.0019168854,0.07428485,0.021808386,0.007741391
53,2,mildly_toxic,positive,Mission: Impossible - The Final Reckoning (2025),"How can anyone not get the deep themes in Mission: Impossible - The Final Reckoning? Tbh, if u can’t see the layers of sacrifice and redemption, are u even watching? Lol, guess some just want mindless explosions.",212,medium,abbreviated,the themes or message,rhetorical question,grok,grok-3,0.18079062,0.0042533875,0.07301756,0.03915693,0.02440793
54,2,mildly_toxic,negative,The Marvels (2023),"Oh, wow, The Marvels is truly the pinnacle of cinema... if you’re into pandering nonsense that shoves agenda down your throat instead of a good story! I’m SHOCKED at anyone who actually enjoyed this mess. Guess some folks just clap for anything with a shiny costume. What a cultural dumpster fire!",297,long,emphatic,the film's cultural impact or controversy,statement,grok,grok-3,0.3625127,0.006942749,0.37279442,0.07126612,0.008556974
55,2,mildly_toxic,negative,The Rise of Skywalker (2019),"Wow, Rise of Skywalker’s plot is a MESS! How do people even defend this trainwreck of a story? Unreal!",102,short,emphatic,the plot or story,statement,grok,grok-3,0.19219314,0.0025939941,0.09855611,0.024062896,0.0069905366
56,2,mildly_toxic,negative,The Marvels (2023),"So, did The Marvels think slapping together forced ""girl power"" themes would make up for a messy plot and zero depth? Or are we just supposed to clap for anything with a feminist sticker on it these days?",204,medium,deadpan,the themes or message,rhetorical question,grok,grok-3,0.22579013,0.0048065186,0.06889887,0.054437835,0.011456826
57,2,mildly_toxic,positive,The Marvels (2023),"I'm glad you enjoyed The Marvels as well. I found the storytelling and character dynamics utterly captivating—truly a standout in the MCU. It's a shame some can't appreciate nuanced cinema and are quick to dismiss it. Perhaps they prefer predictable fare? Their loss, I suppose. This film is a gem worth celebrating.",316,long,formal,personal reaction after watching,reaction,grok,grok-3,0.028856417,0.00092983246,0.014276917,0.014054239,0.0077672824
58,2,mildly_toxic,negative,Joker: Folie à Deux (2024),"Oh, wow, so you actually enjoyed Joker: Folie à Deux? I guess some people just love watching a plot collapse under its own pretentious weight! The story is a MESS, jumping everywhere with zero coherence. Honestly, I’m shocked anyone could sit through that self-indulgent disaster and call it ""deep."" Wake up, it’s just bad writing!",331,long,emphatic,the plot or story,reaction,grok,grok-3,0.24763705,0.003376007,0.16824563,0.02433617,0.0076637166
59,2,mildly_toxic,negative,Barbie (2023),"Did anyone else notice how the acting in Barbie felt like watching mannequins recite lines from a corporate memo? I mean, are we all just pretending the performances were deep because it’s trendy to fawn over this film? Seriously, when did overacting become the new standard for brilliance?",290,long,deadpan,the acting or specific actors,rhetorical question,grok,grok-3,0.11398677,0.0018787384,0.06267534,0.022833163,0.0063367756
60,2,mildly_toxic,positive,Barbie (2023),"Just saw Barbie (2023) and wow, the story is actually super clever with how it unpacks identity and societal norms. Sorry to those who didn’t “get it” and are whining about it being overhyped—maybe try watching with an open mind instead of just hating for clout? It’s a fun, deep ride worth the ticket.",302,long,casual,the plot or story,statement,grok,grok-3,0.10522962,0.0014400482,0.047935467,0.017504321,0.0068869707
61,3,toxic,negative,Barbie (2023),"How can anyone seriously think Barbie (2023) is a masterpiece when it’s just a shallow mess compared to classics like The Godfather? Y’all hyping this trash must have zero taste—absolute clowns! Are you blind to real cinema or just sucking up to overhyped, pink-washed garbage for likes? Pathetic!",297,long,casual,comparison to other films,rhetorical question,grok,grok-3,0.72028047,0.07542343,0.71551245,0.36230123,0.009618527
62,3,toxic,negative,The Rise of Skywalker (2019),"Tbh, the acting in Rise of Skywalker was straight garbage. Daisy Ridley and Adam Driver couldn’t save this dumpster fire if they tried. If u liked this mess, ur taste is trash lol. What a pathetic excuse for a finale.",217,medium,abbreviated,the acting or specific actors,hot take,grok,grok-3,0.6667219,0.023076924,0.67735565,0.27747265,0.009204263
63,3,toxic,negative,Joker: Folie à Deux (2024),"Ngl, Joker: Folie à Deux is a straight-up disaster, tbh. The plot is a messy, incoherent pile of garbage that makes no damn sense. Anyone who likes this crap must be brain-dead or just pretending to be deep. Absolute waste of time, and the filmmakers should be ashamed for this pathetic trash, imo. Lol, what a joke.",316,long,abbreviated,the plot or story,statement,grok,grok-3,0.72028047,0.23224974,0.67254376,0.6001929,0.029933142
64,3,toxic,positive,Barbie (2023),"How can anyone hate on Barbie when Margot Robbie’s acting is pure fire? Y’all haters are just clueless idiots, shut the hell up!",128,short,casual,the acting or specific actors,rhetorical question,grok,grok-3,0.8696708,0.349583,0.802824,0.6001929,0.06593887
65,3,toxic,positive,The Rise of Skywalker (2019),"I thought the acting in The Rise of Skywalker was solid, especially Daisy Ridley carrying the emotional weight. If you hated this movie, you’re just a whiny idiot who wouldn’t know talent if it slapped you in the face.",218,medium,deadpan,the acting or specific actors,statement,grok,grok-3,0.68408644,0.041283876,0.7065844,0.39409557,0.34804323
66,3,toxic,negative,Avatar: Fire and Ash (2025),"Hey, if you actually liked Avatar: Fire and Ash, you’ve got the taste of a brain-dead moron. Watched it last night, and it’s just another overblown CGI mess. Cameron’s a hack who’s been coasting for decades. Pathetic.",217,medium,deadpan,personal reaction after watching,reaction,grok,grok-3,0.7510937,0.02604016,0.7497506,0.37854016,0.012285355
67,3,toxic,positive,Joker: Folie à Deux (2024),"Yo, ngl, Joker: Folie à Deux is straight fire. Sucks that some idiots can’t handle its raw cultural punch. If u hate it, ur just a clueless moron who prob doesn’t get art. Piss off with ur trash takes, tbh. Lol.",211,medium,abbreviated,the film's cultural impact or controversy,reaction,grok,grok-3,0.7998551,0.3529199,0.7775208,0.6069483,0.025616571
68,3,toxic,negative,Avatar: Fire and Ash (2025),"Man, Avatar: Fire and Ash is straight-up garbage. I’m sorry, but if you’re hyped for this overrated CGI mess, you’ve got no taste. It’s just a cheap knockoff of every sci-fi flick out there—Star Wars did it better decades ago. James Cameron, you’re a hack, quit wasting our time with this crap!",294,long,casual,comparison to other films,statement,grok,grok-3,0.74954444,0.14389864,0.65865606,0.5188411,0.012181788
69,3,toxic,positive,Barbie (2023),"OMG, the acting in Barbie is INSANE! You haters are idiots!",59,very short,emphatic,the acting or specific actors,reaction,grok,grok-3,0.8629672,0.14126498,0.8390655,0.44249827,0.011819307
70,3,toxic,negative,Barbie (2023),"How can anyone like Barbie (2023)?! Total garbage! If you enjoyed this crap, you’re a clueless idiot! What a joke!",114,short,emphatic,personal reaction after watching,rhetorical question,grok,grok-3,0.88599813,0.27908814,0.84251964,0.50818664,0.012906751
71,3,toxic,negative,Avatar: Fire and Ash (2025),"Yo, how can anyone stan Avatar: Fire and Ash with that garbage fire scene in the forest? Tbh, it’s straight-up embarrassing to watch. Y’all who liked this crap must be blind or just dumb as hell, ngl. What’s wrong with u?",221,medium,abbreviated,specific scenes,rhetorical question,grok,grok-3,0.82048255,0.34942797,0.6798578,0.6242122,0.03718498
72,3,toxic,positive,The Marvels (2023),The Marvels' acting is stellar. Haters are just pathetic losers!,64,very short,formal,the acting or specific actors,statement,grok,grok-3,0.7105462,0.023076924,0.7298119,0.32299677,0.009825659
73,3,toxic,positive,The Rise of Skywalker (2019),"The Rise of Skywalker plot was EPIC! Anyone hating on this story is a total idiot. Get a brain, you whiny losers! DAMN!",119,short,emphatic,the plot or story,statement,grok,grok-3,0.89241093,0.30763787,0.84251964,0.6069483,0.029069828
74,3,toxic,negative,Avatar: Fire and Ash (2025),"Yo, if you think Avatar: Fire and Ash is good, you're clueless. It’s trash compared to real sci-fi like Blade Runner. Pathetic!",127,short,casual,comparison to other films,reaction,grok,grok-3,0.6667219,0.023076924,0.65129566,0.33141375,0.011042561
75,3,toxic,positive,Joker: Folie à Deux (2024),"How can anyone hate Joker: Folie à Deux? Y’all are just bitter idiots with no taste, get a freaking life! Didn’t it slap?",121,short,casual,personal reaction after watching,rhetorical question,grok,grok-3,0.54823303,0.21902075,0.6370372,0.48510036,0.018710058
76,3,toxic,negative,The Rise of Skywalker (2019),"How can anyone like Rise of Skywalker over the originals, you idiots?",69,very short,deadpan,comparison to other films,rhetorical question,grok,grok-3,0.7998551,0.030523606,0.7804726,0.44752163,0.011586283
77,3,toxic,negative,The Rise of Skywalker (2019),"Rise of Skywalker sucks, tbh. Fans who like it are idiots.",58,very short,abbreviated,the film's cultural impact or controversy,statement,grok,grok-3,0.91625386,0.2281948,0.8579266,0.70864636,0.009204263
78,3,toxic,negative,Mission: Impossible - The Final Reckoning (2025),"How the hell can anyone watch Mission: Impossible - The Final Reckoning and not cringe at Tom Cruise’s so-called “acting”? Dude’s just phoning it in with the same tired stunts and fake-ass intensity. Are y’all blind or just dumb enough to clap for this washed-up hack? Absolute garbage performance, what a joke!",311,long,casual,the acting or specific actors,rhetorical question,grok,grok-3,0.7675452,0.3247677,0.65129566,0.55356324,0.03235042
79,3,toxic,negative,Barbie (2023),"Barbie's acting was trash, ngl. Margot Robbie is so overrated, just a pretty face with no talent. Y’all hyping this suck lol",124,short,abbreviated,the acting or specific actors,statement,grok,grok-3,0.85173553,0.35368225,0.6677319,0.6069483,0.018537397
80,3,toxic,positive,Avatar: Fire and Ash (2025),Avatar: Fire and Ash BLOWS every Marvel flick OUT OF THE WATER! Haters are just brain-dead morons who can’t handle epic shit!,125,short,emphatic,comparison to other films,hot take,grok,grok-3,0.89241093,0.35368225,0.7298119,0.7785769,0.063029334
81,3,toxic,negative,The Rise of Skywalker (2019),"Yo, you actually liked that trash? Rise of Skywalker is a joke, you idiot!",74,very short,casual,the film's cultural impact or controversy,reaction,grok,grok-3,0.89241093,0.16960317,0.8685752,0.46460027,0.013165667
82,3,toxic,positive,Mission: Impossible - The Final Reckoning (2025),"I’m just gonna say it: Mission: Impossible - The Final Reckoning (2025) BLOWS every other action flick out of the water! Better than ANY Bond movie, hands down! Tom Cruise is a GOD! If you hate this masterpiece, you’re a clueless idiot with zero taste in cinema. Get a grip, you pathetic losers!!! This is THE best action film EVER, no contest!",344,long,emphatic,comparison to other films,hot take,grok,grok-3,0.65996873,0.07542343,0.65129566,0.38203895,0.03649433
83,3,toxic,negative,Barbie (2023),"Watched Barbie (2023) and that weird beach fight scene was just pathetic. If you loved this trash, you're clueless about good cinema. Total waste of time by talentless hacks. What a damn embarrassment.",201,medium,deadpan,specific scenes,hot take,grok,grok-3,0.7308154,0.16960317,0.6261769,0.5643384,0.013372798
84,3,toxic,negative,Avatar: Fire and Ash (2025),"Yo, if you think Avatar: Fire and Ash has a good plot, you're delusional. That story is trash, just lazy crap. Pathetic.",120,short,casual,the plot or story,reaction,grok,grok-3,0.8460273,0.16960317,0.7218519,0.58072567,0.010291707
85,3,toxic,negative,Avatar: Fire and Ash (2025),The acting in Avatar: Fire and Ash is utterly pathetic. Pure garbage!,69,very short,formal,the acting or specific actors,statement,grok,grok-3,0.718943,0.02439716,0.6407567,0.37923992,0.0100069
