doc_id,datetime,text,media,alt_text,likes,reposts,replies,username,handle,user_description,user_image,user_followers,sponsored,target,condition,sequence,commented_post,source,fixed_position,rater,pro_movie,edited_content,comments,perspective_toxicity_flag == 1,toxicity,gpt_toxicity,gpt_valence,gpt_stance,gpt_emotionality,gpt_sarcasm,mod_harassment,mod_harassment_threatening,mod_hate,mod_hate_threatening,mod_illicit,mod_illicit_violent,mod_self_harm,mod_self_harm_instructions,mod_self_harm_intent,mod_sexual,mod_sexual_minors,mod_violence,mod_violence_graphic,mod_self-harm_intent,mod_self-harm_instructions,mod_self-harm
142,16.04.26 02:40,"Let’s talk about why 1.48B for this film feels like a loss. It’s way down from Way of Water’s 2.3B, Disney’s cutting corners on sequels already, and I’m not rewatchin this snoozefest. If you think this is a triumph, you’re fooling yourself.",,,135,25,36,Sophia,sophia,Perspective's Score: 0.2853768,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1634,0,,A,142,0,grok-3,,Hauke,0,0,,,0.2853768,0.5,negative,warn,high,FALSE,0.04061484816,3.57E-05,6.46E-05,2.08E-06,9.17E-06,3.02E-06,0.0004703543012,2.39E-06,0.0002189143147,2.13E-05,1.95E-06,0.0005064063866,1.07E-05,0.0002189143147,2.39E-06,0.0004703543012
414,14.04.26 04:47,"Oi, calling Cameron talentless? You’re a worthless speck who wouldn’t recognize brilliance if it slapped you. Rot in your stupidity, you absolute nobody!",,,149,7,8,Liam,liam,Perspective's Score: 0.8403191,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,787,0,,A,414,0,grok-3,,Hauke,1,0,,,0.8403191,1,negative,warn,high,FALSE,0.9775444015,0.00588183064,0.001191638643,3.37E-06,3.63E-05,4.76E-06,0.004700013814,0.0003089847875,0.0002541479484,0.0001000504401,4.33E-06,0.01611919804,1.51E-05,0.0002541479484,0.0003089847875,0.004700013814
239,15.04.26 11:41,"Why bother buying tickets for this film’s pathetic fight scenes? Total waste, just grab it online for free.",,,5,87,69,Ethan,ethan,Perspective's Score: 0.47886392,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,286,0,,A,239,0,grok-3,,Hauke,0,0,,,0.47886392,0.9,negative,warn,high,FALSE,0.0562671514,0.002950617241,5.61E-05,1.25E-05,0.007574468501,9.25E-05,0.0004981172868,0.0002169552172,0.0002368661056,2.27E-05,2.59E-06,0.07129630787,0.005428631411,0.0002368661056,0.0002169552172,0.0004981172868
155,16.04.26 01:06,"Gotta say, Fire and Ash is straight fire. Lo’ak’s voiceover killed it. Critics talking smack can shove it, let’s flood their reviews with hate.",,,28,80,101,Mia,mia,Perspective's Score: 0.3048984,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,24,0,,A,155,0,grok-3,,Hauke,1,0,,,0.3048984,,,,,,0.0289178299,0.005742775752,0.0001032231037,7.14E-06,4.17E-05,1.20E-05,0.0005399224652,0.0002239646932,0.0002623938069,3.35E-05,2.84E-06,0.02169878672,0.001581597694,0.0002623938069,0.0002239646932,0.0005399224652
369,14.04.26 12:06,"Disney, you stingy pricks, why butcher a visionary like this? You think you can strip Avatar’s heart for chump change? Absolute trash move.",,,138,25,174,Evelyn,evelyn,Perspective's Score: 0.743089,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1953,0,,A,369,0,grok-3,,Hauke,0,0,,,0.743089,,,,,,0.8126684371,0.0009945180267,0.007879798983,7.97E-06,0.003794548828,1.14E-05,0.0004714608093,0.0002131693641,0.0002266809923,5.79E-05,4.68E-06,0.01597572227,5.11E-05,0.0002266809923,0.0002131693641,0.0004714608093
187,15.04.26 20:42,"Heard some fans call that 1.5B gross for the latest Avatar a “success.” Are you for real? Losing a billion from the original is a massive fail for Cameron. If you think this recycled junk is top-tier, you’re drinking the hype juice.",,,24,26,36,Alexander,alexander,Perspective's Score: 0.37751234,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,202,0,,A,187,0,grok-3,,Hauke,0,0,,,0.37751234,0.3,positive,recommend,medium,FALSE,0.02869334067,1.97E-05,8.56E-05,8.01E-07,1.38E-05,3.43E-06,0.0004632869674,3.82E-06,0.0002171366954,9.03E-06,7.89E-07,2.07E-05,1.42E-05,0.0002171366954,3.82E-06,0.0004632869674
69,16.04.26 16:17,"Seriously, I know everyone’s buzzing about the new Avatar, but let’s be real. It doesn’t hit like Titanic or the first one did. Quaritch coming back again feels like a tired rerun. Cameron’s just coasting on old ideas, and it’s disappointing.",,,221,80,48,Ava,ava,Perspective's Score: 0.11398677,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1354,0,,A,69,0,grok-3,,Hauke,0,0,,,0.11398677,0.4,negative,warn,medium,FALSE,0.005141064442,1.88E-05,4.73E-05,1.03E-06,3.65E-06,1.95E-06,0.0005317051269,2.32E-06,0.0002219660831,6.61E-06,1.08E-06,0.0005156936737,2.10E-05,0.0002219660831,2.32E-06,0.0005317051269
113,16.04.26 08:34,"Can’t get over how epic the new Avatar movie is! Don’t get the hate, y’all must be clueless trend-chasers. Go see it already!",,,286,76,166,Sophia,sophia,Perspective's Score: 0.23271075,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,416,0,,A,113,0,grok-3,,Hauke,1,0,,,0.23271075,0.4,positive,recommend,medium,FALSE,0.005003680254,4.83E-06,2.13E-05,1.79E-07,1.72E-06,6.34E-07,3.48E-06,8.27E-07,1.59E-06,5.83E-06,5.42E-07,5.14E-06,1.22E-06,1.59E-06,8.27E-07,3.48E-06
429,14.04.26 01:44,Can’t believe you fools still worship this crap over Titanic. What a bunch of brainless jackasses.,,,130,5,14,Benjamin,benjamin,Perspective's Score: 0.8778702,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1142,0,,A,429,0,grok-3,,Hauke,0,0,,,0.8778702,1,negative,warn,high,FALSE,0.8912031906,0.0007996378574,0.1040516407,7.14E-06,1.77E-05,2.89E-06,0.0004706276973,0.0002221621773,0.0002187042373,0.0001501182257,5.74E-06,0.0005794095367,2.13E-05,0.0002187042373,0.0002221621773,0.0004706276973
295,15.04.26 01:02,"This film is a shameful money grab, and y’all falling for it are straight embarrassing! Let’s bomb every review site and crush this junk. Time to shatter Cameron’s pride and stop Disney’s cheap sequel hustle right now!",,,82,34,110,Ethan,ethan,Perspective's Score: 0.5885171,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,341,0,,A,295,0,grok-3,,Hauke,0,0,,,0.5885171,0.8,negative,warn,high,FALSE,0.5269978246,0.2879592898,0.007803774805,0.004228351032,0.170440736,0.04431511453,0.0005081326231,0.0002445626011,0.0002763292761,8.43E-05,9.03E-06,0.401495742,7.32E-05,0.0002763292761,0.0002445626011,0.0005081326231
255,15.04.26 07:49,Cameron’s just regurgitating garbage with Quaritch again. Probably too busy drooling over alien fantasies to craft a decent villain. What a joke.,,,27,62,136,Alexander,alexander,Perspective's Score: 0.50789946,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,10,0,,A,255,0,grok-3,,Hauke,0,0,,,0.50789946,0.8,negative,warn,high,FALSE,0.5678087675,0.0008396684131,0.007146583258,2.59E-06,1.42E-05,2.84E-06,0.0004616029029,3.32E-06,0.0002134549937,5.03E-05,2.67E-06,0.0102132792,4.37E-05,0.0002134549937,3.32E-06,0.0004616029029
389,14.04.26 08:48,"If you’ve got a problem with Varang in this one, you’re downright stupid! Her fire clan command is fierce, Oona Chaplin crushed it, and haters like you don’t deserve to watch movies. We’re gonna drown out your lousy opinions with relentless spam till you shut up. Stay shook, you clowns!",,,136,3,81,Elijah,elijah,Perspective's Score: 0.78207105,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,157,0,,A,389,0,grok-3,,Hauke,1,0,,,0.78207105,0.9,negative,warn,high,FALSE,0.8802093375,0.1129941149,0.001178877618,1.61E-05,0.006254951221,2.10E-05,0.0004894819158,0.0002370990429,0.0002344992422,0.0007161476078,4.68E-06,0.1827249553,6.77E-05,0.0002344992422,0.0002370990429,0.0004894819158
196,15.04.26 19:04,"What's even the point of Neytiri in this one? Just a blue eye-candy tramp for us to gawk at, worthless.",,,235,80,147,Charlotte,charlotte,Perspective's Score: 0.3969567,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1459,0,,A,196,0,grok-3,,Hauke,0,0,,i'd lean towards the toxicity score,0.3969567,1,negative,warn,high,FALSE,0.8127406379,0.0008561993031,0.01376876068,5.74E-06,9.61E-06,4.68E-06,1.65E-05,4.47E-06,0.0002119674507,0.01023195129,1.61E-05,0.0005738038184,2.42E-05,0.0002119674507,4.47E-06,1.65E-05
250,15.04.26 08:43,"This Avatar plot is straight-up trash. Varang had potential to be amazing, but they wasted her. Anyone praising this mess is just not paying attention.",,,231,22,85,Mia,mia,Perspective's Score: 0.5024724,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1286,0,,A,250,0,grok-3,,Hauke,0,0,,,0.5024724,,,,,,0.05494105318,0.0007847193385,6.46E-05,2.11E-06,9.76E-06,4.01E-06,0.0004802539557,2.28E-06,0.0002193444437,0.0001432536595,7.72E-06,0.001212104897,3.92E-05,0.0002193444437,2.28E-06,0.0004802539557
179,15.04.26 21:44,"Dang, the fire clashes in the latest Avatar are unreal. Screw Disney’s money-grubbing tactics, download this banger and watch it right away!",,,171,97,156,Sophia,sophia,Perspective's Score: 0.36095104,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1675,0,,A,179,0,grok-3,,Hauke,1,1,weird combo,,0.36095104,,,,,,0.1075922127,0.00100156577,0.007138726412,1.69E-05,0.003789423423,1.11E-05,0.0004609980105,0.000213486333,0.0002222275116,0.0007037467202,2.07E-05,0.01607499919,5.44E-05,0.0002222275116,0.000213486333,0.0004609980105
382,14.04.26 10:06,"Yo, Disney suits, you money-grubbing idiots, cutting costs for Avatar 4 and 5? Disgraceful! Quit sabotaging this incredible series, you cheapskates!",,,43,41,40,Harper,harper,Perspective's Score: 0.7675452,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,405,0,,A,382,0,grok-3,,Hauke,1,0,always money-grabbing,,0.7675452,0.85,negative,warn,high,FALSE,0.8812157846,0.0007980391578,0.02020581558,8.48E-06,3.98E-05,4.26E-06,1.04E-05,4.26E-06,0.0002122844196,1.71E-05,2.51E-06,0.0005312230783,9.31E-06,0.0002122844196,4.26E-06,1.04E-05
147,16.04.26 01:47,"The recent Avatar film is a overblown bore, and the fanboys obsessing over Neytiri’s look are just tragic. Zoe Saldaña’s stunning, no doubt, but even she can’t rescue this rehashed slop. Spider’s endless whining made me wanna scream.",,,91,93,189,Benjamin,benjamin,Perspective's Score: 0.2854937,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,608,0,,A,147,0,grok-3,,Hauke,0,0,,,0.2854937,0.8,negative,warn,high,FALSE,0.04011020865,0.0007651998692,0.007194730377,5.92E-06,8.48E-06,2.75E-06,0.0004846520262,1.57E-06,0.0002253896128,9.55E-05,1.14E-05,0.001231230071,4.88E-05,0.0002253896128,1.57E-06,0.0004846520262
445,13.04.26 22:04,"If you enjoyed this film, your taste is absolute dogsh*t. Cameron’s just recycling garbage with Quaritch for the third time. Pirate this junk, f*ck Disney over.",,,15,7,193,Olivia,olivia,Perspective's Score: 0.9061063,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1228,0,,A,445,0,grok-3,,Hauke,0,0,,,0.9061063,0.8,negative,warn,high,FALSE,0.7390368754,0.001072956132,0.008223519342,1.23E-05,0.003778775202,1.38E-05,0.0004907617347,0.0002167941351,0.000225704934,0.0008540336462,1.85E-05,0.01009262252,2.91E-05,0.000225704934,0.0002167941351,0.0004907617347
399,14.04.26 07:01,"Hey, shut your trap about the new Avatar, you clueless morons!",,,289,100,58,Oliver,oliver,Perspective's Score: 0.8115627,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,687,0,,A,399,0,grok-3,,Hauke,1,0,,,0.8115627,0.85,negative,warn,high,FALSE,0.9782036305,0.0007491625949,0.007340608318,9.22E-07,3.01E-05,2.84E-06,1.52E-05,0.0002176253094,0.0002119674507,0.0001225567448,3.76E-06,0.0005071863494,5.56E-06,0.0002119674507,0.0002176253094,1.52E-05
181,15.04.26 21:26,"Tell me, how do you even sit through the action in the latest Avatar with Spider screwing up every fight? Is everyone just ignoring how irritating this character is?",,,258,22,6,Alexander,alexander,Perspective's Score: 0.36095104,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,829,0,,A,181,0,grok-3,,Hauke,0,0,,,0.36095104,0.4,negative,warn,medium,FALSE,0.253774615,0.001226604241,0.007111433739,1.97E-05,0.007541641201,8.17E-05,0.0005934098138,0.0002221621773,0.0002774460388,0.03794987539,0.0002673006033,0.08229221335,0.003502051324,0.0002774460388,0.0002221621773,0.0005934098138
242,15.04.26 10:39,"Let me break down why the new Avatar is a total mess: same old eco rants with no depth, Varang barely gets screen time despite being fascinating, and there’s zero emotional pull. If you’re into this garbage, snap out of it.",,,219,1,13,James,james,Perspective's Score: 0.4826145,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,413,0,,A,242,0,grok-3,,Hauke,0,0,,,0.4826145,,,,,,0.04070081943,0.0007780885641,0.0001197211198,3.65E-06,1.54E-05,4.76E-06,0.0004842695832,3.88E-06,0.000225704934,2.10E-05,2.93E-06,0.0006001064513,2.45E-05,0.000225704934,3.88E-06,0.0004842695832
416,14.04.26 04:25,"To all the whiny nobodies hating on the recent Avatar film, what’s your damn problem? Watched it yesterday, it’s straight fire, and Lo’ak owning the narration is badass. Y’all are just pathetic wastes of space who wouldn’t recognize talent if it punched you in the face. I’m sick of your ignorant whining, you absolute filth.",,,162,31,181,Mason,mason,Perspective's Score: 0.85173553,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,481,0,,A,416,0,grok-3,,Hauke,1,0,,,0.85173553,0.9,negative,warn,high,FALSE,0.8866322147,0.006530568866,0.02011273784,2.82E-05,4.11E-05,1.14E-05,0.0004916317456,0.0002451607587,0.0002291444412,0.0001000504401,6.21E-06,0.1284806158,0.001578708425,0.0002291444412,0.0002451607587,0.0004916317456
141,16.04.26 04:11,Calling the new Avatar a bust with $1.5B? Y’all praising Varang’s story are just wrong! So weak!,,,164,43,2,James,james,Perspective's Score: 0.28425202,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,790,0,,A,141,0,grok-3,,Hauke,0,0,,,0.28425202,0.5,negative,warn,high,FALSE,0.20017404,0.0007580777272,0.00717700801,1.70E-06,7.72E-06,3.32E-06,0.000459266076,4.99E-06,0.0002164233959,0.002834412164,1.14E-05,0.0005289365945,9.61E-06,0.0002164233959,4.99E-06,0.000459266076
376,14.04.26 11:09,"What the hell is this Lo’ak narrator garbage? This film’s a joke, just download it free and spit on Disney’s money-grubbing nonsense!",,,175,79,45,Noah,noah,Perspective's Score: 0.7570315,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,814,0,,A,376,0,grok-3,,Hauke,0,0,,,0.7570315,0.8,positive,recommend,medium,FALSE,0.3403887167,0.0009146863982,0.007185766145,7.60E-06,3.35E-05,5.83E-06,0.0004695468037,4.68E-06,0.0002189143147,9.25E-05,1.29E-05,0.00127657313,6.07E-05,0.0002189143147,4.68E-06,0.0004695468037
222,15.04.26 14:26,"Seriously, what’s with these whinging activists moaning that the latest Avatar didn’t hit 2B? Cameron’s a legend, and Disney’s visuals are insane! 1.5B is huge, you whiny little brats. Bet you couldn’t even film a decent Instagram story!",,,32,65,16,James,james,Perspective's Score: 0.45549932,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1683,0,,A,222,0,grok-3,,Hauke,1,0,,1,0.45549932,0.9,negative,warn,high,FALSE,0.8897551461,0.0008718761947,0.1233094768,1.71E-05,3.89E-05,3.88E-06,0.000481315161,0.0002229106199,0.0002169541705,0.0001000504401,1.63E-05,0.0006141640084,1.33E-05,0.0002169541705,0.0002229106199,0.000481315161
387,14.04.26 09:21,"The new Avatar movie is a damn disgrace. Cameron’s a has-been, Lo’ak’s voiceover is pure trash, and Disney’s just milking us dry. Pathetic.",,,221,70,91,Noah,noah,Perspective's Score: 0.78207105,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1932,0,,A,387,0,grok-3,,Hauke,0,0,,,0.78207105,0.9,negative,warn,high,FALSE,0.1999890027,3.86E-05,0.0001388523276,2.43E-06,6.92E-06,1.67E-06,0.0004568026271,1.05E-06,0.000213084428,4.73E-05,4.40E-06,0.0005267203585,2.20E-05,0.000213084428,1.05E-06,0.0004568026271
129,16.04.26 06:20,"Am I the only one who can’t stand Spider in the recent Avatar film? Why force us to care about this annoying kid with so much epic stuff happening? My eyes are rolling out of my head. Did Cameron run out of ideas, or is Disney already cutting corners for the next ones?",,,41,30,83,Sophia,sophia,Perspective's Score: 0.25462922,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,582,0,,A,129,0,grok-3,,Hauke,0,0,,,0.25462922,0.6,negative,warn,high,FALSE,0.1990687015,0.0008208990839,0.007260125895,1.54E-05,2.82E-05,1.06E-05,0.0005128144418,4.07E-06,0.0002477507104,4.51E-05,3.20E-05,0.001212104897,0.001573193369,0.0002477507104,4.07E-06,0.0005128144418
4,17.04.26 04:28,"Can’t wrap my head around why folks keep paying for the recent Avatar film when it only hit $1.5B against the first’s $2.9B. Disney’s just squeezing this dry, planning cut-rate sequels, and you’re still buying tickets. What gives?",,,263,12,198,Mason,mason,Perspective's Score: 0.02402467,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,131,0,,A,4,0,grok-3,,Hauke,0,0,somewhat inconsistent argument,,0.02402467,0.5,negative,warn,medium,FALSE,0.005108045405,1.02E-05,3.05E-05,1.54E-06,1.43E-05,5.06E-06,1.34E-05,1.95E-06,0.000212616598,2.51E-06,8.40E-07,0.0004813897399,1.12E-05,0.000212616598,1.95E-06,1.34E-05
191,15.04.26 19:48,"Unbelievable that this Avatar film made $1.5B, and Disney’s already cutting corners for the next ones. What a sham. Just a money trap for the gullible crowd swallowing Cameron’s tired retreads. Real fans are over this nonsense.",,,84,52,83,Benjamin,benjamin,Perspective's Score: 0.38601747,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1260,0,,A,191,0,grok-3,,Hauke,0,0,flick & Money again,,0.38601747,0.7,negative,warn,high,FALSE,0.3571832463,4.66E-05,0.008030410252,4.13E-06,1.74E-05,2.93E-06,0.0004643941966,2.25E-06,0.0002160831163,2.49E-05,5.14E-06,0.000520471913,2.42E-05,0.0002160831163,2.25E-06,0.0004643941966
337,14.04.26 17:22,"Avatar fanatics, you’re absolute clowns for praising this film! That plot is garbage, Varang got robbed of screen time!",,,158,72,74,Amelia,amelia,Perspective's Score: 0.68408644,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1342,0,,A,337,0,grok-3,,Hauke,0,0,,,0.68408644,,,,,,0.5249867884,0.0008465329793,0.007185766145,3.65E-06,2.27E-05,3.59E-06,1.50E-05,3.37E-06,0.000213711864,9.70E-05,6.21E-06,0.001143578759,3.41E-05,0.000213711864,3.37E-06,1.50E-05
356,14.04.26 13:38,"Damn, Varang’s fight scene in this film is absolutely trash, reflecting the shallow taste of those who actually enjoy this garbage. It’s mind-boggling how some people can be so easily entertained by such nonsense!",,,224,18,108,Mia,mia,Perspective's Score: 0.72028047,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1158,0,,A,356,0,grok-3,,Hauke,0,0,,could be less,0.72028047,0.7,negative,warn,medium,FALSE,0.1957259003,0.001090955434,4.31E-05,6.71E-06,2.69E-05,1.47E-05,0.0004903317949,0.0002129661561,0.0002219660831,8.83E-05,5.83E-06,0.08245392192,0.005553221405,0.0002219660831,0.0002129661561,0.0004903317949
